Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,5.328569885385958,Digging,Traveling,0.0,0.0,5.328569885385958,Digging,Traveling,0.0,0.0,5.328569885385958,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,5.378490118906024,Digging,Idle,4.7432314583010164,1.1858078645752541,0.0,Charging,Serving CEV,0.0,0.0,5.378490118906024,Digging,Traveling,1.1858078645752541,0.0
3,08:30,7.999999999999999,1.9999999999999998,0.0,Charging,Serving CEV,0.0,1.1858078645752541,5.378490118906024,Digging,Idle,0.0,0.0,5.278549842661512,Digging,Idle,-0.8141921354247457,-1.9999999999999998
4,08:45,0.0,1.9999999999999998,5.278549842661512,Digging,Idle,0.0,1.1858078645752541,5.278549842661512,Digging,Idle,0.0,0.0,5.258147622549963,Digging,Idle,-0.8141921354247457,-1.9999999999999998
5,09:00,0.0,1.9999999999999998,5.258147622549963,Digging,Idle,8.000000000008018,3.1858078645772587,0.0,Charging,Serving CEV,7.999999999999999,1.9999999999999998,0.0,Charging,Serving CEV,1.185807864577259,0.0
6,09:15,8.0,4.0,0.0,Charging,Serving CEV,0.0,3.1858078645772587,3.5729865471146276,Loading/Swinging,Idle,8.0,4.0,0.0,Charging,Serving CEV,-0.8141921354227413,0.0
7,09:30,4.178947368421149,5.044736842105287,0.0,Charging,Serving CEV,0.0,3.1858078645772587,5.506560554013657,Traveling,Idle,5.519744704740481,5.3799361761851205,0.0,Charging,Serving CEV,-1.8589289775280284,0.3351993340798334
8,09:45,0.0,5.044736842105287,5.506560554013657,Traveling,Idle,7.99999999999999,5.1858078645772565,0.0,Charging,Serving CEV,0.0,5.3799361761851205,5.506560554013657,Traveling,Traveling,0.14107102247196934,0.3351993340798334
9,10:00,0.0,5.044736842105287,3.5729865471146276,Loading/Swinging,Idle,0.0,5.1858078645772565,3.7007499442306773,Loading/Swinging,Traveling,0.0,5.3799361761851205,5.278709701279284,Digging,Charging (grid),0.14107102247196934,0.3351993340798334
10,10:15,0.0,5.044736842105287,5.278709701279284,Digging,Idle,0.0,5.1858078645772565,5.258147622549963,Digging,Charging (grid),0.0,5.3799361761851205,5.265874015638951,Digging,Charging (grid),0.14107102247196934,0.3351993340798334
11,10:30,0.0,5.044736842105287,5.265874015638951,Digging,Idle,0.0,5.1858078645772565,5.278709701279284,Digging,Charging (grid),0.0,5.3799361761851205,5.208376182518275,Digging,Charging (grid),0.14107102247196934,0.3351993340798334
12,10:45,8.0,7.044736842105287,0.0,Charging,Serving CEV,0.0,5.1858078645772565,5.265874015638951,Digging,Charging (grid),0.0,5.3799361761851205,0.0,Idle,Charging (grid),-1.8589289775280307,-1.6648006659201666
13,11:00,0.0,7.044736842105287,5.208376182518275,Digging,Idle,0.0,5.1858078645772565,0.0,Idle,Charging (grid),0.0,5.3799361761851205,5.2920586347139835,Digging,Charging (grid),-1.8589289775280307,-1.6648006659201666
14,11:15,0.0,7.044736842105287,5.716584457594605,Traveling,Idle,0.0,5.1858078645772565,5.716584457594605,Traveling,Charging (grid),0.0,5.3799361761851205,5.716584457594605,Traveling,Charging (grid),-1.8589289775280307,-1.6648006659201666
15,11:30,0.0,7.044736842105287,5.2920586347139835,Digging,Idle,0.0,5.1858078645772565,5.208376182518275,Digging,Charging (grid),0.0,5.3799361761851205,3.5729865471146276,Loading/Swinging,Charging (grid),-1.8589289775280307,-1.6648006659201666
16,11:45,0.0,7.044736842105287,5.218623882839006,Digging,Idle,0.0,5.1858078645772565,5.2920586347139835,Digging,Charging (grid),0.0,5.3799361761851205,5.218623882839006,Digging,Charging (grid),-1.8589289775280307,-1.6648006659201666
17,12:00,8.0,9.044736842105287,0.0,Charging,Serving CEV,0.0,5.1858078645772565,0.0,,Charging (grid),0.0,5.3799361761851205,0.0,,Charging (grid),-3.8589289775280307,-3.6648006659201666
18,12:15,8.0,11.044736842105287,0.0,Charging,Serving CEV,0.0,5.1858078645772565,0.0,,Charging (grid),0.0,5.3799361761851205,0.0,,Charging (grid),-5.858928977528031,-5.664800665920167
19,12:30,0.0,11.044736842105287,0.0,,Traveling,0.0,5.1858078645772565,0.0,,Charging (grid),0.0,5.3799361761851205,0.0,,Charging (grid),-5.858928977528031,-5.664800665920167
20,12:45,0.0,11.044736842105287,0.0,,Charging (grid),0.0,5.1858078645772565,0.0,,Charging (grid),0.0,5.3799361761851205,0.0,,Charging (grid),-5.858928977528031,-5.664800665920167
21,13:00,0.0,11.044736842105287,0.0,,Charging (grid),0.0,5.1858078645772565,0.0,,Traveling,0.0,5.3799361761851205,0.0,,Traveling,-5.858928977528031,-5.664800665920167
22,13:15,0.0,11.044736842105287,0.0,,Charging (grid),5.5442379455773505,6.571867350971594,0.0,Charging,Serving CEV,8.0,7.3799361761851205,0.0,Charging,Serving CEV,-4.472869491133693,-3.6648006659201666
23,13:30,0.0,11.044736842105287,0.0,,Charging (grid),7.708198002864352,8.498916851687682,0.0,Charging,Serving CEV,8.0,9.37993617618512,0.0,Charging,Serving CEV,-2.5458199904176055,-1.6648006659201666
24,13:45,0.0,11.044736842105287,0.0,,Charging (grid),7.594305368270301,10.397493193755256,0.0,Charging,Serving CEV,8.0,11.37993617618512,0.0,Charging,Serving CEV,-0.647243648350031,0.3351993340798334
25,14:00,0.0,11.044736842105287,5.244114316883,Digging,Charging (grid),0.0,10.397493193755256,5.218623882839006,Digging,Idle,0.0,11.37993617618512,5.244114316883,Digging,Idle,-0.647243648350031,0.3351993340798334
