mode,approach,total_energy_kWh,total_cost_USD,total_co2_kg,nc_peak_kW,op_peak_kW,missed_h,shortfall_kWh
low,A0,27.788890508820597,8.972886487979695,6.639648274932646,1.950097579566366,-0.0,0.0,0.0
low,A1S,23.123543120749115,7.320652537703844,5.401826488116341,1.7823302134933041,0.0,0.0,0.0
low,A2S,22.998126591150868,7.145000518494684,5.498913062396774,1.5961093196676484,0.0,0.0,0.0
