Metric,A0,A1S,A2S
Total_Discharge_kWh,25.45,24.273,23.905
Total_Work_kWh,23.441,24.529,23.859
N_Capped_Intervals,0,1,0
N_Infeasible_Windows,0,0,0
Missed_Work_hour,0.0,0.058,0.0
Missed_Work_Penalty_USD,0.0,116.12,0.0
