Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.9634,Digging,Traveling,0.0,0.0,4.8544,Digging,Traveling,0.0,0.0,4.8544,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,4.8277,Digging,Idle,5.1098947368418,1.27747368421045,0.2481,Charging,Serving CEV,0.0,0.0,4.5629,Digging,Idle,1.27747368421045,0.0
3,08:30,8.0,2.0,0.0,Charging,Serving CEV,0.0,1.27747368421045,4.4919,Digging,Idle,0.0,0.0,4.2582,Digging,Traveling,-0.7225263157895501,-2.0
4,08:45,0.0,2.0,4.78,Digging,Idle,-5.564454160602713e-14,1.277473684210436,4.2907,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,-0.722526315789564,0.0
5,09:00,0.0,2.0,5.3389,Digging,Idle,8.0,3.277473684210436,0.0,Charging,Serving CEV,5.97421052631579,3.4935526315789476,0.061,Charging,Serving CEV,1.277473684210436,1.4935526315789476
6,09:15,0.0,2.0,4.7093,Traveling,Idle,0.0,3.277473684210436,4.9634,Digging,Idle,0.0,3.4935526315789476,5.1226,Digging,Idle,1.277473684210436,1.4935526315789476
7,09:30,8.0,4.0,0.0,Charging,Serving CEV,0.0,3.277473684210436,4.5506,Traveling,Idle,0.0,3.4935526315789476,4.6176,Traveling,Idle,-0.722526315789564,-0.5064473684210524
8,09:45,7.999999999999972,5.999999999999993,0.2629,Charging,Serving CEV,7.999999999999883,5.277473684210406,0.0,Charging,Serving CEV,8.0,5.493552631578948,0.0,Charging,Serving CEV,-0.7225263157895867,-0.5064473684210453
9,10:00,0.0,5.999999999999993,5.2098,Digging,Idle,0.0,5.277473684210406,4.78,Digging,Traveling,0.0,5.493552631578948,4.2907,Digging,Traveling,-0.7225263157895867,-0.5064473684210453
10,10:15,0.0,5.999999999999993,4.7809,Digging,Idle,0.0,5.277473684210406,4.8905,Digging,Charging (grid),0.0,5.493552631578948,4.4919,Digging,Charging (grid),-0.7225263157895867,-0.5064473684210453
11,10:30,0.0,5.999999999999993,4.7653,Digging,Idle,0.0,5.277473684210406,2.2047,Loading/Swinging,Charging (grid),0.0,5.493552631578948,2.5796,Loading/Swinging,Charging (grid),-0.7225263157895867,-0.5064473684210453
12,10:45,8.0,7.999999999999993,0.4689,Charging,Serving CEV,0.0,5.277473684210406,5.3389,Digging,Charging (grid),0.0,5.493552631578948,0.0,Idle,Charging (grid),-2.7225263157895867,-2.5064473684210453
13,11:00,0.0,7.999999999999993,4.5629,Digging,Idle,0.0,5.277473684210406,0.0,Idle,Charging (grid),0.0,5.493552631578948,4.6773,Digging,Charging (grid),-2.7225263157895867,-2.5064473684210453
14,11:15,0.0,7.999999999999993,4.5506,Traveling,Idle,0.0,5.277473684210406,4.486,Traveling,Charging (grid),0.0,5.493552631578948,4.1464,Traveling,Charging (grid),-2.7225263157895867,-2.5064473684210453
15,11:30,0.0,7.999999999999993,4.78,Digging,Idle,0.0,5.277473684210406,2.5796,Loading/Swinging,Charging (grid),0.0,5.493552631578948,2.2701,Loading/Swinging,Charging (grid),-2.7225263157895867,-2.5064473684210453
16,11:45,0.0,7.999999999999993,4.9634,Digging,Idle,0.0,5.277473684210406,4.7809,Digging,Charging (grid),0.0,5.493552631578948,3.2655,Loading/Swinging,Charging (grid),-2.7225263157895867,-2.5064473684210453
17,12:00,8.0,9.999999999999993,0.0,Charging,Serving CEV,0.0,5.277473684210406,0.0,,Charging (grid),0.0,5.493552631578948,0.0,,Charging (grid),-4.722526315789587,-4.506447368421045
18,12:15,8.0,11.999999999999993,0.0,Charging,Serving CEV,0.0,5.277473684210406,0.0,,Charging (grid),0.0,5.493552631578948,0.0,,Charging (grid),-6.722526315789587,-6.506447368421045
19,12:30,0.0,11.999999999999993,0.0,,Traveling,0.0,5.277473684210406,0.0,,Charging (grid),0.0,5.493552631578948,0.0,,Traveling,-6.722526315789587,-6.506447368421045
20,12:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,5.277473684210406,0.0,,Charging (grid),8.0,7.493552631578948,0.0,Charging,Serving CEV,-6.722526315789587,-4.506447368421045
21,13:00,0.0,11.999999999999993,0.0,,Charging (grid),0.0,5.277473684210406,0.0,,Charging (grid),4.6966915715903115,8.667725524476525,0.0,Charging,Serving CEV,-6.722526315789587,-3.3322744755234677
22,13:15,0.0,11.999999999999993,0.0,,Charging (grid),0.0,5.277473684210406,0.0,,Traveling,4.101851415985513,9.693188378472904,0.0,Charging,Serving CEV,-6.722526315789587,-2.306811621527089
