Time_Period,MCS_1_A0_kWh,MCS_1_A1S_kWh,MCS_1_A2S_kWh
1,250.0,250.0,250.0
2,250.0,250.0,250.0
3,250.0,250.0,250.0
4,247.89473684210526,250.0,250.0
5,247.89473684210526,250.0,247.89473684210526
6,247.89473684210526,247.89473684210526,247.89473684210526
7,247.89473684210526,247.89473684210407,247.89473684210526
8,245.78947368421052,245.78947368420933,245.78947368421052
9,243.68421052631578,243.69797783924875,245.78947368421052
10,243.68421052631578,243.69797783924875,243.68421052631578
11,243.68421052631578,244.1642926394086,243.68421052631578
12,243.68421052631578,244.63060743956842,243.68421052631578
13,241.57894736842104,245.09692223972826,241.57894736842104
14,241.57894736842104,245.56442922093655,241.57894736842104
15,241.57894736842104,246.03193620214483,241.99418717130538
16,241.57894736842104,246.50312196234393,242.4134899055964
17,241.57894736842104,246.97790107434358,242.83368899888072
18,239.4736842105263,247.45268018634323,243.262047952379
19,237.36842105263156,247.92745929834288,243.69040690587727
20,237.36842105263156,248.40223841034253,244.11876585937554
21,237.83840910416308,248.8770175223422,244.54712481287382
22,238.30839715569456,249.35179663434184,244.9754837663721
23,238.77838520722608,249.35179663434184,245.40384271987037
24,239.24837325875757,248.2089988504083,245.40384271987037
25,239.71836131028908,246.16388294429953,243.58817283177714
26,240.18834936182057,246.16388294429953,243.58817283177714
27,240.6583374133521,246.16388294429953,243.58817283177714
28,241.12832546488357,244.45326577592297,243.58817283177714
29,241.59831351641506,244.45326577592297,243.58817283177714
30,242.06830156794658,244.45326577592297,241.4829096738824
31,242.53828961947806,244.45326577592297,241.4829096738824
32,243.00827767100958,244.45326577592297,241.4829096738824
33,243.47826572254107,242.47692706733338,241.4829096738824
34,243.47826572254107,242.47692706733338,241.4829096738824
35,241.37300256464633,242.47692706733338,239.37764651598766
36,241.37300256464633,242.47692706733338,239.37764651598766
37,241.37300256464633,242.47692706733338,239.37764651598766
38,239.84684152208777,240.37166390943864,237.73289459763706
39,239.84684152208777,238.2664007515439,235.62763143974232
40,239.84684152208777,236.16113759364916,233.52236828184758
41,237.74157836419303,234.05587443575442,231.41710512395284
42,235.6363152062983,231.95061127785968,229.73081782879677
43,233.53105204840355,230.60052938163585,229.73081782879677
44,231.4257888905088,230.60052938163585,229.73081782879677
45,229.32052573261407,230.60052938163585,229.73081782879677
46,229.32052573261407,230.60052938163585,229.73081782879677
47,229.32052573261407,230.60052938163585,229.73081782879677
48,229.32052573261407,230.60052938163585,229.73081782879677
49,229.32052573261407,230.60052938163585,229.73081782879677
50,229.32052573261407,230.60052938163585,229.73081782879677
51,229.32052573261407,230.60052938163585,229.73081782879677
52,229.32052573261407,230.60052938163585,229.73081782879677
53,229.32052573261407,230.60052938163585,229.73081782879677
54,229.7905137841456,231.0753084936355,230.1914810599605
55,230.26050183567708,231.55008760563516,230.65214429112422
56,230.73048988720856,232.0248667176348,231.11280752228794
57,231.20047793874008,232.49964582963446,231.57347075345166
58,231.67046599027157,232.9744249416341,232.03413398461538
59,232.14045404180308,233.44920405363376,232.4947972157791
