Metric,A1S,A2S
Total_Discharge_kWh,24.255,24.91
Total_Work_kWh,24.106,24.776
N_Capped_Intervals,0,0
N_Infeasible_Windows,0,0
Missed_Work_hour,0.25,0.25
Missed_Work_Penalty_USD,500.0,500.0
