Metric,A0,A1S
Total_Discharge_kWh,25.45,23.955
Total_Work_kWh,23.951,24.157
N_Capped_Intervals,0,1
N_Infeasible_Windows,0,0
Missed_Work_hour,0.0,0.298
Missed_Work_Penalty_USD,0.0,595.8
