Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.192363601245481,Digging,Traveling,0.0,0.0,4.192363601245481,Digging,Traveling,0.0,0.0,4.192363601245481,Digging,Traveling,0.0,0.0
2,08:15,0.0,0.0,4.295223700252853,Digging,Idle,4.413014317104719,1.1032535792761797,0.0,Charging,Serving CEV,0.0,0.0,4.295223700252853,Digging,Idle,1.1032535792761797,0.0
3,08:30,7.999999999999999,1.9999999999999998,0.0,Charging,Serving CEV,0.0,1.1032535792761797,4.295223700252853,Digging,Idle,0.0,0.0,4.129264419503825,Digging,Idle,-0.89674642072382,-1.9999999999999998
4,08:45,0.0,1.9999999999999998,4.129264419503825,Digging,Idle,0.0,1.1032535792761797,4.129264419503825,Digging,Idle,0.0,0.0,4.340879410180397,Digging,Idle,-0.89674642072382,-1.9999999999999998
5,09:00,0.0,1.9999999999999998,4.340879410180397,Digging,Idle,1.1253064892077353e-12,1.103253579276461,4.340879410180397,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,-0.8967464207235387,2.220446049250313e-16
6,09:15,8.0,4.0,0.0,Charging,Serving CEV,8.0,3.103253579276461,0.0,Charging,Serving CEV,0.0,2.0,3.855810673738044,Traveling,Idle,-0.8967464207235389,-2.0
7,09:30,4.178947368421149,5.044736842105287,0.0,Charging,Serving CEV,0.0,3.103253579276461,3.855810673738044,Traveling,Idle,0.0,2.0,4.369028226865364,Digging,Idle,-1.941483262828826,-3.044736842105287
8,09:45,0.0,5.044736842105287,3.855810673738044,Traveling,Idle,4.255871793339172,4.167221527611254,0.0,Charging,Serving CEV,2.2647988542897082e-11,2.000000000005662,4.246668504549374,Digging,Idle,-0.8775153144940333,-3.044736842099625
9,10:00,0.0,5.044736842105287,2.692381049194092,Loading/Swinging,Idle,0.0,4.167221527611254,4.369028226865364,Digging,Idle,0.0,2.000000000005662,4.37718255012966,Digging,Idle,-0.8775153144940333,-3.044736842099625
10,10:15,0.0,5.044736842105287,4.369028226865364,Digging,Idle,0.0,4.167221527611254,4.246668504549374,Digging,Idle,8.0,4.000000000005662,0.0,Charging,Serving CEV,-0.8775153144940333,-1.044736842099625
