Time_Period,MCS_1_A1S_kWh,MCS_1_A2S_kWh
1,250.0,250.0
2,250.0,250.0
3,250.0,250.0
4,250.00000000000043,250.0
5,250.00000000000043,247.89473684210526
6,247.8947368421057,247.89473684210526
7,247.8947368421057,246.3105068254168
8,247.89473684210586,246.3105068254168
9,247.89473684210583,246.3105068254168
10,245.7894736842111,246.3105068254168
11,245.7894736842111,244.20524366752207
12,243.68421052631635,244.20524366752207
13,241.5789473684216,244.68920421014266
14,241.5789473684216,245.17316475276326
15,241.5789473684216,245.66248305250048
16,241.5789473684216,246.15263527608516
17,241.5789473684216,246.6501308973758
18,239.47368421052687,247.1531293064164
19,237.36842105263213,247.65747429898573
20,237.36842105263213,248.16181929155508
21,237.85321119645928,248.66616428412442
22,238.33800134028644,248.66616428412442
23,238.8227914841136,246.56090112622968
24,239.30758162794075,244.45563796833494
25,239.7923717717679,242.3503748104402
26,240.27716191559506,242.3503748104402
27,240.76417781406968,242.3503748104402
28,241.2533093451636,242.3503748104402
29,241.2533093451636,242.3503748104402
30,240.3699207737969,240.24511165254546
31,240.3699207737969,240.24511165254546
32,240.3699207737969,240.24511165254546
33,238.26465761590217,240.24511165254546
34,238.26465761590217,238.36110277891515
35,238.26465761590217,238.36110277891515
36,236.52952223940395,238.36110277891515
37,236.52952223940395,238.36110277891515
38,236.5075168948749,236.2558396210204
39,234.40225373698016,234.15057646312567
40,232.29699057908542,232.04531330523093
41,230.41449224541796,229.9400501473362
42,228.30922908752322,227.83478698944145
43,226.41384811339492,226.0397921680499
44,226.41384811339492,226.0397921680499
45,226.41384811339492,226.0397921680499
46,226.41384811339492,226.0397921680499
47,226.41384811339492,226.0397921680499
48,226.41384811339492,226.0397921680499
49,226.41384811339492,226.0397921680499
50,226.41384811339492,226.0397921680499
51,226.41384811339492,226.0397921680499
52,226.41384811339492,226.0397921680499
53,226.41384811339492,226.0397921680499
54,226.94989701990866,226.58434234604877
55,227.4859459264224,227.12889252404764
56,228.02199483293614,227.67344270204651
57,228.5580437394499,228.2179928800454
58,229.09409264596363,228.76254305804426
59,229.63014155247737,229.30709323604313
60,230.1661904589911,229.851643414042
61,230.70223936550485,230.39619359204087
62,231.2382882720186,230.94074377003975
63,231.77433717853233,231.48529394803862
64,232.31038608504608,232.0298441260375
65,232.84643499155993,232.5743943040363
66,233.3824838980738,233.11894448203518
67,233.91853280458764,233.66349466003405
68,234.4545817111015,234.20804483803292
69,234.99063061761535,234.7525950160318
70,235.5266795241292,235.29714519403066
71,236.06272843064306,235.84169537202953
72,236.59877733715692,236.3862455500284
73,237.13482624367077,236.93079572802728
74,237.67087515018463,237.47534590602615
75,238.20692405669848,238.01989608402502
76,238.74297296321234,238.5644462620239
77,239.2790218697262,239.10899644002276
78,239.81507077624005,239.65354661802164
79,240.3511196827539,240.1980967960205
80,240.88716858926776,240.74264697401938
81,241.4232174957816,241.28719715201825
82,241.95926640229547,241.83174733001712
83,242.49531530880932,242.376297508016
84,243.03136421532318,242.92084768601487
85,243.56741312183703,243.46539786401374
86,244.1034620283509,244.0099480420126
87,244.63951093486475,244.55449822001148
88,245.1755598413786,245.09904839801035
89,245.71160874789246,245.64359857600923
90,246.24765765440296,246.18814875400793
91,246.7837065609168,246.7326989320068
92,247.31975546743067,247.2772491100056
93,247.85580437394455,247.82179928800448
94,248.39185328045838,248.36634946600336
95,248.92790218697226,248.91089964400223
96,249.46395109348612,249.45544982200113
97,250.0,250.0
