Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.7809,Digging,Traveling,0.0,0.0,4.9634,Digging,Traveling,0.0,0.0,5.3659,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,5.4411,Digging,Idle,4.358842105263168,1.089710526315792,0.0,Charging,Serving CEV,0.0,0.0,4.9634,Digging,Idle,1.089710526315792,0.0
3,08:30,8.0,2.0,0.0,Charging,Serving CEV,0.0,1.089710526315792,4.8544,Digging,Idle,0.0,0.0,5.2098,Digging,Traveling,-0.910289473684208,-2.0
4,08:45,0.0,2.0,4.78,Digging,Idle,0.0,1.089710526315792,4.7843,Digging,Idle,0.0,0.0,4.78,Digging,Idle,-0.910289473684208,-2.0
5,09:00,0.0,2.0,4.4919,Digging,Idle,0.0,1.089710526315792,4.7843,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,-0.910289473684208,0.0
6,09:15,0.0,2.0,4.6176,Traveling,Idle,8.000000000000009,3.0897105263157942,0.0,Charging,Serving CEV,8.0,4.0,0.0,Charging,Serving CEV,1.0897105263157942,2.0
7,09:30,8.0,4.0,0.7188,Charging,Serving CEV,0.0,3.0897105263157942,4.7095,Traveling,Idle,0.0,4.0,5.3956,Traveling,Idle,-0.9102894736842058,0.0
8,09:45,7.999999999999972,5.999999999999993,0.0,Charging,Serving CEV,8.0,5.089710526315795,1.3131,Charging,Serving CEV,8.0,6.0,0.0,Charging,Serving CEV,-0.9102894736841982,7.105427357601002e-15
9,10:00,0.0,5.999999999999993,5.4411,Digging,Idle,0.0,5.089710526315795,4.6773,Digging,Idle,0.0,6.0,4.9634,Digging,Traveling,-0.9102894736841982,7.105427357601002e-15
10,10:15,0.0,5.999999999999993,4.7843,Digging,Idle,0.0,5.089710526315795,4.7425,Digging,Idle,0.0,6.0,4.6773,Digging,Charging (grid),-0.9102894736841982,7.105427357601002e-15
11,10:30,0.0,5.999999999999993,4.4919,Digging,Idle,0.0,5.089710526315795,4.7653,Digging,Idle,0.0,6.0,4.6773,Digging,Charging (grid),-0.9102894736841982,7.105427357601002e-15
12,10:45,8.0,7.999999999999993,0.0,Charging,Serving CEV,7.792060941828221,7.03772576177285,0.0,Charging,Serving CEV,0.0,6.0,4.7425,Digging,Charging (grid),-0.9622742382271428,-1.999999999999993
13,11:00,0.0,7.999999999999993,4.2026,Digging,Idle,0.0,7.03772576177285,3.0868,Loading/Swinging,Idle,0.0,6.0,0.0,Idle,Charging (grid),-0.9622742382271428,-1.999999999999993
14,11:15,0.0,7.999999999999993,4.6559,Traveling,Idle,0.0,7.03772576177285,4.2765,Traveling,Idle,0.0,6.0,4.7095,Traveling,Charging (grid),-0.9622742382271428,-1.999999999999993
