Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,5.3389,Digging,Traveling,0.0,0.0,5.4411,Digging,Traveling,0.0,0.0,4.8905,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,4.9634,Digging,Idle,0.0,0.0,4.5629,Digging,Idle,0.0,0.0,4.2026,Digging,Traveling,0.0,0.0
3,08:30,8.0,2.0,0.0,Charging,Serving CEV,8.0,2.0,0.1325,Charging,Serving CEV,0.0,0.0,4.78,Digging,Idle,0.0,-2.0
4,08:45,0.0,2.0,4.8277,Digging,Idle,0.0,2.0,4.7425,Digging,Idle,0.0,0.0,4.8905,Digging,Idle,0.0,-2.0
5,09:00,0.0,2.0,4.7809,Digging,Idle,0.0,2.0,4.7653,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,0.0,0.0
6,09:15,0.0,2.0,4.5721,Traveling,Idle,7.999999999999988,3.999999999999997,0.4879,Charging,Serving CEV,8.0,4.0,0.7188,Charging,Serving CEV,1.999999999999997,2.0
7,09:30,8.0,4.0,0.0,Charging,Serving CEV,0.0,3.999999999999997,4.6559,Traveling,Idle,0.0,4.0,4.6483,Traveling,Idle,-3.1086244689504383e-15,0.0
8,09:45,7.999999999999972,5.999999999999993,0.0262,Charging,Serving CEV,4.431578947373623,5.107894736843402,0.7188,Charging,Serving CEV,8.0,6.0,0.0,Charging,Serving CEV,-0.8921052631565907,7.105427357601002e-15
9,10:00,0.0,5.999999999999993,4.9351,Digging,Idle,0.0,5.107894736843402,5.1226,Digging,Idle,0.0,6.0,4.78,Digging,Traveling,-0.8921052631565907,7.105427357601002e-15
10,10:15,0.0,5.999999999999993,4.4919,Digging,Idle,0.0,5.107894736843402,5.3659,Digging,Idle,0.0,6.0,4.7843,Digging,Charging (grid),-0.8921052631565907,7.105427357601002e-15
11,10:30,0.0,5.999999999999993,4.8277,Digging,Idle,0.0,5.107894736843402,5.2098,Digging,Idle,0.0,6.0,4.5629,Digging,Charging (grid),-0.8921052631565907,7.105427357601002e-15
12,10:45,8.0,7.999999999999993,0.0,Charging,Serving CEV,0.0,5.107894736843402,4.4919,Digging,Idle,0.0,6.0,4.2026,Digging,Charging (grid),-2.8921052631565907,-1.999999999999993
13,11:00,0.0,7.999999999999993,4.7653,Digging,Idle,8.0,7.107894736843402,0.0,Charging,Serving CEV,0.0,6.0,0.0,Idle,Charging (grid),-0.8921052631565907,-1.999999999999993
14,11:15,0.0,7.999999999999993,4.5506,Traveling,Idle,0.0,7.107894736843402,4.7175,Traveling,Idle,0.0,6.0,3.7534,Traveling,Charging (grid),-0.8921052631565907,-1.999999999999993
15,11:30,0.0,7.999999999999993,5.3659,Digging,Idle,0.0,7.107894736843402,4.6773,Digging,Idle,0.0,6.0,4.2026,Digging,Charging (grid),-0.8921052631565907,-1.999999999999993
16,11:45,0.0,7.999999999999993,4.4919,Digging,Idle,0.0,7.107894736843402,4.7843,Digging,Idle,0.0,6.0,4.78,Digging,Charging (grid),-0.8921052631565907,-1.999999999999993
17,12:00,8.0,9.999999999999993,0.0,Charging,Serving CEV,7.201495844869896,8.908268698060876,0.0,Charging,Serving CEV,0.0,6.0,0.0,,Charging (grid),-1.0917313019391166,-3.999999999999993
18,12:15,8.0,11.999999999999993,0.0,Charging,Serving CEV,8.0,10.908268698060876,0.0,Charging,Serving CEV,0.0,6.0,0.0,,Charging (grid),-1.0917313019391166,-5.999999999999993
19,12:30,0.0,11.999999999999993,0.0,,Traveling,0.0,10.908268698060876,0.0,,Traveling,0.0,6.0,0.0,,Charging (grid),-1.0917313019391166,-5.999999999999993
20,12:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.908268698060876,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-1.0917313019391166,-5.999999999999993
21,13:00,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.908268698060876,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-1.0917313019391166,-5.999999999999993
22,13:15,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.908268698060876,0.0,,Charging (grid),0.0,6.0,0.0,,Traveling,-1.0917313019391166,-5.999999999999993
23,13:30,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.908268698060876,0.0,,Charging (grid),8.0,8.0,0.0,Charging,Serving CEV,-1.0917313019391166,-3.999999999999993
24,13:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.908268698060876,0.0,,Charging (grid),8.0,10.0,0.0,Charging,Serving CEV,-1.0917313019391166,-1.999999999999993
25,14:00,0.0,11.999999999999993,5.3659,Digging,Charging (grid),0.0,10.908268698060876,3.203,Loading/Swinging,Charging (grid),0.0,10.0,5.8726,Loading/Swinging,Idle,-1.0917313019391166,-1.999999999999993
26,14:15,0.0,11.999999999999993,5.4411,Digging,Charging (grid),0.0,10.908268698060876,2.6102,Loading/Swinging,Charging (grid),0.0,10.0,3.4832,Digging,Idle,-1.0917313019391166,-1.999999999999993
27,14:30,0.0,11.999999999999993,4.4502,Traveling,Charging (grid),0.0,10.908268698060876,4.5726,Traveling,Charging (grid),0.0,10.0,4.6483,Traveling,Idle,-1.0917313019391166,-1.999999999999993
28,14:45,0.0,11.999999999999993,3.2655,Loading/Swinging,Charging (grid),0.0,10.908268698060876,3.7992,Loading/Swinging,Charging (grid),0.0,10.0,2.4016,Loading/Swinging,Idle,-1.0917313019391166,-1.999999999999993
29,15:00,0.0,11.999999999999993,0.0262,Idle,Charging (grid),0.0,10.908268698060876,0.0,Idle,Charging (grid),8.0,12.0,1.3131,Charging,Serving CEV,-1.0917313019391166,7.105427357601002e-15
30,15:15,0.0,11.999999999999993,4.3319,Loading/Swinging,Charging (grid),0.0,10.908268698060876,4.8544,Digging,Charging (grid),0.0,12.0,2.9596,Loading/Swinging,Idle,-1.0917313019391166,7.105427357601002e-15
31,15:30,0.0,11.999999999999993,3.1344,Loading/Swinging,Charging (grid),0.0,10.908268698060876,2.9903,Loading/Swinging,Charging (grid),0.0,12.0,4.2582,Digging,Idle,-1.0917313019391166,7.105427357601002e-15
32,15:45,0.0,11.999999999999993,2.5796,Loading/Swinging,Charging (grid),0.0,10.908268698060876,2.2047,Loading/Swinging,Charging (grid),0.5493282208681344,12.137332055217033,1.3131,Charging,Serving CEV,-1.0917313019391166,0.1373320552170405
33,16:00,0.0,11.999999999999993,4.6483,Traveling,Traveling,0.0,10.908268698060876,4.617,Traveling,Traveling,0.0,12.137332055217033,3.2655,Loading/Swinging,Idle,-1.0917313019391166,0.1373320552170405
34,16:15,8.0,13.999999999999993,0.0,Charging,Serving CEV,7.837500218691045,12.867643752733638,0.0264,Charging,Serving CEV,0.0,12.137332055217033,4.617,Traveling,Idle,-1.1323562472663546,-1.8626679447829595
35,16:30,0.0,13.999999999999993,5.8726,Loading/Swinging,Idle,0.0,12.867643752733638,5.3659,Digging,Idle,0.0,12.137332055217033,2.9596,Loading/Swinging,Idle,-1.1323562472663546,-1.8626679447829595
36,16:45,0.0,13.999999999999993,2.4555,Loading/Swinging,Idle,0.0,12.867643752733638,2.4016,Loading/Swinging,Idle,0.0,12.137332055217033,2.2701,Loading/Swinging,Idle,-1.1323562472663546,-1.8626679447829595
37,17:00,5.799411961722543,15.449852990430628,0.0,Charging,Serving CEV,7.422026304279436,14.723150328803497,0.0,Charging,Serving CEV,8.0,14.137332055217033,0.0,Charging,Serving CEV,-0.7267026616271313,-1.3125209352135947
38,17:15,0.0,15.449852990430628,0.0,,Idle,8.0,16.7231503288035,0.0,Charging,Serving CEV,8.0,16.137332055217033,0.0,Charging,Serving CEV,1.2732973383728705,0.6874790647864053
39,17:30,0.0,15.449852990430628,0.0,,Idle,8.0,18.7231503288035,0.0,Charging,Serving CEV,8.0,18.137332055217033,0.0,Charging,Serving CEV,3.2732973383728705,2.6874790647864053
40,17:45,8.0,17.449852990430628,0.0,Charging,Serving CEV,6.767261773458973,20.41496577216824,0.0,Charging,Serving CEV,8.0,20.137332055217033,0.0,Charging,Serving CEV,2.965112781737613,2.6874790647864053
41,18:00,8.0,19.449852990430628,0.0,Charging,Serving CEV,8.0,22.41496577216824,0.0,Charging,Serving CEV,8.0,22.137332055217033,0.0,Charging,Serving CEV,2.965112781737613,2.6874790647864053
42,18:15,8.0,21.449852990430628,0.0,Charging,Serving CEV,7.222775696133742,24.220659696201675,0.0,Charging,Serving CEV,6.32533871487567,23.71866673393595,0.0,Charging,Serving CEV,2.7708067057710473,2.268813743505323
43,18:30,8.0,23.449852990430628,0.0,Charging,Serving CEV,0.0,24.220659696201675,0.0,,Traveling,0.0,23.71866673393595,0.0,,Idle,0.7708067057710473,0.26881374350532283
44,18:45,8.0,25.449852990430628,0.0,Charging,Serving CEV,0.0,24.220659696201675,0.0,,Idle,0.0,23.71866673393595,0.0,,Traveling,-1.2291932942289527,-1.7311862564946772
45,19:00,0.0,25.449852990430628,0.0,,Idle,0.0,24.220659696201675,0.0,,Idle,0.0,23.71866673393595,0.0,,Idle,-1.2291932942289527,-1.7311862564946772
46,19:15,0.0,25.449852990430628,0.0,,Traveling,0.0,24.220659696201675,0.0,,Idle,0.0,23.71866673393595,0.0,,Idle,-1.2291932942289527,-1.7311862564946772
47,19:30,0.0,25.449852990430628,0.0,,Idle,0.0,24.220659696201675,0.0,,Idle,0.0,23.71866673393595,0.0,,Idle,-1.2291932942289527,-1.7311862564946772
48,19:45,0.0,25.449852990430628,0.0,,Idle,0.0,24.220659696201675,0.0,,Idle,0.0,23.71866673393595,0.0,,Idle,-1.2291932942289527,-1.7311862564946772
49,20:00,0.0,25.449852990430628,0.0,,Idle,0.0,24.220659696201675,0.0,,Idle,0.0,23.71866673393595,0.0,,Idle,-1.2291932942289527,-1.7311862564946772
50,20:15,0.0,25.449852990430628,0.0,,Idle,0.0,24.220659696201675,0.0,,Idle,0.0,23.71866673393595,0.0,,Idle,-1.2291932942289527,-1.7311862564946772
