mode,approach,total_energy_kWh,total_cost_USD,total_co2_kg,nc_peak_kW,op_peak_kW,missed_h,shortfall_kWh
normal,A0,27.788890508820597,8.972886487979695,6.639648274932646,1.950097579566366,-0.0,0.0,0.0
normal,A1S,26.368314815748143,8.460204061129485,6.249469878284585,1.9099368663431677,0.0,0.0,0.0
normal,A2S,26.346903395164478,8.067647991801705,6.488539110312262,1.8906447708958547,0.0,0.0,0.0
