Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.9634,Digging,Traveling,0.0,0.0,4.7425,Digging,Traveling,0.0,0.0,3.4832,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,5.3659,Digging,Idle,0.0,0.0,4.2907,Digging,Idle,0.0,0.0,3.4832,Digging,Traveling,0.0,0.0
3,08:30,8.0,2.0,0.061,Charging,Serving CEV,0.0,0.0,4.7843,Digging,Idle,0.0,0.0,5.3389,Digging,Idle,-2.0,-2.0
4,08:45,0.0,2.0,4.8544,Digging,Idle,8.0,2.0,0.5059,Charging,Serving CEV,8.0,2.0,0.0,Charging,Serving CEV,0.0,0.0
5,09:00,0.0,2.0,5.3659,Digging,Idle,0.0,2.0,4.7425,Digging,Idle,0.0,2.0,4.7843,Digging,Idle,0.0,0.0
6,09:15,0.0,2.0,4.6483,Traveling,Idle,0.0,2.0,6.1076,Traveling,Idle,8.0,4.0,0.0,Charging,Serving CEV,0.0,2.0
7,09:30,8.0,4.0,0.7188,Charging,Serving CEV,0.0,2.0,3.4832,Digging,Idle,0.0,4.0,4.5726,Traveling,Idle,-2.0,0.0
8,09:45,7.999999999999972,5.999999999999993,0.5059,Charging,Serving CEV,8.0,4.0,0.2629,Charging,Serving CEV,0.0,4.0,4.8277,Digging,Idle,-1.999999999999993,-1.999999999999993
9,10:00,0.0,5.999999999999993,4.4919,Digging,Idle,0.0,4.0,4.7809,Digging,Idle,0.0,4.0,5.3659,Digging,Idle,-1.999999999999993,-1.999999999999993
10,10:15,0.0,5.999999999999993,4.8544,Digging,Idle,3.7235789473677556,4.930894736841939,0.0,Charging,Serving CEV,8.0,6.0,0.0,Charging,Serving CEV,-1.069105263158054,7.105427357601002e-15
11,10:30,0.0,5.999999999999993,4.7653,Digging,Idle,0.0,4.930894736841939,4.2582,Digging,Idle,0.0,6.0,5.2098,Digging,Idle,-1.069105263158054,7.105427357601002e-15
12,10:45,8.0,7.999999999999993,0.0,Charging,Serving CEV,8.0,6.930894736841939,0.2481,Charging,Serving CEV,8.0,8.0,0.4879,Charging,Serving CEV,-1.069105263158054,7.105427357601002e-15
13,11:00,0.0,7.999999999999993,5.3659,Digging,Idle,0.0,6.930894736841939,4.2582,Digging,Idle,0.0,8.0,5.4411,Digging,Traveling,-1.069105263158054,7.105427357601002e-15
14,11:15,0.0,7.999999999999993,4.4502,Traveling,Idle,0.0,6.930894736841939,4.7305,Traveling,Idle,0.0,8.0,4.5117,Traveling,Charging (grid),-1.069105263158054,7.105427357601002e-15
15,11:30,0.0,7.999999999999993,4.8905,Digging,Idle,0.0,6.930894736841939,4.8905,Digging,Idle,0.0,8.0,4.6773,Digging,Charging (grid),-1.069105263158054,7.105427357601002e-15
16,11:45,0.0,7.999999999999993,4.2582,Digging,Idle,0.0,6.930894736841939,4.8544,Digging,Idle,0.0,8.0,4.7425,Digging,Charging (grid),-1.069105263158054,7.105427357601002e-15
17,12:00,8.0,9.999999999999993,0.0,Charging,Serving CEV,6.709074792244469,8.608163434903057,0.0,Charging,Serving CEV,0.0,8.0,0.0,,Charging (grid),-1.391836565096936,-1.999999999999993
18,12:15,8.0,11.999999999999993,0.0,Charging,Serving CEV,7.646890800406525,10.519886135004688,0.0,Charging,Serving CEV,0.0,8.0,0.0,,Charging (grid),-1.480113864995305,-3.999999999999993
19,12:30,0.0,11.999999999999993,0.0,,Traveling,0.0,10.519886135004688,0.0,,Traveling,0.0,8.0,0.0,,Charging (grid),-1.480113864995305,-3.999999999999993
20,12:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.519886135004688,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-1.480113864995305,-3.999999999999993
21,13:00,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.519886135004688,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-1.480113864995305,-3.999999999999993
22,13:15,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.519886135004688,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-1.480113864995305,-3.999999999999993
23,13:30,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.519886135004688,0.0,,Charging (grid),0.0,8.0,0.0,,Traveling,-1.480113864995305,-3.999999999999993
24,13:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,10.519886135004688,0.0,,Charging (grid),8.0,10.0,0.0,Charging,Serving CEV,-1.480113864995305,-1.999999999999993
25,14:00,0.0,11.999999999999993,4.6773,Digging,Charging (grid),0.0,10.519886135004688,3.4832,Digging,Charging (grid),0.0,10.0,4.7653,Digging,Idle,-1.480113864995305,-1.999999999999993
26,14:15,0.0,11.999999999999993,5.1226,Digging,Charging (grid),0.0,10.519886135004688,4.4919,Digging,Charging (grid),0.0,10.0,2.4555,Loading/Swinging,Idle,-1.480113864995305,-1.999999999999993
27,14:30,0.0,11.999999999999993,4.6559,Traveling,Charging (grid),0.0,10.519886135004688,5.0591,Traveling,Charging (grid),0.0,10.0,4.7746,Traveling,Idle,-1.480113864995305,-1.999999999999993
28,14:45,0.0,11.999999999999993,3.4034,Loading/Swinging,Charging (grid),0.0,10.519886135004688,2.4016,Loading/Swinging,Charging (grid),0.0,10.0,3.7658,Loading/Swinging,Idle,-1.480113864995305,-1.999999999999993
29,15:00,0.0,11.999999999999993,0.0,Idle,Charging (grid),0.0,10.519886135004688,0.0,Idle,Charging (grid),2.5973173805498986,10.649329345137474,1.3131,Charging,Serving CEV,-1.480113864995305,-1.350670654862519
30,15:15,0.0,11.999999999999993,2.4555,Loading/Swinging,Charging (grid),0.0,10.519886135004688,2.2047,Loading/Swinging,Charging (grid),0.0,10.649329345137474,3.9497,Loading/Swinging,Idle,-1.480113864995305,-1.350670654862519
31,15:30,0.0,11.999999999999993,3.2655,Loading/Swinging,Charging (grid),0.0,10.519886135004688,3.7658,Loading/Swinging,Charging (grid),0.0,10.649329345137474,2.9596,Loading/Swinging,Idle,-1.480113864995305,-1.350670654862519
