Time_Period,MCS_1_approach0_kWh,MCS_1_shrinking_kWh,MCS_1_receding_kWh
1,250.0,250.0,250.0
2,250.0,247.5,247.5
3,250.0,247.5,247.5
4,250.0,247.5,247.5
5,250.0,247.5,247.5
6,250.0,245.39473684210526,245.39473684210526
7,250.0,245.39473684210526,245.39473684210526
8,250.0,245.39473684210526,245.39473684210526
9,250.0,245.39473684210526,245.39473684210526
10,250.0,245.39473684210526,245.39473684210526
11,250.0,244.77696669472792,243.28947368421052
12,250.0,244.77696669472792,243.28947368421055
13,250.0,244.77696669472792,243.28947368421055
14,250.0,244.77696669472792,243.28947368421055
15,247.5,244.77696669472792,243.28947368421055
16,245.39473684210526,244.05442105919275,243.28947368421055
17,245.39473684210526,244.05442105919278,243.28947368421055
18,243.28947368421055,244.05442105919278,243.28947368421055
19,241.1842105263158,244.05442105919278,243.28947368421055
20,239.0789473684211,241.94915790129804,241.1842105263158
21,236.97368421052636,239.8438947434033,239.07894736842107
22,234.86842105263165,238.39352391757924,237.9645725806989
23,234.13442105263164,236.2882607596845,235.85930942280416
24,234.13442105263164,234.18299760178976,233.75404626490942
25,234.13442105263164,232.07773444389503,231.64878310701468
26,234.13442105263164,232.07773444389503,231.64878310701468
27,234.13442105263164,232.07773444389503,231.64878310701468
28,232.0291578947369,232.07773444389503,231.64878310701468
29,232.02915789473693,232.07773444389503,231.64878310701468
30,232.02915789473693,232.07773444389503,229.54351994911994
31,232.02915789473693,229.97247128600029,229.54351994911994
32,232.02915789473693,229.97247128600029,229.54351994911994
33,229.9238947368422,229.97247128600029,229.54351994911994
34,229.9238947368422,227.86720812810555,229.54351994911994
35,229.9238947368422,227.86720812810557,227.4382567912252
36,229.92389473684216,227.86720812810557,225.3329936333305
37,229.92389473684216,227.86720812810557,225.3329936333305
38,227.81863157894742,225.76194497021083,223.22773047543575
39,225.7133684210527,223.6566818123161,222.2410735051625
40,223.60810526315797,222.2410735051625,219.7410735051625
41,222.43147368421063,219.7410735051625,219.7410735051625
42,219.93147368421063,219.7410735051625,219.7410735051625
43,219.93147368421063,219.7410735051625,219.7410735051625
44,219.93147368421063,219.7410735051625,219.7410735051625
45,219.93147368421063,219.7410735051625,219.7410735051625
46,219.93147368421063,219.7410735051625,219.7410735051625
47,219.93147368421063,219.7410735051625,219.7410735051625
48,219.93147368421063,219.7410735051625,219.7410735051625
49,219.93147368421063,219.7410735051625,219.7410735051625
50,219.93147368421063,219.7410735051625,219.7410735051625
51,219.93147368421063,219.7410735051625,219.7410735051625
52,219.93147368421063,219.7410735051625,219.7410735051625
53,219.93147368421063,219.7410735051625,219.7410735051625
54,220.61484928229675,220.42877638004515,220.42877638004515
55,221.29822488038286,221.1164792549278,221.1164792549278
56,221.98160047846898,221.80418212981047,221.80418212981047
57,222.6649760765551,222.49188500469316,222.49188500469316
58,223.3483516746412,223.17958787957582,223.17958787957582
59,224.03172727272732,223.86729075445848,223.86729075445848
60,224.71510287081344,224.55499362934114,224.55499362934114
61,225.39847846889955,225.24269650422383,225.24269650422383
62,226.08185406698567,225.9303993791065,225.9303993791065
63,226.7652296650718,226.61810225398915,226.61810225398915
64,227.4486052631579,227.3058051288718,227.3058051288718
65,228.13198086124402,227.99350800375467,227.99350800375456
66,228.81535645933013,228.6812108786375,228.68121087863727
67,229.49873205741625,229.36891375352036,229.36891375352
68,230.18210765550236,230.0566166284032,230.05661662840274
69,230.86548325358848,230.74431950328605,230.74431950328545
70,231.5488588516746,231.43202237816888,231.43202237816817
71,232.2322344497607,232.11972525305174,232.11972525305092
72,232.91561004784683,232.80742812793457,232.80742812793363
73,233.59898564593294,233.49513100281743,233.49513100281635
74,234.28236124401906,234.18283387770026,234.1828338776991
75,234.96573684210517,234.87053675258312,234.8705367525818
76,235.6491124401913,235.55823962746595,235.55823962746453
77,236.3324880382774,236.2459425023488,236.24594250234728
78,237.01586363636352,236.93364537723164,236.93364537723
79,237.69923923444964,237.6213482521145,237.6213482521127
80,238.38261483253575,238.30905112699733,238.30905112699546
81,239.06599043062187,238.9967540018802,238.99675400187817
82,239.74936602870798,239.68445687676302,239.6844568767609
83,240.4327416267941,240.37215975164588,240.37215975164364
84,241.1161172248802,241.0598626265287,241.05986262652635
85,241.79949282296633,241.74756550141157,241.74756550140907
86,242.48286842105244,242.4352683762944,242.43526837629182
87,243.16624401913856,243.12297125117726,243.12297125117453
88,243.84961961722468,243.8106741260601,243.81067412605725
89,244.5329952153108,244.49837700094295,244.49837700094
90,245.2163708133969,245.18607987582007,245.1860798758209
91,245.89974641148302,245.87378275070293,245.8737827507036
92,246.58312200956914,246.56148562558576,246.56148562558633
93,247.26649760765525,247.24918850046862,247.24918850046907
94,247.94987320574137,247.93689137535145,247.9368913753518
95,248.63324880382748,248.6245942502343,248.62459425023454
96,249.31662440191386,249.31229712511714,249.31229712511725
97,250.0,250.0,250.0
