Time_Period,Clock,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A2R_minus_A1R_cum_kWh
1,08:00,0.0,0.0,4.764336498431121,Digging,Traveling,0.0,0.0,4.764336498431121,Digging,Idle,0.0
2,08:15,5.015091050979354,1.2537727627448385,0.0,Charging,Serving CEV,0.0,0.0,3.0489857920151766,Loading/Swinging,Idle,-1.2537727627448385
3,08:30,0.0,1.2537727627448385,4.989984663182659,Digging,Idle,0.0,0.0,4.989984663182659,Digging,Traveling,-1.2537727627448385
4,08:45,-4.7666603599609987e-14,1.2537727627448265,4.6363591868503535,Digging,Idle,0.0,0.0,4.6363591868503535,Digging,Idle,-1.2537727627448265
5,09:00,8.0,3.2537727627448265,0.0,Charging,Serving CEV,0.0,0.0,0.0,Idle,Traveling,-3.2537727627448265
6,09:15,0.0,3.2537727627448265,4.517112418656664,Digging,Idle,0.0,0.0,5.137897960482434,Traveling,Idle,-3.2537727627448265
7,09:30,0.0,3.2537727627448265,5.137897960482434,Traveling,Idle,0.0,0.0,4.517112418656664,Digging,Traveling,-3.2537727627448265
8,09:45,8.0,5.253772762744827,0.0,Charging,Serving CEV,8.0,2.0,0.0,Charging,Serving CEV,-3.253772762744827
9,10:00,0.0,5.253772762744827,4.336638499868317,Digging,Idle,0.0,2.0,4.336638499868317,Digging,Idle,-3.253772762744827
10,10:15,0.0,5.253772762744827,5.008074212365046,Digging,Idle,0.0,2.0,5.008074212365046,Digging,Idle,-3.253772762744827
11,10:30,0.0,5.253772762744827,4.9644221838317835,Digging,Idle,0.0,2.0,4.9644221838317835,Digging,Idle,-3.253772762744827
12,10:45,6.563041184460322,6.894533058859907,0.0,Charging,Serving CEV,7.999999999999999,4.0,0.0,Charging,Serving CEV,-2.894533058859907
13,11:00,0.0,6.894533058859907,4.778902569832251,Digging,Idle,0.0,4.0,4.4927734972254285,Traveling,Idle,-2.894533058859907
14,11:15,0.0,6.894533058859907,4.4927734972254285,Traveling,Idle,0.0,4.0,3.10878482887631,Loading/Swinging,Idle,-2.894533058859907
15,11:30,0.0,6.894533058859907,4.845273315283702,Digging,Idle,0.0,4.0,4.778902569832251,Digging,Idle,-2.894533058859907
16,11:45,0.0,6.894533058859907,4.6622272316452165,Digging,Idle,8.0,6.0,0.0,Charging,Serving CEV,-0.8945330588599072
17,12:00,8.0,8.894533058859906,0.0,Charging,Serving CEV,8.0,8.0,0.0,Charging,Serving CEV,-0.8945330588599063
18,12:15,7.999999999999423,10.894533058859762,0.0,Charging,Serving CEV,7.079574206295471,9.769893551573867,0.0,Charging,Serving CEV,-1.1246395072858952
19,12:30,0.0,10.894533058859762,0.0,Idle,Traveling,6.280178492262426,11.339938174639475,0.0,Charging,Serving CEV,0.4454051157797121
20,12:45,0.0,10.894533058859762,0.0,Idle,Charging (grid),0.0,11.339938174639475,0.0,Idle,Traveling,0.4454051157797121
21,13:00,0.0,10.894533058859762,0.0,Idle,Charging (grid),0.0,11.339938174639475,0.0,Idle,Charging (grid),0.4454051157797121
22,13:15,0.0,10.894533058859762,0.0,Idle,Charging (grid),0.0,11.339938174639475,0.0,Idle,Charging (grid),0.4454051157797121
23,13:30,0.0,10.894533058859762,0.0,Idle,Charging (grid),0.0,11.339938174639475,0.0,Idle,Charging (grid),0.4454051157797121
24,13:45,0.0,10.894533058859762,0.0,Idle,Charging (grid),0.0,11.339938174639475,0.0,Idle,Charging (grid),0.4454051157797121
25,14:00,0.0,10.894533058859762,3.0489857920151766,Loading/Swinging,Charging (grid),0.0,11.339938174639475,4.845273315283702,Digging,Charging (grid),0.4454051157797121
26,14:15,0.0,10.894533058859762,3.10878482887631,Loading/Swinging,Charging (grid),0.0,11.339938174639475,4.6622272316452165,Digging,Charging (grid),0.4454051157797121
27,14:30,0.0,10.894533058859762,4.749989717804096,Traveling,Charging (grid),0.0,11.339938174639475,4.749989717804096,Traveling,Charging (grid),0.4454051157797121
28,14:45,0.0,10.894533058859762,3.091936889713172,Loading/Swinging,Charging (grid),0.0,11.339938174639475,3.091936889713172,Loading/Swinging,Charging (grid),0.4454051157797121
29,15:00,0.0,10.894533058859762,0.0,Idle,Charging (grid),0.0,11.339938174639475,0.0,Idle,Charging (grid),0.4454051157797121
30,15:15,0.0,10.894533058859762,3.178041707501309,Loading/Swinging,Charging (grid),0.0,11.339938174639475,3.178041707501309,Loading/Swinging,Charging (grid),0.4454051157797121
31,15:30,0.0,10.894533058859762,3.5703346457907466,Loading/Swinging,Charging (grid),0.0,11.339938174639475,4.872525412844321,Digging,Charging (grid),0.4454051157797121
32,15:45,0.0,10.894533058859762,3.293469348992297,Loading/Swinging,Charging (grid),0.0,11.339938174639475,5.2254933443060985,Digging,Charging (grid),0.4454051157797121
33,16:00,0.0,10.894533058859762,4.763406214464165,Traveling,Traveling,0.0,11.339938174639475,4.763406214464165,Traveling,Traveling,0.4454051157797121
34,16:15,6.943761789390978,12.630473506207506,0.0,Charging,Serving CEV,8.0,13.339938174639475,0.0,Charging,Serving CEV,0.7094646684319681
35,16:30,0.0,12.630473506207506,4.872525412844321,Digging,Idle,0.0,13.339938174639475,3.5703346457907466,Loading/Swinging,Idle,0.7094646684319681
36,16:45,0.0,12.630473506207506,5.2254933443060985,Digging,Idle,0.0,13.339938174639475,3.293469348992297,Loading/Swinging,Idle,0.7094646684319681
37,17:00,0.1745585975588127,12.67411315559721,0.0,Charging,Serving CEV,8.0,15.339938174639475,0.0,Charging,Serving CEV,2.6658250190422645
38,17:15,7.990812705391644,14.67181633194512,0.0,Charging,Serving CEV,8.0,17.339938174639475,0.0,Charging,Serving CEV,2.6681218426943545
39,17:30,7.579430910242548,16.566674059505758,0.0,Charging,Serving CEV,8.0,19.339938174639475,0.0,Charging,Serving CEV,2.773264115133717
40,17:45,7.601082583671443,18.466944705423618,0.0,Charging,Serving CEV,8.0,21.339938174639475,0.0,Charging,Serving CEV,2.8729934692158565
41,18:00,7.59994302191203,20.366930460901624,0.0,Charging,Serving CEV,8.0,23.339938174639475,0.0,Charging,Serving CEV,2.97300771373785
42,18:15,8.0,22.366930460901624,0.0,Charging,Serving CEV,2.8181236225313455,24.04446908027231,0.0,Charging,Serving CEV,1.6775386193706865
43,18:30,7.178950367267784,24.16166805271857,0.0,Charging,Serving CEV,0.0,24.04446908027231,0.0,Idle,Traveling,-0.11719897244626054
44,18:45,0.0,24.16166805271857,0.0,Idle,Traveling,0.0,24.04446908027231,0.0,Idle,Idle,-0.11719897244626054
45,19:00,0.0,24.16166805271857,0.0,Idle,Idle,0.0,24.04446908027231,0.0,Idle,Idle,-0.11719897244626054
46,19:15,0.0,24.16166805271857,0.0,Idle,Idle,0.0,24.04446908027231,0.0,Idle,Idle,-0.11719897244626054
47,19:30,0.0,24.16166805271857,0.0,Idle,Idle,0.0,24.04446908027231,0.0,Idle,Idle,-0.11719897244626054
48,19:45,0.0,24.16166805271857,0.0,Idle,Idle,0.0,24.04446908027231,0.0,Idle,Idle,-0.11719897244626054
49,20:00,0.0,24.16166805271857,0.0,Idle,Idle,0.0,24.04446908027231,0.0,Idle,Idle,-0.11719897244626054
50,20:15,0.0,24.16166805271857,0.0,Idle,Idle,0.0,24.04446908027231,0.0,Idle,Idle,-0.11719897244626054
51,20:30,0.0,24.16166805271857,0.0,Idle,Idle,0.0,24.04446908027231,0.0,Idle,Idle,-0.11719897244626054
52,20:45,0.0,24.16166805271857,0.0,Idle,Idle,0.0,24.04446908027231,0.0,Idle,Idle,-0.11719897244626054
53,21:00,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
54,21:15,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
55,21:30,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
56,21:45,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
57,22:00,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
58,22:15,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
59,22:30,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
60,22:45,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
61,23:00,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
62,23:15,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
63,23:30,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
64,23:45,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
65,00:00,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
66,00:15,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
67,00:30,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
68,00:45,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
69,01:00,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
70,01:15,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
71,01:30,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
72,01:45,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
73,02:00,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
74,02:15,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
75,02:30,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
76,02:45,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
77,03:00,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
78,03:15,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
79,03:30,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
