Time_Period,Clock,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A2R_minus_A1R_cum_kWh
80,03:45,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
81,04:00,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
82,04:15,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
83,04:30,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
84,04:45,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
85,05:00,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
86,05:15,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
87,05:30,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
88,05:45,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
89,06:00,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
90,06:15,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
91,06:30,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
92,06:45,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
93,07:00,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
94,07:15,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
95,07:30,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
96,07:45,0.0,24.16166805271857,0.0,Idle,Charging (grid),0.0,24.04446908027231,0.0,Idle,Charging (grid),-0.11719897244626054
