Time_Period,MCS_1_A1R_kWh,MCS_1_A2R_kWh
1,250.0,250.0
2,250.0,250.0
3,248.78241502748344,250.0
4,248.78241502748344,250.0
5,248.78241502748344,250.0
6,246.6771518695887,250.0
7,246.6771518695887,250.0
8,244.57188871169396,250.0
9,244.57188871169396,250.0
10,244.57188871169396,250.0
11,244.57188871169396,250.0
12,244.57188871169396,247.95346396037982
13,242.46662555379922,247.95346396037982
14,242.46662555379922,247.95346396037982
15,242.46662555379922,245.84820080248508
16,242.46662555379922,245.84820080248508
17,242.46662555379922,245.84820080248508
18,241.06668122123108,243.74293764459034
19,238.96141806333634,241.6376744866956
20,236.8561549054416,240.60719754579316
21,236.8561549054416,238.50193438789842
22,237.34875132099447,237.35155280592812
23,237.84134773654733,236.37407779363292
24,238.3339441521002,236.37407779363292
25,238.82654056765307,236.37407779363292
26,239.31913698320594,236.37407779363292
27,239.81386314502768,236.37407779363292
28,240.31080831823525,236.37407779363292
29,240.81224184498967,236.37407779363292
30,241.31585058442732,234.26881463573818
31,241.81945932386498,234.26881463573818
32,242.32651902875423,234.26881463573818
33,242.8335787336435,234.26881463573818
34,242.8335787336435,234.26881463573818
35,241.17432473946891,233.9216958645622
36,239.1563907391623,233.9216958645622
37,239.1563907391623,233.9216958645622
38,239.13755272077896,231.81643270666746
39,237.03328103753597,231.73034629608472
40,235.03876902086455,229.62508313818998
41,233.03848017963674,227.51981998029524
42,230.933217021742,225.4145568224005
43,229.0440355480116,223.30929366450576
44,229.0440355480116,221.6517746667248
45,229.0440355480116,221.6517746667248
46,229.0440355480116,221.6517746667248
47,229.0440355480116,221.6517746667248
48,229.0440355480116,221.6517746667248
49,229.0440355480116,221.6517746667248
50,229.0440355480116,221.6517746667248
51,229.0440355480116,221.6517746667248
52,229.0440355480116,221.6517746667248
53,229.0440355480116,221.6517746667248
54,229.55109525290086,222.29605251520834
55,230.05815495779012,222.94033036369188
56,230.56521466267938,223.58460821217543
57,231.07227436756864,224.22888606065897
58,231.5793340724579,224.8731639091425
59,232.08639377734715,225.51744175762605
60,232.5934534822364,226.16171960610959
61,233.10051318712567,226.80599745459313
62,233.10051318712567,227.45027530307667
63,233.60757289201493,228.0945531515602
64,233.7740894435434,228.73883100004375
65,233.7740894435434,229.38310884852714
66,234.28114914843266,230.02738669701068
67,234.78820885332192,230.67166454549422
68,235.29526855821118,231.31594239397776
69,235.80232826310043,231.9602202424613
70,236.3093879679897,232.60449809094484
71,236.81644767287895,233.24877593942838
72,237.3235073777682,233.89305378791192
73,237.83056708265747,234.53733163639546
74,238.33762678754672,235.181609484879
75,238.84468649243598,235.82588733336254
76,239.35174619732524,236.47016518184608
77,239.8588059022145,237.11444303032962
78,240.36586560710376,237.75872087881316
79,240.87292531199301,238.4029987272967
80,241.37998501688227,239.04727657578024
81,241.88704472177153,239.69155442426378
82,242.3941044266608,240.33583227274733
83,242.90116413155005,240.98011012123087
84,243.4082238364393,241.6243879697144
85,243.91528354132856,242.26866581819795
86,244.42234324621782,242.91294366668149
87,244.92940295110708,243.55722151516503
88,245.43646265599634,244.20149936364857
89,245.9435223608856,244.8457772121321
90,246.4505820657751,245.4900550606153
91,246.95764177066286,246.13433290909884
92,247.46470147555237,246.77861075758233
93,247.97176118044192,247.42288860606587
94,248.4788208853314,248.0671664545494
95,248.98588059022094,248.71144430303292
96,249.49294029511046,249.35572215151646
97,250.0,250.0
