Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A2R_minus_A0_cum_kWh
30,15:15,0.0,11.261184210525762,3.550707585561845,Loading/Swinging,Idle,0.0,14.944626096048728,3.5591315551434137,Loading/Swinging,Idle,3.6834418855229654
31,15:30,0.0,11.261184210525762,3.5591315551434137,Loading/Swinging,Idle,0.0,14.944626096048728,3.5355208537506546,Loading/Swinging,Idle,3.6834418855229654
32,15:45,0.0,11.261184210525762,3.5355208537506546,Loading/Swinging,Idle,0.0,14.944626096048728,5.420396672153049,Digging,Idle,3.6834418855229654
33,16:00,8.0,13.261184210525762,0.0,Charging,Serving CEV,0.0,14.944626096048728,5.510753107232082,Traveling,Idle,1.6834418855229654
34,16:15,0.0,13.261184210525762,5.510753107232082,Traveling,Idle,1.3190513304687326,15.27438892866591,0.0,Charging,Serving CEV,2.0132047181401482
35,16:30,0.0,13.261184210525762,3.7316673228953734,Loading/Swinging,Idle,0.0,15.27438892866591,3.7316673228953734,Loading/Swinging,Idle,2.0132047181401482
36,16:45,0.0,13.261184210525762,3.5932346744961485,Loading/Swinging,Idle,0.0,15.27438892866591,3.5932346744961485,Loading/Swinging,Idle,2.0132047181401482
37,17:00,8.0,15.261184210525762,0.0,Charging,Serving CEV,8.0,17.27438892866591,0.0,Charging,Serving CEV,2.0132047181401482
38,17:15,8.0,17.261184210525762,0.0,Charging,Serving CEV,0.3271283602143994,17.35617101871951,0.0,Charging,Serving CEV,0.09498680819374883
39,17:30,8.0,19.261184210525762,0.0,Charging,Serving CEV,8.0,19.35617101871951,0.0,Charging,Serving CEV,0.09498680819374883
40,17:45,0.0,19.261184210525762,0.0,Idle,Idle,8.0,21.35617101871951,0.0,Charging,Serving CEV,2.094986808193749
41,18:00,8.0,21.261184210525762,0.0,Charging,Serving CEV,8.0,23.35617101871951,0.0,Charging,Serving CEV,2.094986808193749
42,18:15,8.0,23.261184210525762,0.0,Charging,Serving CEV,8.0,25.35617101871951,0.0,Charging,Serving CEV,2.094986808193749
43,18:30,0.0,23.261184210525762,0.0,Idle,Idle,6.298572191567668,26.93081406661143,0.0,Charging,Serving CEV,3.669629856085667
44,18:45,7.273157894739047,25.079473684210523,0.0,Charging,Serving CEV,0.0,26.93081406661143,0.0,Idle,Traveling,1.851340382400906
45,19:00,0.0,25.079473684210523,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Idle,1.851340382400906
46,19:15,0.0,25.079473684210523,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Idle,1.851340382400906
47,19:30,0.0,25.079473684210523,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Idle,1.851340382400906
48,19:45,0.0,25.079473684210523,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Idle,1.851340382400906
49,20:00,0.0,25.079473684210523,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Idle,1.851340382400906
50,20:15,0.0,25.079473684210523,0.0,Idle,Traveling,0.0,26.93081406661143,0.0,Idle,Idle,1.851340382400906
51,20:30,0.0,25.079473684210523,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Idle,1.851340382400906
52,20:45,0.0,25.079473684210523,0.0,Idle,Idle,0.0,26.93081406661143,0.0,Idle,Idle,1.851340382400906
53,21:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
54,21:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
55,21:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
56,21:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
57,22:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
58,22:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
59,22:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
60,22:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
61,23:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
62,23:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
63,23:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
64,23:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
65,00:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
66,00:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
67,00:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
68,00:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
69,01:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
70,01:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
71,01:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
72,01:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
73,02:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
74,02:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
75,02:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
76,02:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
77,03:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
78,03:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
79,03:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
80,03:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
81,04:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
82,04:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
83,04:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
84,04:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
85,05:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
86,05:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
87,05:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
88,05:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
89,06:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
90,06:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
91,06:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
92,06:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
93,07:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
94,07:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
95,07:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
96,07:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,26.93081406661143,0.0,Idle,Charging (grid),1.851340382400906
