Time_Period,MCS_1_A0_kWh,MCS_1_A2R_kWh
1,250.0,250.0
2,250.0,250.0
3,248.67243767313022,250.0
4,248.6724376731308,250.0
5,248.6724376731308,250.0
6,246.56717451523605,250.0
7,246.56717451523605,250.0
8,246.56717451523605,250.0
9,244.4619113573413,250.0
10,244.4619113573413,250.0
11,244.78466066481974,250.0
12,245.2587824225634,247.95346396037982
13,245.73290418030706,247.95346396037982
14,246.20702593805072,247.95346396037982
15,246.68114769579438,245.84820080248508
16,247.15526945353804,245.84820080248508
17,247.6293912112817,245.84820080248508
18,248.10351296902536,243.74293764459034
19,248.57763472676902,241.6376744866956
20,249.05175648451268,240.60719754579316
21,249.52587824225634,238.50193438789842
22,250.0,237.35155280592812
23,250.0,236.37407779363292
24,247.89473684210526,236.37407779363292
25,245.78947368421052,236.37407779363292
26,245.78947368421052,236.37407779363292
27,245.78947368421052,236.37407779363292
28,245.78947368421052,236.37407779363292
29,243.68421052631578,236.37407779363292
30,243.68421052631578,234.26881463573818
31,243.68421052631578,234.26881463573818
32,243.68421052631578,234.26881463573818
33,243.68421052631578,234.26881463573818
34,241.57894736842104,234.26881463573818
35,241.57894736842104,233.9216958645622
36,241.57894736842104,233.9216958645622
37,241.57894736842104,233.9216958645622
38,239.4736842105263,231.81643270666746
39,237.36842105263156,231.73034629608472
40,235.26315789473682,229.62508313818998
41,235.26315789473682,227.51981998029524
42,233.15789473684208,225.4145568224005
43,231.05263157894734,223.30929366450576
44,231.05263157894734,221.6517746667248
45,229.13864265927918,221.6517746667248
46,229.13864265927918,221.6517746667248
47,229.13864265927918,221.6517746667248
48,229.13864265927918,221.6517746667248
49,229.13864265927918,221.6517746667248
50,229.13864265927918,221.6517746667248
51,229.13864265927918,221.6517746667248
52,229.13864265927918,221.6517746667248
53,229.13864265927918,221.6517746667248
54,229.61276441702285,222.29605251520834
55,230.0868861747665,222.94033036369188
56,230.56100793251017,223.58460821217543
57,231.03512969025383,224.22888606065897
58,231.50925144799749,224.8731639091425
59,231.98337320574115,225.51744175762605
60,232.4574949634848,226.16171960610959
61,232.93161672122847,226.80599745459313
62,233.40573847897213,227.45027530307667
63,233.87986023671579,228.0945531515602
64,234.35398199445945,228.73883100004375
65,234.8281037522031,229.38310884852714
66,235.30222550994677,230.02738669701068
67,235.77634726769043,230.67166454549422
68,236.25046902543409,231.31594239397776
69,236.72459078317775,231.9602202424613
70,237.1987125409214,232.60449809094484
71,237.67283429866507,233.24877593942838
72,238.14695605640873,233.89305378791192
73,238.6210778141524,234.53733163639546
74,239.09519957189605,235.181609484879
75,239.5693213296397,235.82588733336254
76,240.04344308738337,236.47016518184608
77,240.51756484512703,237.11444303032962
78,240.9916866028707,237.75872087881316
79,241.46580836061435,238.4029987272967
80,241.939930118358,239.04727657578024
81,242.41405187610167,239.69155442426378
82,242.88817363384533,240.33583227274733
83,243.362295391589,240.98011012123087
84,243.83641714933265,241.6243879697144
85,244.3105389070763,242.26866581819795
86,244.78466066481997,242.91294366668149
87,245.25878242256363,243.55722151516503
88,245.7329041803073,244.20149936364857
89,246.20702593805095,244.8457772121321
90,246.6811476957946,245.4900550606153
91,247.15526945353827,246.13433290909884
92,247.62939121128193,246.77861075758233
93,248.1035129690256,247.42288860606587
94,248.57763472676925,248.0671664545494
95,249.0517564845129,248.71144430303292
96,249.52587824225634,249.35572215151646
97,250.0,250.0
