Time_Period,Clock,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A2S_minus_A1S_cum_kWh
1,08:00,0.0,0.0,5.21798175078444,Digging,Traveling,0.0,0.0,5.21798175078444,Digging,Idle,0.0
2,08:15,0.0,0.0,3.6444160734769153,Loading/Swinging,Idle,0.0,0.0,5.30264233159133,Digging,Idle,0.0
3,08:30,-1.6011851880944246e-12,-4.0029629702360615e-13,5.30264233159133,Digging,Idle,0.0,0.0,5.281970406574824,Digging,Traveling,4.0029629702360615e-13
4,08:45,0.0,-4.0029629702360615e-13,5.281970406574824,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,2.0000000000004
5,09:00,8.0,1.9999999999995997,0.0,Charging,Serving CEV,0.0,2.0,5.341593790671668,Digging,Idle,4.0034642267983145e-13
6,09:15,0.0,1.9999999999995997,5.626241715849725,Traveling,Idle,6.0200740634161685,3.505018515854042,0.0,Charging,Serving CEV,1.5050185158544422
7,09:30,-6.981082378842984e-13,1.9999999999994251,5.341593790671668,Digging,Idle,0.0,3.505018515854042,5.626241715849725,Traveling,Traveling,1.5050185158546168
8,09:45,1.0036416142611415e-13,1.9999999999994502,5.431830750065842,Digging,Idle,0.0,3.505018515854042,5.431830750065842,Digging,Traveling,1.5050185158545917
9,10:00,8.0,3.99999999999945,0.0,Charging,Serving CEV,0.0,3.505018515854042,5.311687106182523,Digging,Idle,-0.4949814841454083
10,10:15,0.0,3.99999999999945,5.311687106182523,Digging,Idle,8.0,5.505018515854042,0.0,Charging,Serving CEV,1.5050185158545917
11,10:30,8.0,5.99999999999945,0.0,Charging,Serving CEV,0.0,5.505018515854042,5.289861091915892,Digging,Traveling,-0.4949814841454083
12,10:45,8.0,7.99999999999945,0.0,Charging,Serving CEV,0.0,5.505018515854042,0.0,Idle,Charging (grid),-2.4949814841454083
13,11:00,0.0,7.99999999999945,5.289861091915892,Digging,Idle,0.0,5.505018515854042,5.2106987150838755,Digging,Charging (grid),-2.4949814841454083
14,11:15,0.0,7.99999999999945,5.675357505477218,Traveling,Idle,0.0,5.505018515854042,5.675357505477218,Traveling,Charging (grid),-2.4949814841454083
15,11:30,0.0,7.99999999999945,5.2106987150838755,Digging,Idle,0.0,5.505018515854042,5.230286657641851,Digging,Charging (grid),-2.4949814841454083
16,11:45,0.0,7.99999999999945,5.230286657641851,Digging,Idle,0.0,5.505018515854042,5.269036384177392,Digging,Charging (grid),-2.4949814841454083
17,12:00,8.000000000000002,9.999999999999451,0.0,Charging,Serving CEV,0.0,5.505018515854042,0.0,Idle,Charging (grid),-4.494981484145409
18,12:15,8.0,11.999999999999451,0.0,Charging,Serving CEV,0.0,5.505018515854042,0.0,Idle,Charging (grid),-6.494981484145409
19,12:30,0.0,11.999999999999451,0.0,Idle,Traveling,0.0,5.505018515854042,0.0,Idle,Charging (grid),-6.494981484145409
20,12:45,0.0,11.999999999999451,0.0,Idle,Charging (grid),0.0,5.505018515854042,0.0,Idle,Charging (grid),-6.494981484145409
21,13:00,0.0,11.999999999999451,0.0,Idle,Charging (grid),0.0,5.505018515854042,0.0,Idle,Traveling,-6.494981484145409
22,13:15,0.0,11.999999999999451,0.0,Idle,Charging (grid),8.0,7.505018515854042,0.0,Charging,Serving CEV,-4.494981484145409
23,13:30,0.0,11.999999999999451,0.0,Idle,Charging (grid),8.0,9.505018515854042,0.0,Charging,Serving CEV,-2.494981484145409
24,13:45,0.0,11.999999999999451,0.0,Idle,Charging (grid),8.0,11.505018515854042,0.0,Charging,Serving CEV,-0.4949814841454092
25,14:00,0.0,11.999999999999451,3.56838368814545,Loading/Swinging,Charging (grid),0.0,11.505018515854042,3.6444160734769153,Loading/Swinging,Idle,-0.4949814841454092
26,14:15,0.0,11.999999999999451,3.5404716877782647,Loading/Swinging,Charging (grid),0.0,11.505018515854042,5.243912706422161,Digging,Idle,-0.4949814841454092
27,14:30,0.0,11.999999999999451,5.622940769663888,Traveling,Charging (grid),0.0,11.505018515854042,5.622940769663888,Traveling,Idle,-0.4949814841454092
28,14:45,0.0,11.999999999999451,3.687868701727832,Loading/Swinging,Traveling,0.0,11.505018515854042,3.56838368814545,Loading/Swinging,Idle,-0.4949814841454092
29,15:00,3.3568765711933906,12.839219142797798,0.0,Charging,Serving CEV,8.0,13.505018515854042,0.0,Charging,Serving CEV,0.6657993730562435
30,15:15,0.0,12.839219142797798,5.269036384177392,Digging,Idle,0.0,13.505018515854042,3.5404716877782647,Loading/Swinging,Idle,0.6657993730562435
31,15:30,0.0,12.839219142797798,5.243912706422161,Digging,Idle,0.0,13.505018515854042,3.687868701727832,Loading/Swinging,Idle,0.6657993730562435
32,15:45,8.0,14.839219142797798,0.0,Charging,Serving CEV,0.0,13.505018515854042,5.420396672153049,Digging,Idle,-1.3342006269437565
33,16:00,0.0,14.839219142797798,5.420396672153049,Digging,Idle,7.159233719795196,15.294826945802841,0.0,Charging,Serving CEV,0.45560780300504256
34,16:15,0.0,14.839219142797798,5.544536774965614,Traveling,Idle,0.0,15.294826945802841,5.544536774965614,Traveling,Idle,0.45560780300504256
35,16:30,6.593514430693209,16.4875977504711,0.0,Charging,Serving CEV,0.0,15.294826945802841,3.5677150152845662,Loading/Swinging,Idle,-1.1927708046682586
36,16:45,0.0,16.4875977504711,3.5677150152845662,Loading/Swinging,Idle,0.0,15.294826945802841,3.6294087928005747,Loading/Swinging,Idle,-1.1927708046682586
37,17:00,0.0836203092104283,16.508502827773707,0.0,Charging,Serving CEV,8.0,17.29482694580284,0.0,Charging,Serving CEV,0.7863241180291318
38,17:15,8.0,18.508502827773707,0.0,Charging,Serving CEV,8.0,19.29482694580284,0.0,Charging,Serving CEV,0.7863241180291318
39,17:30,8.0,20.508502827773707,0.0,Charging,Serving CEV,8.0,21.29482694580284,0.0,Charging,Serving CEV,0.7863241180291318
40,17:45,7.153493667936298,22.296876244757783,0.0,Charging,Serving CEV,8.0,23.29482694580284,0.0,Charging,Serving CEV,0.9979507010450561
41,18:00,8.0,24.296876244757783,0.0,Charging,Serving CEV,7.999999999999998,25.29482694580284,0.0,Charging,Serving CEV,0.9979507010450561
42,18:15,7.2024477016875625,26.097488170179673,0.0,Charging,Serving CEV,6.820980321287927,27.000072026124823,0.0,Charging,Serving CEV,0.9025838559451493
43,18:30,0.0,26.097488170179673,0.0,Idle,Traveling,0.0,27.000072026124823,0.0,Idle,Traveling,0.9025838559451493
44,18:45,0.0,26.097488170179673,0.0,Idle,Idle,0.0,27.000072026124823,0.0,Idle,Idle,0.9025838559451493
45,19:00,0.0,26.097488170179673,0.0,Idle,Idle,0.0,27.000072026124823,0.0,Idle,Idle,0.9025838559451493
46,19:15,0.0,26.097488170179673,0.0,Idle,Idle,0.0,27.000072026124823,0.0,Idle,Idle,0.9025838559451493
47,19:30,0.0,26.097488170179673,0.0,Idle,Idle,0.0,27.000072026124823,0.0,Idle,Idle,0.9025838559451493
48,19:45,0.0,26.097488170179673,0.0,Idle,Idle,0.0,27.000072026124823,0.0,Idle,Idle,0.9025838559451493
49,20:00,0.0,26.097488170179673,0.0,Idle,Idle,0.0,27.000072026124823,0.0,Idle,Idle,0.9025838559451493
50,20:15,0.0,26.097488170179673,0.0,Idle,Idle,0.0,27.000072026124823,0.0,Idle,Idle,0.9025838559451493
51,20:30,0.0,26.097488170179673,0.0,Idle,Idle,0.0,27.000072026124823,0.0,Idle,Idle,0.9025838559451493
52,20:45,0.0,26.097488170179673,0.0,Idle,Idle,0.0,27.000072026124823,0.0,Idle,Idle,0.9025838559451493
53,21:00,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
54,21:15,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
55,21:30,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
56,21:45,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
57,22:00,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
58,22:15,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
59,22:30,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
60,22:45,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
61,23:00,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
62,23:15,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
63,23:30,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
64,23:45,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
65,00:00,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
66,00:15,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
67,00:30,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
68,00:45,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
69,01:00,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
70,01:15,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
71,01:30,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
72,01:45,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
73,02:00,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
74,02:15,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
75,02:30,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
76,02:45,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
77,03:00,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
78,03:15,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
79,03:30,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
80,03:45,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
81,04:00,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
82,04:15,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
83,04:30,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
84,04:45,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
85,05:00,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
86,05:15,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
87,05:30,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
88,05:45,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
89,06:00,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
90,06:15,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
91,06:30,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
92,06:45,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
93,07:00,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
94,07:15,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
95,07:30,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
96,07:45,0.0,26.097488170179673,0.0,Idle,Charging (grid),0.0,27.000072026124823,0.0,Idle,Charging (grid),0.9025838559451493
