mode,approach,total_energy_kWh,total_cost_USD,total_co2_kg,nc_peak_kW,op_peak_kW,missed_h,shortfall_kWh
low,A0,27.788890508820597,8.972886487979695,6.639648274932646,1.950097579566366,-0.0,0.0,0.0
low,A1S,23.357396023647986,7.051202830318815,5.443552848120423,1.803273860166069,0.0,0.0,0.0
low,A2S,23.203350869733338,7.2185638692588325,5.5592089015621955,1.6054979681897703,0.0,0.0,0.0
