Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.845771176668227,Digging,Traveling,0.0,0.0,4.845771176668227,Digging,Traveling,0.0,0.0,4.845771176668227,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,4.851450991206028,Digging,Idle,0.0,0.0,4.851450991206028,Digging,Idle,0.0,0.0,4.851450991206028,Digging,Traveling,0.0,0.0
3,08:30,7.999999999999999,1.9999999999999998,0.0,Charging,Serving CEV,7.252339124078514,1.8130847810196284,0.0,Charging,Serving CEV,0.0,0.0,4.860203006483284,Digging,Idle,-0.18691521898037133,-1.9999999999999998
4,08:45,0.0,1.9999999999999998,4.860203006483284,Digging,Idle,0.0,1.8130847810196284,4.860203006483284,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,-0.18691521898037133,2.220446049250313e-16
5,09:00,0.0,1.9999999999999998,4.7528848473743155,Digging,Idle,1.0517142712275544e-12,1.8130847810198913,4.7528848473743155,Digging,Idle,0.0,2.0,3.1672967171927127,Loading/Swinging,Idle,-0.18691521898010843,2.220446049250313e-16
6,09:15,8.0,4.0,0.0,Charging,Serving CEV,4.8315483133181845,3.0209718593494372,0.0,Charging,Serving CEV,8.0,4.0,0.0,Charging,Serving CEV,-0.9790281406505628,0.0
7,09:30,4.178947368421149,5.044736842105287,0.0,Charging,Serving CEV,0.0,3.0209718593494372,4.694415268609819,Traveling,Idle,7.256248488793339e-13,4.000000000000181,4.694415268609819,Traveling,Idle,-2.02376498275585,-1.044736842105106
8,09:45,0.0,5.044736842105287,4.694415268609819,Traveling,Idle,7.999999999995254,5.020971859348251,0.0,Charging,Serving CEV,6.756986484378249,5.689246621094743,0.0,Charging,Serving CEV,-0.023764982757036535,0.6445097789894563
9,10:00,0.0,5.044736842105287,3.1672967171927127,Loading/Swinging,Idle,0.0,5.020971859348251,4.814112199505706,Digging,Idle,0.0,5.689246621094743,4.7528848473743155,Digging,Traveling,-0.023764982757036535,0.6445097789894563
10,10:15,0.0,5.044736842105287,4.814112199505706,Digging,Idle,0.0,5.020971859348251,4.972067569679832,Digging,Idle,0.0,5.689246621094743,4.814112199505706,Digging,Charging (grid),-0.023764982757036535,0.6445097789894563
11,10:30,0.0,5.044736842105287,4.972067569679832,Digging,Idle,0.0,5.020971859348251,4.692663559493636,Digging,Idle,0.0,5.689246621094743,4.972067569679832,Digging,Charging (grid),-0.023764982757036535,0.6445097789894563
12,10:45,8.0,7.044736842105287,0.0,Charging,Serving CEV,8.0,7.020971859348251,0.0,Charging,Serving CEV,0.0,5.689246621094743,4.692663559493636,Digging,Charging (grid),-0.023764982757036535,-1.3554902210105437
13,11:00,0.0,7.044736842105287,4.692663559493636,Digging,Idle,0.0,7.020971859348251,4.632609231158145,Digging,Idle,0.0,5.689246621094743,0.0,Idle,Charging (grid),-0.023764982757036535,-1.3554902210105437
14,11:15,0.0,7.044736842105287,4.640170509677921,Traveling,Idle,0.0,7.020971859348251,4.640170509677921,Traveling,Idle,0.0,5.689246621094743,4.640170509677921,Traveling,Charging (grid),-0.023764982757036535,-1.3554902210105437
15,11:30,0.0,7.044736842105287,4.632609231158145,Digging,Idle,0.0,7.020971859348251,4.941552653995257,Digging,Idle,0.0,5.689246621094743,4.632609231158145,Digging,Charging (grid),-0.023764982757036535,-1.3554902210105437
16,11:45,0.0,7.044736842105287,4.941552653995257,Digging,Idle,0.0,7.020971859348251,4.677688430947524,Digging,Idle,0.0,5.689246621094743,4.941552653995257,Digging,Charging (grid),-0.023764982757036535,-1.3554902210105437
17,12:00,8.0,9.044736842105287,0.0,Charging,Serving CEV,8.000000000000004,9.02097185934825,0.0,Charging,Serving CEV,0.0,5.689246621094743,0.0,,Charging (grid),-0.023764982757036535,-3.3554902210105437
18,12:15,8.0,11.044736842105287,0.0,Charging,Serving CEV,8.0,11.02097185934825,0.0,Charging,Serving CEV,0.0,5.689246621094743,0.0,,Charging (grid),-0.023764982757036535,-5.355490221010544
19,12:30,0.0,11.044736842105287,0.0,,Traveling,0.0,11.02097185934825,0.0,,Traveling,0.0,5.689246621094743,0.0,,Charging (grid),-0.023764982757036535,-5.355490221010544
20,12:45,0.0,11.044736842105287,0.0,,Charging (grid),0.0,11.02097185934825,0.0,,Charging (grid),0.0,5.689246621094743,0.0,,Charging (grid),-0.023764982757036535,-5.355490221010544
21,13:00,0.0,11.044736842105287,0.0,,Charging (grid),0.0,11.02097185934825,0.0,,Charging (grid),0.0,5.689246621094743,0.0,,Charging (grid),-0.023764982757036535,-5.355490221010544
22,13:15,0.0,11.044736842105287,0.0,,Charging (grid),0.0,11.02097185934825,0.0,,Charging (grid),0.0,5.689246621094743,0.0,,Traveling,-0.023764982757036535,-5.355490221010544
23,13:30,0.0,11.044736842105287,0.0,,Charging (grid),0.0,11.02097185934825,0.0,,Charging (grid),8.0,7.689246621094743,0.0,Charging,Serving CEV,-0.023764982757036535,-3.3554902210105437
24,13:45,0.0,11.044736842105287,0.0,,Charging (grid),0.0,11.02097185934825,0.0,,Charging (grid),8.0,9.689246621094743,0.0,Charging,Serving CEV,-0.023764982757036535,-1.3554902210105446
25,14:00,0.0,11.044736842105287,4.677688430947524,Digging,Charging (grid),0.0,11.02097185934825,3.1672967171927127,Loading/Swinging,Charging (grid),0.0,9.689246621094743,4.677688430947524,Digging,Idle,-0.023764982757036535,-1.3554902210105446
26,14:15,0.0,11.044736842105287,4.752322673012855,Digging,Charging (grid),0.0,11.02097185934825,4.752322673012855,Digging,Charging (grid),0.0,9.689246621094743,4.752322673012855,Digging,Idle,-0.023764982757036535,-1.3554902210105446
27,14:30,0.0,11.044736842105287,4.747032700551708,Traveling,Charging (grid),0.0,11.02097185934825,4.747032700551708,Traveling,Charging (grid),0.0,9.689246621094743,4.747032700551708,Traveling,Idle,-0.023764982757036535,-1.3554902210105446
28,14:45,0.0,11.044736842105287,4.715419341889742,Digging,Charging (grid),0.0,11.02097185934825,4.715419341889742,Digging,Charging (grid),0.0,9.689246621094743,3.1659467553815306,Loading/Swinging,Idle,-0.023764982757036535,-1.3554902210105446
29,15:00,0.0,11.044736842105287,0.0,Idle,Charging (grid),0.0,11.02097185934825,0.0,Idle,Charging (grid),8.0,11.689246621094743,0.0,Charging,Serving CEV,-0.023764982757036535,0.6445097789894554
30,15:15,0.0,11.044736842105287,3.1659467553815306,Loading/Swinging,Charging (grid),0.0,11.02097185934825,3.1659467553815306,Loading/Swinging,Charging (grid),0.0,11.689246621094743,3.065472736583895,Loading/Swinging,Idle,-0.023764982757036535,0.6445097789894554
31,15:30,0.0,11.044736842105287,3.065472736583895,Loading/Swinging,Charging (grid),0.0,11.02097185934825,3.065472736583895,Loading/Swinging,Charging (grid),0.0,11.689246621094743,4.715419341889742,Digging,Idle,-0.023764982757036535,0.6445097789894554
32,15:45,0.0,11.044736842105287,3.0428074368211355,Loading/Swinging,Charging (grid),0.0,11.02097185934825,3.0428074368211355,Loading/Swinging,Charging (grid),8.0,13.689246621094743,0.0,Charging,Serving CEV,-0.023764982757036535,2.6445097789894554
33,16:00,0.0,11.044736842105287,4.69187659503088,Traveling,Traveling,0.0,11.02097185934825,4.69187659503088,Traveling,Traveling,0.0,13.689246621094743,3.0428074368211355,Loading/Swinging,Idle,-0.023764982757036535,2.6445097789894554
34,16:15,7.999999999999972,13.04473684210528,0.0,Charging,Serving CEV,5.639028383022254,12.430728955103813,0.0,Charging,Serving CEV,0.0,13.689246621094743,4.69187659503088,Traveling,Idle,-0.6140078870014669,0.6445097789894625
35,16:30,0.0,13.04473684210528,3.20242154003489,Loading/Swinging,Idle,0.0,12.430728955103813,3.20242154003489,Loading/Swinging,Idle,0.0,13.689246621094743,3.20242154003489,Loading/Swinging,Idle,-0.6140078870014669,0.6445097789894625
36,16:45,0.0,13.04473684210528,3.1396164878509807,Loading/Swinging,Idle,0.0,12.430728955103813,3.1396164878509807,Loading/Swinging,Idle,0.0,13.689246621094743,3.1396164878509807,Loading/Swinging,Idle,-0.6140078870014669,0.6445097789894625
37,17:00,0.0,13.04473684210528,0.0,,Idle,7.729354324983959,14.363067536349803,0.0,Charging,Serving CEV,8.0,15.689246621094743,0.0,Charging,Serving CEV,1.3183306942445228,2.6445097789894625
38,17:15,0.0,13.04473684210528,0.0,,Idle,7.593191877632423,16.261365505757908,0.0,Charging,Serving CEV,8.0,17.689246621094743,0.0,Charging,Serving CEV,3.216628663652628,4.6445097789894625
39,17:30,0.0,13.04473684210528,0.0,,Idle,7.600358322229874,18.161455086315378,0.0,Charging,Serving CEV,8.0,19.689246621094743,0.0,Charging,Serving CEV,5.116718244210098,6.6445097789894625
40,17:45,0.0,13.04473684210528,0.0,,Idle,7.59998114093527,20.061450371549196,0.0,Charging,Serving CEV,8.0,21.689246621094743,0.0,Charging,Serving CEV,7.016713529443916,8.644509778989462
41,18:00,0.0,13.04473684210528,0.0,,Idle,8.0,22.061450371549196,0.0,Charging,Serving CEV,8.0,23.689246621094743,0.0,Charging,Serving CEV,9.016713529443916,10.644509778989462
42,18:15,0.0,13.04473684210528,0.0,,Idle,7.178948361003407,23.856187461800047,0.0,Charging,Serving CEV,0.6807002831473298,23.859421691881575,0.0,Charging,Serving CEV,10.811450619694767,10.814684849776295
43,18:30,0.0,13.04473684210528,0.0,,Idle,0.0,23.856187461800047,0.0,,Traveling,0.0,23.859421691881575,0.0,,Idle,10.811450619694767,10.814684849776295
44,18:45,8.0,15.04473684210528,0.0,Charging,Serving CEV,0.0,23.856187461800047,0.0,,Idle,0.0,23.859421691881575,0.0,,Traveling,8.811450619694767,8.814684849776295
45,19:00,8.0,17.04473684210528,0.0,Charging,Serving CEV,0.0,23.856187461800047,0.0,,Idle,0.0,23.859421691881575,0.0,,Idle,6.811450619694767,6.814684849776295
46,19:15,0.0,17.04473684210528,0.0,,Idle,0.0,23.856187461800047,0.0,,Idle,0.0,23.859421691881575,0.0,,Idle,6.811450619694767,6.814684849776295
47,19:30,8.0,19.04473684210528,0.0,Charging,Serving CEV,0.0,23.856187461800047,0.0,,Idle,0.0,23.859421691881575,0.0,,Idle,4.811450619694767,4.814684849776295
48,19:45,8.0,21.04473684210528,0.0,Charging,Serving CEV,0.0,23.856187461800047,0.0,,Idle,0.0,23.859421691881575,0.0,,Idle,2.8114506196947673,2.8146848497762953
49,20:00,0.13894736842113645,21.079473684210566,0.0,Charging,Serving CEV,0.0,23.856187461800047,0.0,,Idle,0.0,23.859421691881575,0.0,,Idle,2.7767137775894817,2.7799480076710097
50,20:15,8.0,23.079473684210566,0.0,Charging,Serving CEV,0.0,23.856187461800047,0.0,,Idle,0.0,23.859421691881575,0.0,,Idle,0.7767137775894817,0.7799480076710097
51,20:30,7.999999999999958,25.079473684210555,0.0,Charging,Serving CEV,0.0,23.856187461800047,0.0,,Idle,0.0,23.859421691881575,0.0,,Idle,-1.2232862224105077,-1.2200519923289797
52,20:45,0.0,25.079473684210555,0.0,,Traveling,0.0,23.856187461800047,0.0,,Idle,0.0,23.859421691881575,0.0,,Idle,-1.2232862224105077,-1.2200519923289797
53,21:00,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
54,21:15,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
55,21:30,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
56,21:45,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
57,22:00,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
58,22:15,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
59,22:30,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
60,22:45,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
61,23:00,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
62,23:15,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
63,23:30,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
64,23:45,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Idle,0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
65,00:00,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
66,00:15,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
67,00:30,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
68,00:45,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
69,01:00,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
70,01:15,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
71,01:30,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
72,01:45,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
73,02:00,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
74,02:15,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
75,02:30,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
76,02:45,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
77,03:00,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
78,03:15,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
79,03:30,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
80,03:45,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
81,04:00,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
82,04:15,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
83,04:30,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
84,04:45,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
85,05:00,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
86,05:15,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
87,05:30,0.0,25.079473684210555,0.0,,Charging (grid),0.0,23.856187461800047,0.0,,Charging (grid),0.0,23.859421691881575,0.0,,Charging (grid),-1.2232862224105077,-1.2200519923289797
