mode,approach,total_energy_kWh,total_cost_USD,total_co2_kg,nc_peak_kW,op_peak_kW,missed_h,shortfall_kWh
live_data,A0,28.19928309188994,9.10540009309182,6.737704093510812,1.9788970590800665,-0.0,0.0,0.0
live_data,A1S,26.104425176820104,8.344049066558608,6.163881187722877,1.9277986878004367,0.0,0.0,0.0
live_data,A2S,26.726709020010357,8.480239119823361,6.72636371544669,2.120327223387921,0.0,0.0,0.0
