Time_Period,Time_Start_Label,Time_End_Label,Charging_Power_kW,Discharging_Power_kW,Net_Power_kW
58,D1 22:15,D1 22:30,2.9017760952704217,0.0,2.9017760952704217
59,D1 22:30,D1 22:45,2.9017760952704217,0.0,2.9017760952704217
60,D1 22:45,D1 23:00,2.9017760952704217,0.0,2.9017760952704217
61,D1 23:00,D1 23:15,2.9017760952704217,0.0,2.9017760952704217
62,D1 23:15,D1 23:30,2.9017760952704217,0.0,2.9017760952704217
63,D1 23:30,D1 23:45,2.9017760952704217,0.0,2.9017760952704217
64,D1 23:45,D1 00:00,2.901776095269206,0.0,2.901776095269206
65,D1 00:00,D1 00:15,2.9017760952704217,0.0,2.9017760952704217
66,D1 00:15,D1 00:30,2.9017760952704217,0.0,2.9017760952704217
67,D1 00:30,D1 00:45,2.9017760952704217,0.0,2.9017760952704217
68,D1 00:45,D1 01:00,2.9017760952704217,0.0,2.9017760952704217
69,D1 01:00,D1 01:15,2.9017760952704217,0.0,2.9017760952704217
70,D1 01:15,D1 01:30,2.9017760952704217,0.0,2.9017760952704217
71,D1 01:30,D1 01:45,2.9017760952704217,0.0,2.9017760952704217
72,D1 01:45,D1 02:00,2.9017760952704217,0.0,2.9017760952704217
73,D1 02:00,D1 02:15,2.9017760952704217,0.0,2.9017760952704217
74,D1 02:15,D1 02:30,2.9017760952704217,0.0,2.9017760952704217
75,D1 02:30,D1 02:45,2.9017760952704217,0.0,2.9017760952704217
76,D1 02:45,D1 03:00,2.9017760952704217,0.0,2.9017760952704217
77,D1 03:00,D1 03:15,2.9017760952704217,0.0,2.9017760952704217
78,D1 03:15,D1 03:30,2.9017760952704217,0.0,2.9017760952704217
79,D1 03:30,D1 03:45,2.9017760952704217,0.0,2.9017760952704217
80,D1 03:45,D1 04:00,2.9017760952704217,0.0,2.9017760952704217
81,D1 04:00,D1 04:15,2.9017760952704217,0.0,2.9017760952704217
82,D1 04:15,D1 04:30,2.9017760952704217,0.0,2.9017760952704217
83,D1 04:30,D1 04:45,2.9017760952704217,0.0,2.9017760952704217
84,D1 04:45,D1 05:00,2.9017760952704217,0.0,2.9017760952704217
85,D1 05:00,D1 05:15,2.9017760952704217,0.0,2.9017760952704217
86,D1 05:15,D1 05:30,2.9017760952704217,0.0,2.9017760952704217
87,D1 05:30,D1 05:45,2.9017760952704217,0.0,2.9017760952704217
88,D1 05:45,D1 06:00,2.9017760952704217,0.0,2.9017760952704217
89,D1 06:00,D1 06:15,2.9017760952704545,0.0,2.9017760952704545
90,D1 06:15,D1 06:30,2.9017760952704545,0.0,2.9017760952704545
91,D1 06:30,D1 06:45,2.9017760952704545,0.0,2.9017760952704545
92,D1 06:45,D1 07:00,2.9017760952704545,0.0,2.9017760952704545
93,D1 07:00,D1 07:15,2.9017760952704545,0.0,2.9017760952704545
94,D1 07:15,D1 07:30,2.9017760952704545,0.0,2.9017760952704545
95,D1 07:30,D1 07:45,2.901776095270454,0.0,2.901776095270454
96,D1 07:45,D1 08:00,2.9017760952705145,0.0,2.9017760952705145
