Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A2R_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.7784182492155605,Digging,Traveling,0.0,0.0,4.7784182492155605,Digging,Idle,0.0
2,08:15,5.04473684210517,1.2611842105262925,0.0,Charging,Serving CEV,0.0,0.0,4.89124233159133,Digging,Idle,-1.2611842105262925
3,08:30,-2.1227464230832993e-12,1.2611842105257618,4.89124233159133,Digging,Idle,0.0,0.0,4.7144295934251765,Digging,Traveling,-1.2611842105257618
4,08:45,0.0,1.2611842105257618,4.7144295934251765,Digging,Idle,0.0,0.0,4.654806209328332,Digging,Idle,-1.2611842105257618
5,09:00,7.999999999999997,3.2611842105257614,0.0,Charging,Serving CEV,8.0,2.0,0.0,Charging,Serving CEV,-1.2611842105257614
6,09:15,0.0,3.2611842105257614,4.654806209328332,Digging,Idle,0.0,2.0,4.923998980241216,Traveling,Idle,-1.2611842105257614
7,09:30,0.0,3.2611842105257614,4.923998980241216,Traveling,Idle,0.0,2.0,3.103792896007588,Loading/Swinging,Idle,-1.2611842105257614
8,09:45,8.0,5.261184210525761,0.0,Charging,Serving CEV,0.0,2.0,4.564569249934158,Digging,Traveling,-3.2611842105257614
9,10:00,0.0,5.261184210525761,4.564569249934158,Digging,Traveling,0.0,2.0,3.133692414438155,Loading/Swinging,Charging (grid),-3.2611842105257614
10,10:15,0.0,5.261184210525761,4.900287106182524,Digging,Charging (grid),0.0,2.0,0.0,Idle,Charging (grid),-3.2611842105257614
11,10:30,0.0,5.261184210525761,4.878461091915892,Digging,Charging (grid),0.0,2.0,4.900287106182524,Digging,Traveling,-3.2611842105257614
12,10:45,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,2.0,4.601436748612714,Traveling,Idle,-3.2611842105257614
13,11:00,0.0,5.261184210525761,4.785701284916126,Digging,Charging (grid),0.0,2.0,4.878461091915892,Digging,Idle,-3.2611842105257614
14,11:15,0.0,5.261184210525761,4.601436748612714,Traveling,Charging (grid),0.0,2.0,4.785701284916126,Digging,Idle,-3.2611842105257614
15,11:30,0.0,5.261184210525761,4.818886657641851,Digging,Charging (grid),5.5245185947794315,3.381129648694858,0.0,Charging,Serving CEV,-1.8800545618309035
16,11:45,0.0,5.261184210525761,4.7273636158226084,Digging,Charging (grid),0.0,3.381129648694858,3.125268444856586,Loading/Swinging,Idle,-1.8800545618309035
17,12:00,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,3.381129648694858,0.0,Idle,Idle,-1.8800545618309035
18,12:15,0.0,5.261184210525761,0.0,Idle,Charging (grid),8.0,5.381129648694857,0.0,Charging,Serving CEV,0.11994543816909609
19,12:30,0.0,5.261184210525761,0.0,Idle,Charging (grid),8.0,7.381129648694857,0.0,Charging,Serving CEV,2.119945438169096
20,12:45,0.0,5.261184210525761,0.0,Idle,Charging (grid),8.0,9.381129648694857,0.0,Charging,Serving CEV,4.119945438169096
21,13:00,0.0,5.261184210525761,0.0,Idle,Charging (grid),8.0,11.381129648694857,0.0,Charging,Serving CEV,6.119945438169096
22,13:15,0.0,5.261184210525761,0.0,Idle,Traveling,0.0,11.381129648694857,0.0,Idle,Idle,6.119945438169096
23,13:30,8.0,7.261184210525761,0.0,Charging,Serving CEV,0.0,11.381129648694857,0.0,Idle,Idle,4.119945438169096
24,13:45,8.0,9.261184210525762,0.0,Charging,Serving CEV,0.0,11.381129648694857,0.0,Idle,Idle,2.119945438169095
