Time_Period,Clock,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A2S_minus_A1S_cum_kWh
1,08:00,0.0,0.0,5.2098,Digging,Traveling,0.0,0.0,4.9634,Digging,Idle,0.0
2,08:15,0.0,0.0,5.3659,Digging,Idle,0.0,0.0,5.3389,Digging,Traveling,0.0
3,08:30,0.0,0.0,4.78,Digging,Idle,0.0,0.0,5.3389,Digging,Idle,0.0
4,08:45,8.0,2.0,0.061,Charging,Serving CEV,8.0,2.0,0.061,Charging,Serving CEV,0.0
5,09:00,4.990736842105784,3.247684210526446,0.4689,Charging,Serving CEV,0.0,2.0,5.4411,Digging,Idle,-1.247684210526446
6,09:15,0.0,3.247684210526446,5.2098,Digging,Idle,0.0,2.0,5.1579,Traveling,Idle,-1.247684210526446
7,09:30,6.817540166204782,4.952069252077641,0.0262,Charging,Serving CEV,0.0,2.0,4.8544,Digging,Idle,-2.9520692520776413
8,09:45,0.0,4.952069252077641,4.5117,Traveling,Idle,8.0,4.0,0.0,Charging,Serving CEV,-0.9520692520776413
9,10:00,0.0,4.952069252077641,4.7425,Digging,Idle,0.0,4.0,4.5629,Digging,Idle,-0.9520692520776413
10,10:15,0.0,4.952069252077641,5.2098,Digging,Idle,8.0,6.0,0.0,Charging,Serving CEV,1.0479307479223587
11,10:30,0.0,4.952069252077641,4.7809,Digging,Idle,0.0,6.0,4.8905,Digging,Idle,1.0479307479223587
12,10:45,8.0,6.952069252077641,0.0,Charging,Serving CEV,8.0,8.0,0.0,Charging,Serving CEV,1.0479307479223587
13,11:00,0.0,6.952069252077641,2.4555,Loading/Swinging,Idle,0.0,8.0,4.7653,Digging,Traveling,1.0479307479223587
14,11:15,0.0,6.952069252077641,4.6066,Traveling,Idle,0.0,8.0,4.5506,Traveling,Charging (grid),1.0479307479223587
15,11:30,0.0,6.952069252077641,4.7809,Digging,Idle,0.0,8.0,4.7809,Digging,Charging (grid),1.0479307479223587
16,11:45,0.0,6.952069252077641,4.7653,Digging,Idle,0.0,8.0,4.2582,Digging,Charging (grid),1.0479307479223587
17,12:00,8.0,8.952069252077642,0.0,Charging,Serving CEV,0.0,8.0,0.0,,Charging (grid),-0.9520692520776421
18,12:15,7.954971570199412,10.940812144627495,0.0,Charging,Serving CEV,0.0,8.0,0.0,,Charging (grid),-2.940812144627495
19,12:30,0.0,10.940812144627495,0.0,,Traveling,0.0,8.0,0.0,,Charging (grid),-2.940812144627495
20,12:45,0.0,10.940812144627495,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-2.940812144627495
21,13:00,0.0,10.940812144627495,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-2.940812144627495
22,13:15,0.0,10.940812144627495,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-2.940812144627495
23,13:30,0.0,10.940812144627495,0.0,,Charging (grid),0.0,8.0,0.0,,Traveling,-2.940812144627495
24,13:45,0.0,10.940812144627495,0.0,,Charging (grid),8.0,10.0,0.0,Charging,Serving CEV,-0.9408121446274951
25,14:00,0.0,10.940812144627495,2.6102,Loading/Swinging,Charging (grid),0.0,10.0,5.3659,Digging,Idle,-0.9408121446274951
26,14:15,0.0,10.940812144627495,3.203,Loading/Swinging,Charging (grid),0.0,10.0,2.9596,Loading/Swinging,Idle,-0.9408121446274951
27,14:30,0.0,10.940812144627495,4.486,Traveling,Charging (grid),0.0,10.0,4.6483,Traveling,Idle,-0.9408121446274951
28,14:45,0.0,10.940812144627495,5.2098,Digging,Charging (grid),0.0,10.0,4.9351,Digging,Idle,-0.9408121446274951
29,15:00,0.0,10.940812144627495,0.0,Idle,Charging (grid),8.0,12.0,0.0,Charging,Serving CEV,1.059187855372505
30,15:15,0.0,10.940812144627495,5.4411,Digging,Charging (grid),0.0,12.0,3.8487,Loading/Swinging,Idle,1.059187855372505
31,15:30,0.0,10.940812144627495,2.9366,Loading/Swinging,Charging (grid),0.0,12.0,3.7658,Loading/Swinging,Idle,1.059187855372505
32,15:45,0.0,10.940812144627495,2.9366,Loading/Swinging,Charging (grid),8.0,14.0,0.2629,Charging,Serving CEV,3.059187855372505
33,16:00,0.0,10.940812144627495,5.3956,Traveling,Traveling,0.0,14.0,3.203,Loading/Swinging,Idle,3.059187855372505
34,16:15,8.0,12.940812144627495,0.5059,Charging,Serving CEV,0.0,14.0,5.1579,Traveling,Idle,1.059187855372505
35,16:30,0.0,12.940812144627495,4.7809,Digging,Idle,0.0,14.0,2.9903,Loading/Swinging,Idle,1.059187855372505
36,16:45,0.0,12.940812144627495,3.0004,Loading/Swinging,Idle,0.0,14.0,2.5796,Loading/Swinging,Idle,1.059187855372505
37,17:00,0.1238436015684535,12.971773045019608,0.0,Charging,Serving CEV,8.0,16.0,0.0,Charging,Serving CEV,3.0282269549803917
