Time_Period,Time_Start_Label,Time_End_Label,Charging_Power_kW,Discharging_Power_kW,Net_Power_kW
58,D1 22:15,D1 22:30,2.814501266425995,0.0,2.814501266425995
59,D1 22:30,D1 22:45,2.814501266425995,0.0,2.814501266425995
60,D1 22:45,D1 23:00,2.814501266425995,0.0,2.814501266425995
61,D1 23:00,D1 23:15,2.814501266425995,0.0,2.814501266425995
62,D1 23:15,D1 23:30,2.814501266425995,0.0,2.814501266425995
63,D1 23:30,D1 23:45,2.814501266425995,0.0,2.814501266425995
64,D1 23:45,D1 00:00,2.814501266426141,0.0,2.814501266426141
65,D1 00:00,D1 00:15,2.814501266426141,0.0,2.814501266426141
66,D1 00:15,D1 00:30,2.814501266426141,0.0,2.814501266426141
67,D1 00:30,D1 00:45,2.814501266426141,0.0,2.814501266426141
68,D1 00:45,D1 01:00,2.814501266426141,0.0,2.814501266426141
69,D1 01:00,D1 01:15,2.814501266426141,0.0,2.814501266426141
70,D1 01:15,D1 01:30,2.814501266426141,0.0,2.814501266426141
71,D1 01:30,D1 01:45,2.814501266426141,0.0,2.814501266426141
72,D1 01:45,D1 02:00,2.814501266426141,0.0,2.814501266426141
73,D1 02:00,D1 02:15,2.814501266426141,0.0,2.814501266426141
74,D1 02:15,D1 02:30,2.814501266426141,0.0,2.814501266426141
75,D1 02:30,D1 02:45,2.814501266426141,0.0,2.814501266426141
76,D1 02:45,D1 03:00,2.814501266426141,0.0,2.814501266426141
77,D1 03:00,D1 03:15,2.814501266426141,0.0,2.814501266426141
78,D1 03:15,D1 03:30,2.814501266426141,0.0,2.814501266426141
79,D1 03:30,D1 03:45,2.814501266426141,0.0,2.814501266426141
80,D1 03:45,D1 04:00,2.814501266426141,0.0,2.814501266426141
81,D1 04:00,D1 04:15,2.814501266426141,0.0,2.814501266426141
82,D1 04:15,D1 04:30,2.814501266426141,0.0,2.814501266426141
83,D1 04:30,D1 04:45,2.814501266426141,0.0,2.814501266426141
84,D1 04:45,D1 05:00,2.814501266426141,0.0,2.814501266426141
85,D1 05:00,D1 05:15,2.814501266426141,0.0,2.814501266426141
86,D1 05:15,D1 05:30,2.814501266426141,0.0,2.814501266426141
87,D1 05:30,D1 05:45,2.814501266426141,0.0,2.814501266426141
88,D1 05:45,D1 06:00,2.814501266426141,0.0,2.814501266426141
89,D1 06:00,D1 06:15,2.8145012664213565,0.0,2.8145012664213565
90,D1 06:15,D1 06:30,2.8145012664261433,0.0,2.8145012664261433
91,D1 06:30,D1 06:45,2.8145012664261433,0.0,2.8145012664261433
92,D1 06:45,D1 07:00,2.8145012664261433,0.0,2.8145012664261433
93,D1 07:00,D1 07:15,2.8145012664261433,0.0,2.8145012664261433
94,D1 07:15,D1 07:30,2.8145012664261433,0.0,2.8145012664261433
95,D1 07:30,D1 07:45,2.8145012664259936,0.0,2.8145012664259936
96,D1 07:45,D1 08:00,2.8145012664262334,0.0,2.8145012664262334
