day,gstep,k,clock,price,co2,grid_kW,dch_kW,work_kW,soe_mcs,soe_cev1,soe_cev2,mcs_node,est_dig,est_load,est_trv,est_idle,unc_dig,unc_load,unc_trv,unc_idle,n_obs
2,53,13,D2 11:00,0.261,0.156127377,0.0,0.0,4.79,239.07894736842124,4.3261889369113256,NaN,2,4.791911303636259,3.0840706681926915,4.75073178731466,0.027713959765527603,0.06974504754118312,0.10192254276085577,0.12348080220812817,0.02137520314584143,53
2,54,14,D2 11:15,0.261,0.158874986,0.0,8.0,0.0,236.97368421052653,6.3261889369113256,NaN,2,4.791911303636259,3.0840706681926915,4.75073178731466,0.027713959765527603,0.06974504754118312,0.10192254276085577,0.12348080220812817,0.02137520314584143,54
2,55,15,D2 11:30,0.261,0.155246426,0.0,0.0,4.71,236.97368421052653,5.148688936911325,NaN,2,4.791911303636259,3.0840706681926915,4.75073178731466,0.027713959765527603,0.06974504754118312,0.10192254276085577,0.12348080220812817,0.02137520314584143,55
2,56,16,D2 11:45,0.261,0.147787556,0.0,0.0,4.79,236.97368421052653,3.9511889369113256,NaN,2,4.7827106874718135,3.0808726686829964,4.719573244593114,0.025680714333421163,0.062380029433914186,0.09209533966108156,0.11168644217189554,0.020391560649338083,56
2,57,17,D2 12:00,0.261,0.142853662,0.0,8.0,0.0,234.8684210526318,5.9511889369113256,NaN,2,4.7827106874718135,3.0808726686829964,4.719573244593114,0.025680714333421163,0.062380029433914186,0.09209533966108156,0.11168644217189554,0.020391560649338083,57
2,58,18,D2 12:15,0.261,0.150148781,0.0,3.5236478240218077,0.0,233.94114530946814,6.8321008929167775,NaN,2,4.7827106874718135,3.0808726686829964,4.719573244593114,0.025680714333421163,0.062380029433914186,0.09209533966108156,0.11168644217189554,0.020391560649338083,58
2,59,19,D2 12:30,0.261,0.142166138,0.0,0.0,0.0,233.94114530946814,6.8321008929167775,NaN,2,4.7827106874718135,3.0808726686829964,4.719573244593114,0.025680714333421163,0.062380029433914186,0.09209533966108156,0.11168644217189554,0.020391560649338083,59
2,60,20,D2 12:45,0.261,0.134292064,0.0,0.0,0.0,233.94114530946814,6.8321008929167775,NaN,2,4.7827106874718135,3.0808726686829964,4.719573244593114,0.025680714333421163,0.062380029433914186,0.09209533966108156,0.11168644217189554,0.020391560649338083,60
2,61,21,D2 13:00,0.261,0.126533506,0.0,7.974319285666581,0.0,231.84264023429273,8.825680714333423,NaN,2,4.7827106874718135,3.0808726686829964,4.719573244593114,0.025680714333421163,0.062380029433914186,0.09209533966108156,0.11168644217189554,0.020391560649338083,61
2,62,22,D2 13:15,0.261,0.136996378,0.0,8.0,0.0,229.737377076398,10.825680714333423,NaN,2,4.7827106874718135,3.0808726686829964,4.719573244593114,0.025680714333421163,0.062380029433914186,0.09209533966108156,0.11168644217189554,0.020391560649338083,62
2,63,23,D2 13:30,0.261,0.130425591,0.0,4.358532927936533,0.0,228.590394726941,11.915313946317557,NaN,2,4.7827106874718135,3.0808726686829964,4.719573244593114,0.025680714333421163,0.062380029433914186,0.09209533966108156,0.11168644217189554,0.020391560649338083,63
2,64,24,D2 13:45,0.261,0.124229477,0.0,8.0,0.0,226.48513156904627,13.915313946317557,NaN,2,4.786200474262003,3.0810036474207156,4.7270635316741645,0.029954863275115443,0.05502578684228663,0.0917013666731728,0.10683444405102309,0.020713092362753836,64
2,65,25,D2 14:00,0.387,0.120622693,0.0,0.0,4.79,226.48513156904627,12.717813946317557,NaN,2,4.786200474262003,3.0810036474207156,4.7270635316741645,0.029954863275115443,0.05502578684228663,0.0917013666731728,0.10683444405102309,0.020713092362753836,65
2,66,26,D2 14:15,0.387,0.126193867,0.0,0.0,4.79,226.48513156904627,11.520313946317557,NaN,2,4.786200474262003,3.0810036474207156,4.7270635316741645,0.029954863275115443,0.05502578684228663,0.0917013666731728,0.10683444405102309,0.020713092362753836,66
2,67,27,D2 14:30,0.387,0.126695016,0.0,0.0,4.79,226.48513156904627,10.322813946317558,NaN,2,4.786200474262003,3.0810036474207156,4.7270635316741645,0.029954863275115443,0.05502578684228663,0.0917013666731728,0.10683444405102309,0.020713092362753836,67
2,68,28,D2 14:45,0.387,0.123729362,0.0,0.0,4.71,226.48513156904627,9.145313946317557,NaN,2,4.786200474262003,3.0810036474207156,4.7270635316741645,0.029954863275115443,0.05502578684228663,0.0917013666731728,0.10683444405102309,0.020713092362753836,68
