Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A1R_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.367018249215561,Digging,Traveling,0.0,0.0,4.367018249215561,Digging,Traveling,0.0
2,08:15,5.04473684210517,1.2611842105262925,0.0,Charging,Serving CEV,0.0,0.0,4.282357668408671,Digging,Idle,-1.2611842105262925
3,08:30,-2.1227464230832993e-12,1.2611842105257618,4.282357668408671,Digging,Idle,0.0,0.0,4.303029593425177,Digging,Idle,-1.2611842105257618
4,08:45,0.0,1.2611842105257618,4.303029593425177,Digging,Idle,7.636847906367798,1.9092119765919495,0.0,Charging,Serving CEV,0.6480277660661877
5,09:00,7.999999999999997,3.2611842105257614,0.0,Charging,Serving CEV,0.0,1.9092119765919495,4.243406209328333,Digging,Idle,-1.3519722339338118
6,09:15,0.0,3.2611842105257614,4.243406209328333,Digging,Idle,-1.6342482922482304e-13,1.9092119765919087,3.722201019758783,Traveling,Idle,-1.3519722339338527
7,09:30,0.0,3.2611842105257614,3.722201019758783,Traveling,Idle,8.0,3.9092119765919087,0.0,Charging,Serving CEV,0.6480277660661473
8,09:45,8.0,5.261184210525761,0.0,Charging,Serving CEV,0.0,3.9092119765919087,4.153169249934159,Digging,Idle,-1.3519722339338527
9,10:00,0.0,5.261184210525761,4.153169249934159,Digging,Traveling,8.0,5.909211976591909,0.0,Charging,Serving CEV,0.6480277660661473
10,10:15,0.0,5.261184210525761,4.273312893817478,Digging,Charging (grid),0.0,5.909211976591909,4.273312893817478,Digging,Idle,0.6480277660661473
11,10:30,0.0,5.261184210525761,4.295138908084109,Digging,Charging (grid),0.0,5.909211976591909,4.295138908084109,Digging,Idle,0.6480277660661473
12,10:45,0.0,5.261184210525761,0.0,Idle,Charging (grid),8.0,7.909211976591909,0.0,Charging,Serving CEV,2.6480277660661473
13,11:00,0.0,5.261184210525761,4.374301284916125,Digging,Charging (grid),0.0,7.909211976591909,4.374301284916125,Digging,Traveling,2.6480277660661473
14,11:15,0.0,5.261184210525761,3.827436748612714,Traveling,Charging (grid),0.0,7.909211976591909,3.827436748612714,Traveling,Charging (grid),2.6480277660661473
15,11:30,0.0,5.261184210525761,4.35471334235815,Digging,Charging (grid),0.0,7.909211976591909,2.736592896007588,Loading/Swinging,Charging (grid),2.6480277660661473
16,11:45,0.0,5.261184210525761,4.315963615822609,Digging,Charging (grid),0.0,7.909211976591909,4.35471334235815,Digging,Charging (grid),2.6480277660661473
17,12:00,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,7.909211976591909,0.0,Idle,Charging (grid),2.6480277660661473
18,12:15,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,7.909211976591909,0.0,Idle,Charging (grid),2.6480277660661473
19,12:30,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,7.909211976591909,0.0,Idle,Charging (grid),2.6480277660661473
20,12:45,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,7.909211976591909,0.0,Idle,Charging (grid),2.6480277660661473
21,13:00,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,7.909211976591909,0.0,Idle,Charging (grid),2.6480277660661473
22,13:15,0.0,5.261184210525761,0.0,Idle,Traveling,0.0,7.909211976591909,0.0,Idle,Charging (grid),2.6480277660661473
23,13:30,8.0,7.261184210525761,0.0,Charging,Serving CEV,0.0,7.909211976591909,0.0,Idle,Charging (grid),0.6480277660661473
24,13:45,8.0,9.261184210525762,0.0,Charging,Serving CEV,0.0,7.909211976591909,0.0,Idle,Charging (grid),-1.3519722339338536
25,14:00,0.0,9.261184210525762,4.34108729357784,Digging,Idle,0.0,7.909211976591909,2.766492414438155,Loading/Swinging,Charging (grid),-1.3519722339338536
26,14:15,0.0,9.261184210525762,4.164603327846952,Digging,Idle,0.0,7.909211976591909,2.758068444856586,Loading/Swinging,Charging (grid),-1.3519722339338536
27,14:30,0.0,9.261184210525762,3.9161551410979514,Traveling,Idle,0.0,7.909211976591909,3.9161551410979514,Traveling,Charging (grid),-1.3519722339338536
28,14:45,8.0,11.261184210525762,0.0,Charging,Serving CEV,0.0,7.909211976591909,4.315963615822609,Digging,Traveling,-3.3519722339338536
29,15:00,0.0,11.261184210525762,2.736592896007588,Loading/Swinging,Idle,8.0,9.909211976591909,0.0,Charging,Serving CEV,-1.3519722339338536
30,15:15,0.0,11.261184210525762,2.766492414438155,Loading/Swinging,Idle,0.0,9.909211976591909,4.34108729357784,Digging,Idle,-1.3519722339338536
31,15:30,0.0,11.261184210525762,2.758068444856586,Loading/Swinging,Idle,0.0,9.909211976591909,2.781679146249345,Loading/Swinging,Idle,-1.3519722339338536
32,15:45,0.0,11.261184210525762,2.781679146249345,Loading/Swinging,Idle,0.41586969846495053,10.013179401208147,0.0,Charging,Serving CEV,-1.2480048093176155
33,16:00,8.0,13.261184210525762,0.0,Charging,Serving CEV,0.0,10.013179401208147,4.164603327846952,Digging,Idle,-3.2480048093176155
34,16:15,0.0,13.261184210525762,3.909446892767917,Traveling,Idle,0.0,10.013179401208147,3.909446892767917,Traveling,Idle,-3.2480048093176155
35,16:30,0.0,13.261184210525762,2.5855326771046263,Loading/Swinging,Idle,0.0,10.013179401208147,2.5855326771046263,Loading/Swinging,Idle,-3.2480048093176155
36,16:45,0.0,13.261184210525762,2.723965325503851,Loading/Swinging,Idle,0.0,10.013179401208147,2.723965325503851,Loading/Swinging,Idle,-3.2480048093176155
37,17:00,8.0,15.261184210525762,0.0,Charging,Serving CEV,5.4136365666316895,11.366588542866069,0.0,Charging,Serving CEV,-3.8945956676596936
38,17:15,8.0,17.261184210525762,0.0,Charging,Serving CEV,7.71507175965096,13.295356482778809,0.0,Charging,Serving CEV,-3.9658277277469534
39,17:30,8.0,19.261184210525762,0.0,Charging,Serving CEV,7.593943591597316,15.193842380678138,0.0,Charging,Serving CEV,-4.067341829847624
40,17:45,0.0,19.261184210525762,0.0,Idle,Idle,7.600318758336983,17.093922070262384,0.0,Charging,Serving CEV,-2.1672621402633787
41,18:00,8.0,21.261184210525762,0.0,Charging,Serving CEV,8.0,19.093922070262384,0.0,Charging,Serving CEV,-2.1672621402633787
42,18:15,8.0,23.261184210525762,0.0,Charging,Serving CEV,7.178930591666475,20.888654718179,0.0,Charging,Serving CEV,-2.372529492346761
43,18:30,0.0,23.261184210525762,0.0,Idle,Idle,0.0,20.888654718179,0.0,Idle,Idle,-2.372529492346761
44,18:45,7.273157894739047,25.079473684210523,0.0,Charging,Serving CEV,0.0,20.888654718179,0.0,Idle,Traveling,-4.190818966031522
45,19:00,0.0,25.079473684210523,0.0,Idle,Idle,0.0,20.888654718179,0.0,Idle,Idle,-4.190818966031522
46,19:15,0.0,25.079473684210523,0.0,Idle,Idle,0.0,20.888654718179,0.0,Idle,Idle,-4.190818966031522
47,19:30,0.0,25.079473684210523,0.0,Idle,Idle,0.0,20.888654718179,0.0,Idle,Idle,-4.190818966031522
48,19:45,0.0,25.079473684210523,0.0,Idle,Idle,0.0,20.888654718179,0.0,Idle,Idle,-4.190818966031522
49,20:00,0.0,25.079473684210523,0.0,Idle,Idle,0.0,20.888654718179,0.0,Idle,Idle,-4.190818966031522
50,20:15,0.0,25.079473684210523,0.0,Idle,Traveling,0.0,20.888654718179,0.0,Idle,Idle,-4.190818966031522
51,20:30,0.0,25.079473684210523,0.0,Idle,Idle,0.0,20.888654718179,0.0,Idle,Idle,-4.190818966031522
52,20:45,0.0,25.079473684210523,0.0,Idle,Idle,0.0,20.888654718179,0.0,Idle,Idle,-4.190818966031522
53,21:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,20.888654718179,0.0,Idle,Charging (grid),-4.190818966031522
54,21:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,20.888654718179,0.0,Idle,Charging (grid),-4.190818966031522
55,21:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,20.888654718179,0.0,Idle,Charging (grid),-4.190818966031522
56,21:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,20.888654718179,0.0,Idle,Charging (grid),-4.190818966031522
57,22:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,20.888654718179,0.0,Idle,Charging (grid),-4.190818966031522
58,22:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,20.888654718179,0.0,Idle,Charging (grid),-4.190818966031522
59,22:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,20.888654718179,0.0,Idle,Charging (grid),-4.190818966031522
