Time_Period,Clock,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A2S_minus_A1S_cum_kWh
1,08:00,0.0,0.0,4.917169885385958,Digging,Traveling,0.0,0.0,4.917169885385958,Digging,Traveling,0.0
2,08:15,5.175968300406273,1.2939920751015683,0.0,Charging,Serving CEV,-0.0,0.0,4.967090118906024,Digging,Idle,-1.2939920751015683
3,08:30,0.0,1.2939920751015683,4.967090118906024,Digging,Idle,0.0,0.0,4.8671498426615125,Digging,Idle,-1.2939920751015683
4,08:45,0.0,1.2939920751015683,4.8671498426615125,Digging,Idle,0.0,0.0,4.846747622549963,Digging,Idle,-1.2939920751015683
5,09:00,0.0,1.2939920751015683,4.846747622549963,Digging,Idle,8.000000000000071,2.0000000000000178,0.0,Charging,Serving CEV,0.7060079248984494
6,09:15,0.0,1.2939920751015683,4.732560554013656,Traveling,Idle,0.0,2.0000000000000178,4.732560554013656,Traveling,Idle,0.7060079248984494
7,09:30,8.0,3.2939920751015683,0.0,Charging,Serving CEV,0.0,2.0000000000000178,4.717690298720717,Digging,Idle,-1.2939920751015506
8,09:45,8.0,5.293992075101569,0.0,Charging,Serving CEV,7.394085344003208e-12,2.000000000001866,4.7305259843610505,Digging,Idle,-3.2939920750997027
9,10:00,0.0,5.293992075101569,4.717690298720717,Digging,Traveling,8.0,4.000000000001866,0.0,Charging,Serving CEV,-1.2939920750997027
10,10:15,0.0,5.293992075101569,4.7305259843610505,Digging,Charging (grid),8.0,6.000000000001866,0.0,Charging,Serving CEV,0.7060079249002973
11,10:30,0.0,5.293992075101569,4.788023817481726,Digging,Charging (grid),0.0,6.000000000001866,4.788023817481726,Digging,Idle,0.7060079249002973
12,10:45,0.0,5.293992075101569,4.880658634713983,Digging,Charging (grid),7.999999999999986,8.000000000001862,0.0,Charging,Serving CEV,2.706007924900293
13,11:00,0.0,5.293992075101569,0.0,Idle,Charging (grid),0.0,8.000000000001862,4.880658634713983,Digging,Traveling,2.706007924900293
14,11:15,0.0,5.293992075101569,4.4776155424053945,Traveling,Charging (grid),0.0,8.000000000001862,4.4776155424053945,Traveling,Charging (grid),2.706007924900293
15,11:30,0.0,5.293992075101569,4.777776117160995,Digging,Charging (grid),0.0,8.000000000001862,4.777776117160995,Digging,Charging (grid),2.706007924900293
16,11:45,0.0,5.293992075101569,4.752285683117001,Digging,Charging (grid),0.0,8.000000000001862,3.111413452885372,Loading/Swinging,Charging (grid),2.706007924900293
17,12:00,0.0,5.293992075101569,0.0,,Charging (grid),0.0,8.000000000001862,0.0,,Charging (grid),2.706007924900293
18,12:15,0.0,5.293992075101569,0.0,,Charging (grid),0.0,8.000000000001862,0.0,,Charging (grid),2.706007924900293
19,12:30,0.0,5.293992075101569,0.0,,Charging (grid),0.0,8.000000000001862,0.0,,Charging (grid),2.706007924900293
20,12:45,0.0,5.293992075101569,0.0,,Charging (grid),0.0,8.000000000001862,0.0,,Charging (grid),2.706007924900293
21,13:00,0.0,5.293992075101569,0.0,,Charging (grid),0.0,8.000000000001862,0.0,,Charging (grid),2.706007924900293
22,13:15,0.0,5.293992075101569,0.0,,Traveling,0.0,8.000000000001862,0.0,,Charging (grid),2.706007924900293
23,13:30,6.415709701149486,6.89791950038894,0.0,Charging,Serving CEV,0.0,8.000000000001862,0.0,,Traveling,1.1020804996129216
24,13:45,7.662331068360559,8.81350226747908,0.0,Charging,Serving CEV,8.0,10.000000000001862,0.0,Charging,Serving CEV,1.1864977325227812
25,14:00,0.0,8.81350226747908,4.552603911696518,Digging,Idle,0.0,10.000000000001862,4.752285683117001,Digging,Idle,1.1864977325227812
26,14:15,0.0,8.81350226747908,4.73046856733142,Digging,Idle,0.0,10.000000000001862,4.552603911696518,Digging,Idle,1.1864977325227812
27,14:30,7.278900974326217,10.633227511060635,0.0,Charging,Serving CEV,0.0,10.000000000001862,4.955408881847093,Traveling,Idle,-0.6332275110587737
28,14:45,0.0,10.633227511060635,4.955408881847093,Traveling,Idle,0.0,10.000000000001862,2.9836500557693224,Loading/Swinging,Idle,-0.6332275110587737
29,15:00,0.0,10.633227511060635,3.111413452885372,Loading/Swinging,Idle,8.0,12.000000000001862,0.0,Charging,Serving CEV,1.3667724889412263
30,15:15,0.0,10.633227511060635,2.9836500557693224,Loading/Swinging,Idle,0.0,12.000000000001862,4.73046856733142,Digging,Idle,1.3667724889412263
31,15:30,0.0,10.633227511060635,3.2265026025518977,Loading/Swinging,Idle,0.0,12.000000000001862,3.2265026025518977,Loading/Swinging,Idle,1.3667724889412263
32,15:45,7.712768362460388,12.561419601675732,0.0,Charging,Serving CEV,0.0,12.000000000001862,3.24219117361135,Loading/Swinging,Idle,-0.5614196016738706
33,16:00,0.0,12.561419601675732,3.24219117361135,Loading/Swinging,Idle,0.0,12.000000000001862,4.516110361207151,Traveling,Idle,-0.5614196016738706
34,16:15,0.0,12.561419601675732,4.516110361207151,Traveling,Idle,8.0,14.000000000001862,0.0,Charging,Serving CEV,1.4385803983261294
35,16:30,0.0,12.561419601675732,3.0550760823838696,Loading/Swinging,Idle,0.0,14.000000000001862,3.0550760823838696,Loading/Swinging,Idle,1.4385803983261294
36,16:45,0.0,12.561419601675732,3.1443065973062487,Loading/Swinging,Idle,0.0,14.000000000001862,3.1443065973062487,Loading/Swinging,Idle,1.4385803983261294
37,17:00,8.0,14.561419601675732,0.0,Charging,Serving CEV,8.0,16.00000000000186,0.0,Charging,Serving CEV,1.4385803983261294
38,17:15,6.932785048826949,16.29461586388247,0.0,Charging,Serving CEV,8.0,18.00000000000186,0.0,Charging,Serving CEV,1.7053841361193918
39,17:30,8.0,18.29461586388247,0.0,Charging,Serving CEV,7.999999999999997,20.00000000000186,0.0,Charging,Serving CEV,1.7053841361193918
40,17:45,8.0,20.29461586388247,0.0,Charging,Serving CEV,8.0,22.00000000000186,0.0,Charging,Serving CEV,1.7053841361193918
41,18:00,8.0,22.29461586388247,0.0,Charging,Serving CEV,7.340027145327123,23.835006786333643,0.0,Charging,Serving CEV,1.5403909224511736
42,18:15,6.371958681640684,23.88760553429264,0.0,Charging,Serving CEV,0.0,23.835006786333643,0.0,,Traveling,-0.05259874795899577
43,18:30,0.0,23.88760553429264,0.0,,Traveling,0.0,23.835006786333643,0.0,,Idle,-0.05259874795899577
44,18:45,0.0,23.88760553429264,0.0,,Idle,0.0,23.835006786333643,0.0,,Idle,-0.05259874795899577
45,19:00,0.0,23.88760553429264,0.0,,Idle,0.0,23.835006786333643,0.0,,Idle,-0.05259874795899577
46,19:15,0.0,23.88760553429264,0.0,,Idle,0.0,23.835006786333643,0.0,,Idle,-0.05259874795899577
47,19:30,0.0,23.88760553429264,0.0,,Idle,0.0,23.835006786333643,0.0,,Idle,-0.05259874795899577
48,19:45,0.0,23.88760553429264,0.0,,Idle,0.0,23.835006786333643,0.0,,Idle,-0.05259874795899577
49,20:00,0.0,23.88760553429264,0.0,,Idle,0.0,23.835006786333643,0.0,,Idle,-0.05259874795899577
50,20:15,0.0,23.88760553429264,0.0,,Idle,0.0,23.835006786333643,0.0,,Idle,-0.05259874795899577
51,20:30,0.0,23.88760553429264,0.0,,Idle,0.0,23.835006786333643,0.0,,Idle,-0.05259874795899577
52,20:45,0.0,23.88760553429264,0.0,,Idle,0.0,23.835006786333643,0.0,,Idle,-0.05259874795899577
53,21:00,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
54,21:15,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
55,21:30,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
56,21:45,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
57,22:00,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
58,22:15,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
59,22:30,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
60,22:45,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
61,23:00,0.0,23.88760553429264,0.0,,Idle,0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
62,23:15,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
63,23:30,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
64,23:45,0.0,23.88760553429264,0.0,,Idle,0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
65,00:00,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
66,00:15,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
67,00:30,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
68,00:45,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
69,01:00,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
70,01:15,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
71,01:30,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
72,01:45,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
73,02:00,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
74,02:15,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
75,02:30,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
76,02:45,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
77,03:00,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
78,03:15,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
79,03:30,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
80,03:45,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
81,04:00,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
82,04:15,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
83,04:30,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
84,04:45,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
85,05:00,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
86,05:15,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
87,05:30,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
88,05:45,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
89,06:00,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
90,06:15,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
91,06:30,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
92,06:45,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
93,07:00,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
94,07:15,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
95,07:30,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
96,07:45,0.0,23.88760553429264,0.0,,Charging (grid),0.0,23.835006786333643,0.0,,Charging (grid),-0.05259874795899577
