Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.78,Digging,Traveling,0.0,0.0,5.3659,Digging,Traveling,0.0,0.0,4.9634,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,4.9634,Digging,Idle,5.648315789473679,1.4120789473684197,0.1325,Charging,Serving CEV,0.0,0.0,4.5629,Digging,Idle,1.4120789473684197,0.0
3,08:30,8.0,2.0,0.0,Charging,Serving CEV,0.0,1.4120789473684197,4.8544,Digging,Idle,0.0,0.0,4.6773,Digging,Traveling,-0.5879210526315803,-2.0
4,08:45,0.0,2.0,4.8277,Digging,Idle,-9.646857576792087e-14,1.4120789473683955,5.4411,Digging,Idle,0.0,0.0,5.3659,Digging,Idle,-0.5879210526316045,-2.0
5,09:00,0.0,2.0,4.8277,Digging,Idle,7.9999999999997815,3.412078947368341,0.4689,Charging,Serving CEV,8.0,2.0,0.1325,Charging,Serving CEV,1.4120789473683408,0.0
6,09:15,0.0,2.0,6.1076,Traveling,Idle,0.0,3.412078947368341,4.78,Digging,Idle,-5.503153488461976e-12,1.9999999999986242,4.6559,Traveling,Idle,1.4120789473683408,-1.375788372115494e-12
7,09:30,8.0,4.0,0.0,Charging,Serving CEV,0.0,3.412078947368341,5.3364,Traveling,Idle,8.0,3.999999999998624,0.4879,Charging,Serving CEV,-0.5879210526316592,-1.375788372115494e-12
8,09:45,7.999999999999972,5.999999999999993,0.0,Charging,Serving CEV,8.0,5.412078947368341,1.3131,Charging,Serving CEV,7.999999999999993,5.999999999998622,0.0,Charging,Serving CEV,-0.5879210526316516,-1.3704593015972932e-12
9,10:00,0.0,5.999999999999993,4.2907,Digging,Idle,0.0,5.412078947368341,5.2098,Digging,Traveling,0.0,5.999999999998622,4.7653,Digging,Idle,-0.5879210526316516,-1.3704593015972932e-12
10,10:15,0.0,5.999999999999993,5.2098,Digging,Idle,0.0,5.412078947368341,4.2907,Digging,Charging (grid),0.0,5.999999999998622,4.7653,Digging,Idle,-0.5879210526316516,-1.3704593015972932e-12
