day,step,clock,status,objective,gap_percent,solve_time_s
1,1,08:00,TIME_LIMIT,96.1518287932884,39.25097300413732,1200.221918106079
1,2,08:15,TIME_LIMIT,69.84991986598088,14.35232267458558,1200.1069662570953
1,3,08:30,TIME_LIMIT,68.68533065476143,4.485492265959272,1200.134563446045
1,4,08:45,TIME_LIMIT,63.627622647619404,6.456987698164407,1200.1871316432953
1,5,09:00,TIME_LIMIT,64.36055868771587,5.384005217421073,1200.2374601364136
1,6,09:15,TIME_LIMIT,63.821646437743865,4.544674265501736,1200.1583046913147
1,7,09:30,TIME_LIMIT,63.50090765306884,3.3753673846359957,1200.1336026191711
1,8,09:45,OPTIMAL,63.44660198776316,0.9999148172314722,1003.1823987960815
1,9,10:00,OPTIMAL,63.19907240262592,0.9997793449616229,466.26695799827576
1,10,10:15,OPTIMAL,63.198873069233194,0.9990446138119083,203.69329977035522
1,11,10:30,OPTIMAL,63.32992277347285,0.9997490958474884,249.7330026626587
1,12,10:45,OPTIMAL,63.26157934958828,0.9991482403057348,165.9802849292755
1,13,11:00,OPTIMAL,65.44565143553415,0.9985450357074408,37.63312911987305
1,14,11:15,OPTIMAL,60.009425258801315,0.996355674453833,30.185930490493774
1,15,11:30,OPTIMAL,59.37781265929982,0.7422776498877052,22.018937826156616
1,16,11:45,OPTIMAL,57.95582435532538,0.0,14.15929913520813
1,17,12:00,OPTIMAL,59.31456579041956,0.9958349979539035,15.13722825050354
1,18,12:15,OPTIMAL,58.829322525980494,0.2817374457905684,13.516647100448608
1,19,12:30,OPTIMAL,58.83919204712328,0.8790712922276367,13.226692199707031
1,20,12:45,OPTIMAL,58.902339811441614,0.972712619056538,17.62130570411682
1,21,13:00,OPTIMAL,58.61373690945141,0.9984140984929357,11.794217348098755
1,22,13:15,OPTIMAL,57.52312423264086,0.8381023072980239,6.64201807975769
1,23,13:30,OPTIMAL,59.783004863598215,0.29436460562128913,1.5655248165130615
1,24,13:45,OPTIMAL,54.73272955793461,0.8554513953130594,2.100034475326538
1,25,14:00,OPTIMAL,54.478927500139086,0.23270288789337049,2.029564142227173
1,26,14:15,OPTIMAL,54.535480316462994,0.10002437245691992,1.6172430515289307
1,27,14:30,OPTIMAL,54.77944184959517,0.8019914329750003,1.010620355606079
1,28,14:45,OPTIMAL,54.56373503878494,0.6410411948369052,1.0342414379119873
1,29,15:00,OPTIMAL,54.121334358304225,0.9057665483185509,0.9977943897247314
1,30,15:15,OPTIMAL,53.85543808922706,0.03700106229834758,0.7582266330718994
1,31,15:30,OPTIMAL,54.26259624352217,5.2378086191917095e-14,0.5979056358337402
1,32,15:45,OPTIMAL,54.66144272188635,0.0,0.5118815898895264
1,33,16:00,OPTIMAL,54.07461394085297,0.0,0.3766357898712158
1,34,16:15,OPTIMAL,53.76185376332667,0.0,0.2651641368865967
1,35,16:30,OPTIMAL,53.744887267447666,0.0,0.3253898620605469
1,36,16:45,OPTIMAL,53.20860043933615,0.0,0.3102376461029053
1,37,17:00,OPTIMAL,53.24903355558522,1.3343767732768032e-14,0.23898911476135254
1,38,17:15,OPTIMAL,52.99699109232659,0.0,0.2846806049346924
1,39,17:30,OPTIMAL,52.74494862906799,0.0,0.3156559467315674
1,40,17:45,OPTIMAL,52.49290616580936,0.0,0.31702494621276855
1,41,18:00,OPTIMAL,52.24086370255071,0.0,0.2328779697418213
1,42,18:15,OPTIMAL,51.98882123929208,0.0,0.2962493896484375
1,43,18:30,OPTIMAL,51.988821239292086,0.0,0.2578423023223877
1,44,18:45,OPTIMAL,51.98882123929209,0.0,0.04735112190246582
1,45,19:00,OPTIMAL,46.98882123929209,0.0,0.05169844627380371
1,46,19:15,OPTIMAL,46.98882123929209,0.0,0.049355506896972656
1,47,19:30,OPTIMAL,46.98882123929209,0.0,0.04871654510498047
1,48,19:45,OPTIMAL,46.98882123929209,0.0,0.046868085861206055
1,49,20:00,OPTIMAL,46.98882123929209,0.0,0.045584678649902344
1,50,20:15,OPTIMAL,46.98882123929209,0.0,0.045960187911987305
1,51,20:30,OPTIMAL,46.98882123929209,0.0,0.0456700325012207
1,52,20:45,OPTIMAL,46.98882123929209,0.0,0.04222607612609863
1,53,21:00,OPTIMAL,46.98882123929209,0.0,0.042591094970703125
1,54,21:15,OPTIMAL,46.79217950362597,0.0,0.04107785224914551
1,55,21:30,OPTIMAL,46.59551324971768,0.0,0.03991413116455078
1,56,21:45,OPTIMAL,46.398733431864855,0.0,0.03881478309631348
1,57,22:00,OPTIMAL,46.20161583540178,0.0,0.03725695610046387
1,58,22:15,OPTIMAL,46.00427122456596,0.0,0.036249399185180664
1,59,22:30,OPTIMAL,45.80642676441745,0.0,0.0360867977142334
1,60,22:45,OPTIMAL,45.60822248923338,0.0,0.037152767181396484
1,61,23:00,OPTIMAL,45.40985164163618,0.0,0.032659292221069336
1,62,23:15,OPTIMAL,45.21134444417473,0.0,0.03158307075500488
1,63,23:30,OPTIMAL,45.01298699234447,0.0,0.031038284301757812
1,64,23:45,OPTIMAL,44.81450233437297,0.0,0.03084397315979004
1,65,00:00,OPTIMAL,44.615726946318254,0.0,0.029328107833862305
1,66,00:15,OPTIMAL,44.47902285917908,0.0,0.02847886085510254
1,67,00:30,OPTIMAL,44.343253254372954,0.0,0.027092456817626953
1,68,00:45,OPTIMAL,44.207431933612845,0.0,0.02754378318786621
1,69,01:00,OPTIMAL,44.071609760986085,0.0,0.02647089958190918
1,70,01:15,OPTIMAL,43.935842166535856,0.0,0.025986433029174805
1,71,01:30,OPTIMAL,43.7999813115768,0.0,0.024213552474975586
1,72,01:45,OPTIMAL,43.664040927359366,0.0,0.023143768310546875
1,73,02:00,OPTIMAL,43.528091492969835,0.0,0.02186727523803711
1,74,02:15,OPTIMAL,43.392173639593956,0.0,0.020793914794921875
1,75,02:30,OPTIMAL,43.256243839229846,0.0,0.02074432373046875
