Time_Period,MCS_1_A1R_kWh,MCS_1_A2R_kWh
1,250.0,250.0
2,247.5,247.5
3,247.5,247.5
4,245.39473684210526,247.5
5,245.39473684210526,247.5
6,245.39473684210526,245.39473684210526
7,245.39473684210526,245.39473684210526
8,245.39473684210526,245.39473684210526
9,243.28947368421052,245.39473684210526
10,243.28947368421055,245.39473684210526
11,241.1842105263158,243.28947368421052
12,241.1842105263158,243.28947368421055
13,239.54410566555592,243.28947368421055
14,239.54410566555595,243.28947368421055
15,239.54410566555595,241.1842105263158
16,239.54410566555595,241.1842105263158
17,239.54410566555595,241.1842105263158
18,239.3994114604883,241.1842105263158
19,237.29414830259356,239.07894736842107
20,235.18888514469882,236.97368421052633
21,233.08362198680408,236.74453213717257
22,233.08362198680408,236.74453213717257
23,233.08362198680408,234.63926897927783
24,233.08362198680408,233.28243187003872
25,233.08362198680408,231.17716871214398
26,233.08362198680408,231.17716871214398
27,233.08362198680408,231.17716871214398
28,230.99158181720156,231.17716871214398
29,230.99158181720156,231.17716871214398
30,230.99158181720156,229.07190555424924
31,230.99158181720156,229.07190555424924
32,230.99158181720156,229.07190555424924
33,228.88631865930682,229.07190555424924
34,228.88631865930682,229.07190555424924
35,228.88631865930682,228.37119505971566
36,228.88631865930682,226.26593190182092
37,228.88631865930682,226.26593190182092
38,228.88631865930682,224.16066874392618
39,228.38703854859926,222.07124907491502
40,226.28177539070452,219.571249074915
41,224.17651223280978,219.571249074915
42,222.07124907491504,219.571249074915
43,219.57124907491504,219.571249074915
44,219.57124907491504,219.571249074915
45,219.57124907491504,219.571249074915
46,219.57124907491504,219.571249074915
47,219.57124907491504,219.571249074915
48,219.57124907491504,219.571249074915
49,219.57124907491504,219.571249074915
50,219.57124907491504,219.571249074915
51,219.57124907491504,219.571249074915
52,219.57124907491504,219.571249074915
53,219.57124907491504,219.571249074915
54,220.2628115959397,220.26281159593967
55,220.95437411696435,220.95437411696432
56,221.64593663798902,221.645936637989
57,222.33749915901367,222.33749915901365
58,223.02906168003835,223.02906168003832
59,223.720624201063,223.72062420106298
60,224.41218672208768,224.41218672208765
61,225.10374924311233,225.1037492431123
62,225.795311764137,225.79531176413698
63,226.48687428516166,226.48687428516163
64,227.17843680618634,227.1784368061863
65,227.86999932721073,227.86999932721093
66,228.56156184823539,228.56156184823558
67,229.25312436926004,229.25312436926026
68,229.94468689028471,229.9446868902849
69,230.63624941130936,230.6362494113096
70,231.32781193233404,231.32781193233424
71,232.0193744533587,232.01937445335892
72,232.71093697438337,232.71093697438357
73,233.40249949540802,233.40249949540825
74,234.0940620164327,234.0940620164329
75,234.78562453745735,234.78562453745758
76,235.47718705848203,235.47718705848223
77,236.16874957950668,236.1687495795069
78,236.86031210053136,236.86031210053156
79,237.551874621556,237.55187462155624
80,238.2434371425807,238.2434371425809
81,238.93499966360534,238.93499966360557
82,239.62656218463002,239.62656218463022
83,240.31812470565467,240.3181247056549
84,241.00968722667935,241.00968722667955
85,241.701249747704,241.70124974770422
86,242.39281226872868,242.39281226872887
87,243.08437478975333,243.08437478975355
88,243.775937310778,243.7759373107782
89,244.46749983180268,244.46749983180288
90,245.15906235282733,245.1590623528274
91,245.850624873852,245.85062487385204
92,246.54218739487666,246.5421873948767
93,247.23374991590134,247.23374991590134
94,247.925312436926,247.92531243692602
95,248.61687495795067,248.61687495795064
96,249.30843747897532,249.30843747897532
97,250.0,250.0
98,247.5,247.5
99,247.5,247.5
100,245.39473684210526,247.5
101,245.39473684210526,247.5
102,245.39473684210526,246.06916702094463
103,245.39473684210526,246.06916702094466
104,243.28947368421052,246.06916702094466
105,243.28947368421055,246.06916702094466
106,243.28947368421274,246.06916702094466
107,241.184210526318,245.02189038675928
108,241.18421052631803,245.02189038675928
109,241.18421052631803,245.02189038675928
110,241.18421052631803,245.02189038675928
111,241.18421052631803,245.02189038675928
112,241.18421052631803,244.29271117788454
113,241.18421052631803,244.29271117788454
114,239.60004216071815,242.1874480199898
115,239.60004216071815,242.1874480199898
116,237.49477900282335,242.1874480199898
117,236.9570947922971,240.08218486209506
118,235.3895158449287,237.97692170420032
119,233.28425268703396,236.53304380629487
120,232.74656847650763,236.53304380629487
121,232.74656847650763,234.42778064840013
122,232.74656847650763,234.42778064840013
