Time_Period,Clock,A0_Charging_kW,A0_Discharging_kW,A1S_Charging_kW,A1S_Discharging_kW,A2S_Charging_kW,A2S_Discharging_kW
1,08:00,0.0,0.0,0.0,0.0,0.0,0.0
2,08:15,0.0,0.0,0.0,0.0,0.0,0.0
3,08:30,0.0,8.0,0.0,7.999999999999801,0.0,0.0
4,08:45,-0.0,0.0,0.0,0.0,0.0,0.0
5,09:00,-0.0,0.0,0.0,4.995263157144181,0.0,8.0
6,09:15,-0.0,0.0,0.0,0.0,0.0,0.0
7,09:30,-0.0,8.0,0.0,0.0,0.0,7.999999978424337
8,09:45,-0.0,7.999999999999972,0.0,8.000000000000068,0.0,5.965157917448052
9,10:00,-0.0,0.0,0.0,0.0,0.0,0.0
10,10:15,-0.0,0.0,0.959925106951767,0.0,1.7870149724145081,0.0
11,10:30,-0.0,0.0,1.8755964119562343,0.0,1.8053494333358804,0.0
12,10:45,-0.0,8.0,2.0599858670852065,0.0,1.8736851909992098,0.0
13,11:00,-0.0,0.0,2.109155880473195,0.0,1.8736851909992098,0.0
14,11:15,-0.0,0.0,2.109155880473195,0.0,1.89934364014435,0.0
15,11:30,-0.0,0.0,2.109155880473195,0.0,1.9135340999663484,0.0
16,11:45,-0.0,0.0,2.109155880473195,0.0,1.9268531391821033,0.0
17,12:00,-0.0,8.0,2.109155880473195,0.0,1.9268531391821033,0.0
18,12:15,-0.0,8.0,2.109155880473195,0.0,1.9268531391821033,0.0
19,12:30,-0.0,0.0,2.109155880473195,0.0,1.9268531391821013,0.0
20,12:45,1.9788970590799921,0.0,2.109155880473195,0.0,1.9268531391821015,0.0
21,13:00,1.9788970590799921,0.0,0.0,0.0,1.9268531391821033,0.0
22,13:15,1.9788970590799921,0.0,0.0,1.9967756240588916,0.0,0.0
23,13:30,1.9788970590799921,0.0,0.0,7.894906546102162,0.0,8.0
24,13:45,1.9788970590799921,0.0,0.0,7.584478602836729,0.0,8.0
25,14:00,1.9788970590799921,0.0,0.0,0.0,0.0,0.0
26,14:15,1.9788970590799921,0.0,0.0,0.0,0.0,0.0
27,14:30,1.9788970590799921,0.0,0.0,6.92692217879806,0.0,0.0
28,14:45,1.9788970590799921,0.0,0.0,0.0,0.0,0.0
29,15:00,1.9788970590799921,0.0,0.0,0.0,0.0,8.0
30,15:15,1.9788970590799921,0.0,0.0,0.0,0.0,0.0
31,15:30,1.9788970590799921,0.0,0.0,0.0,0.0,0.0
32,15:45,1.9788970590799921,0.0,0.0,8.0,0.0,3.203467410624757
33,16:00,-0.0,0.0,0.0,7.0590040958527345,0.0,0.0
34,16:15,-0.0,8.0,0.0,0.0,0.0,0.0
35,16:30,-0.0,0.0,0.0,0.0,0.0,0.0
36,16:45,-0.0,0.0,0.0,0.0,0.0,0.0
37,17:00,-0.0,5.799411961722543,0.0,4.166473468639331,0.0,8.0
38,17:15,-0.0,0.0,0.0,8.0,0.0,8.0
39,17:30,-0.0,0.0,0.0,8.0,0.0,8.0
40,17:45,-0.0,8.0,0.0,6.938606659545296,0.0,8.0
41,18:00,-0.0,8.0,0.0,8.0,0.0,8.0
42,18:15,-0.0,8.0,0.0,7.21375754423446,0.0,5.718920730003006
43,18:30,-0.0,8.0,0.0,0.0,0.0,0.0
44,18:45,-0.0,8.0,0.0,0.0,0.0,0.0
45,19:00,-0.0,0.0,0.0,0.0,0.0,0.0
46,19:15,-0.0,0.0,0.0,0.0,0.0,0.0
47,19:30,-0.0,0.0,0.0,0.0,0.0,0.0
48,19:45,-0.0,0.0,0.0,0.0,0.0,0.0
49,20:00,-0.0,0.0,-0.0,0.0,-0.0,0.0
50,20:15,-0.0,0.0,-0.0,0.0,-0.0,0.0
51,20:30,-0.0,0.0,-0.0,0.0,-0.0,0.0
52,20:45,-0.0,0.0,0.0,0.0,0.0,0.0
53,21:00,1.9788970590799921,0.0,2.109155880473195,0.0,1.9268531391821033,0.0
54,21:15,1.9788970590799921,0.0,2.109155880473195,0.0,1.9268531391821033,0.0
55,21:30,1.9788970590799921,0.0,2.109155880473195,0.0,1.9268531391821033,0.0
56,21:45,1.9788970590799921,0.0,2.109155880473195,0.0,1.9268531391821033,0.0
57,22:00,1.9788970590799921,0.0,2.109155880473195,0.0,1.9268531391821033,0.0
58,22:15,1.9788970590799921,0.0,2.109155880473195,0.0,1.9268531391821033,0.0
59,22:30,1.9788970590799921,0.0,2.109155880473195,0.0,1.9268531391821033,0.0
60,22:45,1.9788970590799921,0.0,2.109155880473195,0.0,1.9268531391821033,0.0
61,23:00,1.9788970590799921,0.0,2.109155880473195,0.0,1.4969919564974605,0.0
62,23:15,1.9788970590799921,0.0,2.109155880473195,0.0,1.9268531391821033,0.0
63,23:30,1.9788970590799921,0.0,2.109155880473195,0.0,1.926853139182185,0.0
64,23:45,1.9788970590799921,0.0,1.4169752608014934,0.0,0.0,0.0
65,00:00,1.9788970590799921,0.0,2.109155880473195,0.0,1.926853139182185,0.0
66,00:15,1.9788970590799921,0.0,2.109155880473195,0.0,1.926853139182185,0.0
67,00:30,1.9788970590799921,0.0,2.109155880473195,0.0,1.926853139182185,0.0
68,00:45,1.9788970590799921,0.0,2.109155880473195,0.0,1.926853139182185,0.0
69,01:00,1.9788970590799921,0.0,2.109155880473195,0.0,1.926853139182185,0.0
70,01:15,1.9788970590799921,0.0,2.109155880473195,0.0,1.926853139182185,0.0
71,01:30,1.9788970590799921,0.0,2.109155880473195,0.0,1.926853139182185,0.0
72,01:45,1.9788970590799921,0.0,2.109155880473195,0.0,1.926853139182185,0.0
73,02:00,1.9788970590799921,0.0,2.109155880473195,0.0,1.926853139182185,0.0
74,02:15,1.9788970590799921,0.0,2.109155880473195,0.0,1.926853139182185,0.0
