Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.3278288233317745,Digging,Traveling,0.0,0.0,4.3278288233317745,Digging,Traveling,0.0,0.0,4.3278288233317745,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,4.322149008793972,Digging,Idle,0.0,0.0,2.782703282807287,Loading/Swinging,Idle,0.0,0.0,4.322149008793972,Digging,Traveling,0.0,0.0
3,08:30,7.999999999999999,1.9999999999999998,0.0,Charging,Serving CEV,0.0,0.0,4.322149008793972,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,-1.9999999999999998,2.220446049250313e-16
4,08:45,0.0,1.9999999999999998,4.313396993516716,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,0.0,2.0,4.313396993516716,Digging,Idle,2.220446049250313e-16,2.220446049250313e-16
5,09:00,0.0,1.9999999999999998,4.341484847374316,Digging,Idle,0.0,2.0,4.313396993516716,Digging,Idle,0.0,2.0,4.341484847374316,Digging,Idle,2.220446049250313e-16,2.220446049250313e-16
6,09:15,8.0,4.0,0.0,Charging,Serving CEV,0.0,2.0,3.9204152686098195,Traveling,Idle,0.0,2.0,3.9204152686098195,Traveling,Idle,-2.0,-2.0
7,09:30,4.178947368421149,5.044736842105287,0.0,Charging,Serving CEV,7.999999999997994,3.999999999999498,0.0,Charging,Serving CEV,0.0,2.0,4.359487800494295,Digging,Idle,-1.044736842105789,-3.044736842105287
8,09:45,0.0,5.044736842105287,3.9204152686098195,Traveling,Idle,0.0,3.999999999999498,4.341484847374316,Digging,Idle,8.0,4.0,0.0,Charging,Serving CEV,-1.044736842105789,-1.0447368421052872
9,10:00,0.0,5.044736842105287,2.782703282807287,Loading/Swinging,Idle,8.0,5.999999999999498,0.0,Charging,Serving CEV,0.0,4.0,4.201532430320169,Digging,Idle,0.955263157894211,-1.0447368421052872
10,10:15,0.0,5.044736842105287,4.359487800494295,Digging,Idle,0.0,5.999999999999498,2.784053244618469,Loading/Swinging,Idle,0.0,4.0,4.2812635594936355,Digging,Idle,0.955263157894211,-1.0447368421052872
11,10:30,0.0,5.044736842105287,4.201532430320169,Digging,Idle,0.0,5.999999999999498,4.359487800494295,Digging,Idle,8.0,6.0,0.0,Charging,Serving CEV,0.955263157894211,0.9552631578947128
12,10:45,8.0,7.044736842105287,0.0,Charging,Serving CEV,7.527915020577627,7.881978755143905,0.0,Charging,Serving CEV,8.0,8.0,0.0,Charging,Serving CEV,0.8372419130386177,0.9552631578947128
13,11:00,0.0,7.044736842105287,4.2812635594936355,Digging,Idle,0.0,7.881978755143905,4.201532430320169,Digging,Traveling,0.0,8.0,4.221209231158144,Digging,Traveling,0.8372419130386177,0.9552631578947128
14,11:15,0.0,7.044736842105287,3.86617050967792,Traveling,Idle,0.0,7.881978755143905,3.86617050967792,Traveling,Charging (grid),0.0,8.0,3.86617050967792,Traveling,Charging (grid),0.8372419130386177,0.9552631578947128
15,11:30,0.0,7.044736842105287,4.221209231158144,Digging,Idle,0.0,7.881978755143905,4.2812635594936355,Digging,Charging (grid),0.0,8.0,4.232047346004744,Digging,Charging (grid),0.8372419130386177,0.9552631578947128
16,11:45,0.0,7.044736842105287,4.232047346004744,Digging,Idle,0.0,7.881978755143905,4.221209231158144,Digging,Charging (grid),0.0,8.0,4.266288430947524,Digging,Charging (grid),0.8372419130386177,0.9552631578947128
17,12:00,8.0,9.044736842105287,0.0,Charging,Serving CEV,0.0,7.881978755143905,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-1.1627580869613823,-1.0447368421052872
18,12:15,8.0,11.044736842105287,0.0,Charging,Serving CEV,0.0,7.881978755143905,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-3.1627580869613823,-3.044736842105287
19,12:30,0.0,11.044736842105287,0.0,,Traveling,0.0,7.881978755143905,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-3.1627580869613823,-3.044736842105287
20,12:45,0.0,11.044736842105287,0.0,,Charging (grid),0.0,7.881978755143905,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-3.1627580869613823,-3.044736842105287
21,13:00,0.0,11.044736842105287,0.0,,Charging (grid),0.0,7.881978755143905,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-3.1627580869613823,-3.044736842105287
22,13:15,0.0,11.044736842105287,0.0,,Charging (grid),0.0,7.881978755143905,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-3.1627580869613823,-3.044736842105287
23,13:30,0.0,11.044736842105287,0.0,,Charging (grid),0.0,7.881978755143905,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-3.1627580869613823,-3.044736842105287
24,13:45,0.0,11.044736842105287,0.0,,Charging (grid),0.0,7.881978755143905,0.0,,Charging (grid),0.0,8.0,0.0,,Charging (grid),-3.1627580869613823,-3.044736842105287
25,14:00,0.0,11.044736842105287,4.266288430947524,Digging,Charging (grid),0.0,7.881978755143905,4.232047346004744,Digging,Charging (grid),0.0,8.0,2.782703282807287,Loading/Swinging,Charging (grid),-3.1627580869613823,-3.044736842105287
26,14:15,0.0,11.044736842105287,4.340922673012855,Digging,Charging (grid),0.0,7.881978755143905,4.266288430947524,Digging,Charging (grid),0.0,8.0,4.340922673012855,Digging,Charging (grid),-3.1627580869613823,-3.044736842105287
27,14:30,0.0,11.044736842105287,3.8991672994482913,Traveling,Charging (grid),0.0,7.881978755143905,3.8991672994482913,Traveling,Charging (grid),0.0,8.0,3.8991672994482913,Traveling,Charging (grid),-3.1627580869613823,-3.044736842105287
28,14:45,0.0,11.044736842105287,4.304019341889742,Digging,Charging (grid),0.0,7.881978755143905,4.340922673012855,Digging,Traveling,0.0,8.0,2.784053244618469,Loading/Swinging,Traveling,-3.1627580869613823,-3.044736842105287
29,15:00,0.0,11.044736842105287,0.0,Idle,Charging (grid),2.363791031645564,8.472926513055295,0.0,Charging,Serving CEV,8.0,10.0,0.0,Charging,Serving CEV,-2.571810329049992,-1.0447368421052872
30,15:15,0.0,11.044736842105287,2.784053244618469,Loading/Swinging,Charging (grid),0.0,8.472926513055295,4.304019341889742,Digging,Idle,0.0,10.0,2.698272736583895,Loading/Swinging,Idle,-2.571810329049992,-1.0447368421052872
31,15:30,0.0,11.044736842105287,2.698272736583895,Loading/Swinging,Charging (grid),0.0,8.472926513055295,2.698272736583895,Loading/Swinging,Idle,0.0,10.0,4.304019341889742,Digging,Idle,-2.571810329049992,-1.0447368421052872
32,15:45,0.0,11.044736842105287,2.6756074368211356,Loading/Swinging,Charging (grid),6.876844765148795,10.192137704342494,0.0,Charging,Serving CEV,0.0,10.0,2.6756074368211356,Loading/Swinging,Idle,-0.8525991377627928,-1.0447368421052872
33,16:00,0.0,11.044736842105287,3.9178765950308803,Traveling,Traveling,0.0,10.192137704342494,2.6756074368211356,Loading/Swinging,Idle,8.0,12.0,0.0,Charging,Serving CEV,-0.8525991377627928,0.9552631578947128
34,16:15,7.999999999999972,13.04473684210528,0.0,Charging,Serving CEV,0.0,10.192137704342494,3.9178765950308803,Traveling,Idle,0.0,12.0,3.9178765950308803,Traveling,Idle,-2.8525991377627857,-1.04473684210528
35,16:30,0.0,13.04473684210528,2.7475784599651094,Loading/Swinging,Idle,0.0,10.192137704342494,2.7475784599651094,Loading/Swinging,Idle,0.0,12.0,2.7475784599651094,Loading/Swinging,Idle,-2.8525991377627857,-1.04473684210528
36,16:45,0.0,13.04473684210528,2.7724164878509807,Loading/Swinging,Idle,0.0,10.192137704342494,2.7724164878509807,Loading/Swinging,Idle,0.0,12.0,2.7724164878509807,Loading/Swinging,Idle,-2.8525991377627857,-1.04473684210528
37,17:00,0.0,13.04473684210528,0.0,,Idle,8.0,12.192137704342494,0.0,Charging,Serving CEV,8.0,14.0,0.0,Charging,Serving CEV,-0.8525991377627857,0.9552631578947199
38,17:15,0.0,13.04473684210528,0.0,,Idle,8.0,14.192137704342494,0.0,Charging,Serving CEV,8.0,16.0,0.0,Charging,Serving CEV,1.1474008622372143,2.95526315789472
39,17:30,0.0,13.04473684210528,0.0,,Idle,7.9999999999999964,16.192137704342493,0.0,Charging,Serving CEV,8.0,18.0,0.0,Charging,Serving CEV,3.1474008622372125,4.95526315789472
40,17:45,0.0,13.04473684210528,0.0,,Idle,4.193407096221758,17.240489478397933,0.0,Charging,Serving CEV,8.0,20.0,0.0,Charging,Serving CEV,4.195752636292653,6.95526315789472
41,18:00,0.0,13.04473684210528,0.0,,Idle,8.0,19.240489478397933,0.0,Charging,Serving CEV,3.7640966397386117,20.941024159934653,0.0,Charging,Serving CEV,6.195752636292653,7.896287317829373
42,18:15,0.0,13.04473684210528,0.0,,Idle,7.358241731777798,21.080049911342382,0.0,Charging,Serving CEV,0.0,20.941024159934653,0.0,,Traveling,8.035313069237102,7.896287317829373
43,18:30,0.0,13.04473684210528,0.0,,Idle,0.0,21.080049911342382,0.0,,Traveling,0.0,20.941024159934653,0.0,,Idle,8.035313069237102,7.896287317829373
44,18:45,8.0,15.04473684210528,0.0,Charging,Serving CEV,0.0,21.080049911342382,0.0,,Idle,0.0,20.941024159934653,0.0,,Idle,6.035313069237102,5.896287317829373
45,19:00,8.0,17.04473684210528,0.0,Charging,Serving CEV,0.0,21.080049911342382,0.0,,Idle,0.0,20.941024159934653,0.0,,Idle,4.035313069237102,3.8962873178293727
46,19:15,0.0,17.04473684210528,0.0,,Idle,0.0,21.080049911342382,0.0,,Idle,0.0,20.941024159934653,0.0,,Idle,4.035313069237102,3.8962873178293727
47,19:30,8.0,19.04473684210528,0.0,Charging,Serving CEV,0.0,21.080049911342382,0.0,,Idle,0.0,20.941024159934653,0.0,,Idle,2.0353130692371018,1.8962873178293727
48,19:45,8.0,21.04473684210528,0.0,Charging,Serving CEV,0.0,21.080049911342382,0.0,,Idle,0.0,20.941024159934653,0.0,,Idle,0.03531306923710176,-0.10371268217062735
49,20:00,0.13894736842113645,21.079473684210566,0.0,Charging,Serving CEV,0.0,21.080049911342382,0.0,,Idle,0.0,20.941024159934653,0.0,,Idle,0.0005762271318161538,-0.13844952427591295
50,20:15,8.0,23.079473684210566,0.0,Charging,Serving CEV,0.0,21.080049911342382,0.0,,Idle,0.0,20.941024159934653,0.0,,Idle,-1.9994237728681838,-2.138449524275913
51,20:30,7.999999999999958,25.079473684210555,0.0,Charging,Serving CEV,0.0,21.080049911342382,0.0,,Idle,0.0,20.941024159934653,0.0,,Idle,-3.999423772868173,-4.138449524275902
52,20:45,0.0,25.079473684210555,0.0,,Traveling,0.0,21.080049911342382,0.0,,Idle,0.0,20.941024159934653,0.0,,Idle,-3.999423772868173,-4.138449524275902
53,21:00,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
54,21:15,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
55,21:30,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
56,21:45,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
57,22:00,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
58,22:15,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
59,22:30,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
60,22:45,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Idle,0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
61,23:00,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Idle,0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
62,23:15,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Idle,0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
63,23:30,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Idle,0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
64,23:45,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Idle,0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
65,00:00,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
66,00:15,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
67,00:30,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
68,00:45,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
69,01:00,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
70,01:15,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
71,01:30,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
72,01:45,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
73,02:00,0.0,25.079473684210555,0.0,,Charging (grid),0.0,21.080049911342382,0.0,,Charging (grid),0.0,20.941024159934653,0.0,,Charging (grid),-3.999423772868173,-4.138449524275902
