mode,approach,total_energy_kWh,total_cost_USD,total_co2_kg,nc_peak_kW,op_peak_kW,missed_h,shortfall_kWh
high,A0,144.3866366246,46.058909220802754,37.082349038180894,2.5262627735297,0.0,1.2828137784201092,0.09828947368415086
high,A1S,150.90786715762871,47.67521348765261,39.57406500790151,2.8566485194644784,0.0,0.2928427373788961,0.0
high,A2S,152.44413652822894,48.35673753059581,39.957914675988235,2.8456526289146735,0.0,0.0023429103692276243,0.0
