day,step,clock,status,objective,gap_percent,solve_time_s
1,1,08:00,TIME_LIMIT,98.59006076174676,40.464751875852976,1200.176754951477
1,2,08:15,TIME_LIMIT,68.53995935707421,12.320277262085572,1200.259118795395
1,3,08:30,TIME_LIMIT,64.73177028710663,7.502843008827069,1200.130648612976
1,4,08:45,TIME_LIMIT,64.29656443535883,5.348303728234835,1200.148687362671
1,5,09:00,TIME_LIMIT,64.96088847245393,5.948651270815722,1200.1393468379974
1,6,09:15,TIME_LIMIT,63.814701101637745,4.753781725348093,1200.1413583755493
1,7,09:30,TIME_LIMIT,63.952925059608184,2.8455994824449404,1200.1424612998962
1,8,09:45,OPTIMAL,63.96532657727146,0.9999958952513419,455.44538497924805
1,9,10:00,OPTIMAL,63.7239766592879,0.9994569106665333,570.652783870697
1,10,10:15,OPTIMAL,64.34133367656753,0.9999937726916983,344.35766220092773
1,11,10:30,OPTIMAL,63.59763253941568,0.9998979273641642,311.1394090652466
1,12,10:45,OPTIMAL,64.98580674953077,0.9991864978762529,139.49239945411682
1,13,11:00,OPTIMAL,65.00990172078816,0.9998703456631133,300.25286889076233
1,14,11:15,OPTIMAL,64.1702036119922,0.9998509185832196,141.20176458358765
1,15,11:30,OPTIMAL,64.34337668410738,0.9998242634404424,111.57393860816956
1,16,11:45,OPTIMAL,64.14693074259024,0.6651794109527894,105.11805629730225
1,17,12:00,OPTIMAL,64.31183644826783,0.9949653912727733,81.17964243888855
1,18,12:15,OPTIMAL,63.78234485817051,0.0,33.30620193481445
1,19,12:30,OPTIMAL,63.81749072260716,0.7942287280033482,1.3786380290985107
1,20,12:45,OPTIMAL,59.288386036781375,0.9957348952680606,16.720436573028564
1,21,13:00,OPTIMAL,58.86499827008101,0.6176507298531576,6.343400239944458
1,22,13:15,OPTIMAL,58.81122321329498,0.9222753629577026,4.578670501708984
1,23,13:30,OPTIMAL,58.544708960867325,0.7126875040013297,1.533008337020874
1,24,13:45,OPTIMAL,58.50902959199457,0.9683331858420475,1.6900675296783447
1,25,14:00,OPTIMAL,58.306557795435346,0.7514873647140253,4.31787633895874
1,26,14:15,OPTIMAL,58.19929908169777,0.8969148868536071,1.0107243061065674
1,27,14:30,OPTIMAL,57.822963609571005,0.44166121442500333,1.069171667098999
1,28,14:45,OPTIMAL,57.89404531942952,0.5037050455424822,1.4097232818603516
