Time_Period,Clock,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A2S_minus_A1S_cum_kWh
1,08:00,0.0,0.0,4.7809,Digging,Traveling,0.0,0.0,5.4411,Digging,Idle,0.0
2,08:15,0.0,0.0,4.9634,Digging,Idle,0.0,0.0,4.8905,Digging,Traveling,0.0
3,08:30,0.0,0.0,5.3659,Digging,Idle,0.0,0.0,4.8544,Digging,Idle,0.0
4,08:45,7.905473684210532,1.976368421052633,0.0,Charging,Serving CEV,8.0,2.0,0.4879,Charging,Serving CEV,0.023631578947366894
5,09:00,4.767606648199207,3.168270083102435,0.0,Charging,Serving CEV,0.0,2.0,4.2026,Digging,Idle,-1.1682700831024349
6,09:15,0.0,3.168270083102435,4.2582,Digging,Idle,8.0,4.0,0.0,Charging,Serving CEV,0.8317299168975651
7,09:30,0.0,3.168270083102435,4.7095,Traveling,Idle,0.0,4.0,4.6066,Traveling,Idle,0.8317299168975651
8,09:45,7.186020702727468,4.964775258784302,0.0,Charging,Serving CEV,8.000000000000002,6.0,0.0,Charging,Serving CEV,1.035224741215698
9,10:00,0.0,4.964775258784302,4.7653,Digging,Idle,0.0,6.0,4.2582,Digging,Idle,1.035224741215698
10,10:15,0.0,4.964775258784302,4.4919,Digging,Idle,0.0,6.0,5.3389,Digging,Traveling,1.035224741215698
11,10:30,0.0,4.964775258784302,4.78,Digging,Idle,0.0,6.0,4.9634,Digging,Charging (grid),1.035224741215698
12,10:45,8.0,6.964775258784302,0.0,Charging,Serving CEV,0.0,6.0,4.2026,Digging,Charging (grid),-0.9647752587843019
13,11:00,0.0,6.964775258784302,4.7653,Digging,Idle,0.0,6.0,0.0,Idle,Charging (grid),-0.9647752587843019
14,11:15,0.0,6.964775258784302,4.5117,Traveling,Idle,0.0,6.0,4.7093,Traveling,Charging (grid),-0.9647752587843019
15,11:30,0.0,6.964775258784302,4.8277,Digging,Idle,0.0,6.0,4.5629,Digging,Charging (grid),-0.9647752587843019
16,11:45,0.0,6.964775258784302,2.2701,Loading/Swinging,Idle,0.0,6.0,4.7843,Digging,Charging (grid),-0.9647752587843019
17,12:00,8.0,8.964775258784302,0.0,Charging,Serving CEV,0.0,6.0,0.0,,Charging (grid),-2.964775258784302
18,12:15,8.000000000000002,10.964775258784302,0.0,Charging,Serving CEV,0.0,6.0,0.0,,Charging (grid),-4.964775258784302
19,12:30,0.0,10.964775258784302,0.0,,Traveling,0.0,6.0,0.0,,Charging (grid),-4.964775258784302
20,12:45,0.0,10.964775258784302,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-4.964775258784302
21,13:00,0.0,10.964775258784302,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-4.964775258784302
