Time_Period,Clock,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A2R_minus_A1R_cum_kWh
39,17:30,7.593943591597316,15.193842380678138,0.0,Charging,Serving CEV,7.848106844474778,20.89701942133911,0.0,Charging,Serving CEV,5.703177040660972
40,17:45,7.600318758336983,17.093922070262384,0.0,Charging,Serving CEV,0.0,20.89701942133911,0.0,Idle,Traveling,3.803097351076726
41,18:00,8.0,19.093922070262384,0.0,Charging,Serving CEV,0.0,20.89701942133911,0.0,Idle,Idle,1.803097351076726
42,18:15,7.178930591666475,20.888654718179,0.0,Charging,Serving CEV,0.0,20.89701942133911,0.0,Idle,Idle,0.008364703160108178
43,18:30,0.0,20.888654718179,0.0,Idle,Idle,0.0,20.89701942133911,0.0,Idle,Idle,0.008364703160108178
44,18:45,0.0,20.888654718179,0.0,Idle,Traveling,0.0,20.89701942133911,0.0,Idle,Idle,0.008364703160108178
45,19:00,0.0,20.888654718179,0.0,Idle,Idle,0.0,20.89701942133911,0.0,Idle,Idle,0.008364703160108178
46,19:15,0.0,20.888654718179,0.0,Idle,Idle,0.0,20.89701942133911,0.0,Idle,Idle,0.008364703160108178
47,19:30,0.0,20.888654718179,0.0,Idle,Idle,0.0,20.89701942133911,0.0,Idle,Idle,0.008364703160108178
48,19:45,0.0,20.888654718179,0.0,Idle,Idle,0.0,20.89701942133911,0.0,Idle,Idle,0.008364703160108178
49,20:00,0.0,20.888654718179,0.0,Idle,Idle,0.0,20.89701942133911,0.0,Idle,Idle,0.008364703160108178
50,20:15,0.0,20.888654718179,0.0,Idle,Idle,0.0,20.89701942133911,0.0,Idle,Idle,0.008364703160108178
51,20:30,0.0,20.888654718179,0.0,Idle,Idle,0.0,20.89701942133911,0.0,Idle,Idle,0.008364703160108178
52,20:45,0.0,20.888654718179,0.0,Idle,Idle,0.0,20.89701942133911,0.0,Idle,Idle,0.008364703160108178
53,21:00,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
54,21:15,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
55,21:30,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
56,21:45,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
57,22:00,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
58,22:15,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
59,22:30,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
60,22:45,0.0,20.888654718179,0.0,Idle,Idle,0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
61,23:00,0.0,20.888654718179,0.0,Idle,Idle,0.0,20.89701942133911,0.0,Idle,Idle,0.008364703160108178
62,23:15,0.0,20.888654718179,0.0,Idle,Idle,0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
63,23:30,0.0,20.888654718179,0.0,Idle,Idle,0.0,20.89701942133911,0.0,Idle,Idle,0.008364703160108178
64,23:45,0.0,20.888654718179,0.0,Idle,Idle,0.0,20.89701942133911,0.0,Idle,Idle,0.008364703160108178
65,00:00,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
66,00:15,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
67,00:30,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
68,00:45,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
69,01:00,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
70,01:15,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
71,01:30,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
72,01:45,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
73,02:00,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
74,02:15,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
75,02:30,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
76,02:45,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
77,03:00,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
78,03:15,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
79,03:30,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
80,03:45,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
81,04:00,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
82,04:15,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
83,04:30,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
84,04:45,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
85,05:00,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
86,05:15,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
87,05:30,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
88,05:45,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
89,06:00,0.0,20.888654718179,0.0,Idle,Idle,0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
90,06:15,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
91,06:30,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
92,06:45,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
93,07:00,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
94,07:15,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
95,07:30,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
96,07:45,0.0,20.888654718179,0.0,Idle,Charging (grid),0.0,20.89701942133911,0.0,Idle,Charging (grid),0.008364703160108178
