Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A1R_minus_A0_cum_kWh
22,13:15,0.0,5.261184210525761,0.0,Idle,Traveling,0.0,10.894533058859762,0.0,Idle,Charging (grid),5.633348848334001
23,13:30,8.0,7.261184210525761,0.0,Charging,Serving CEV,0.0,10.894533058859762,0.0,Idle,Charging (grid),3.633348848334001
24,13:45,8.0,9.261184210525762,0.0,Charging,Serving CEV,0.0,10.894533058859762,0.0,Idle,Charging (grid),1.6333488483340002
25,14:00,0.0,9.261184210525762,4.872525412844321,Digging,Idle,0.0,10.894533058859762,3.0489857920151766,Loading/Swinging,Charging (grid),1.6333488483340002
26,14:15,0.0,9.261184210525762,5.2254933443060985,Digging,Idle,0.0,10.894533058859762,3.10878482887631,Loading/Swinging,Charging (grid),1.6333488483340002
27,14:30,0.0,9.261184210525762,4.749989717804096,Traveling,Idle,0.0,10.894533058859762,4.749989717804096,Traveling,Charging (grid),1.6333488483340002
28,14:45,8.0,11.261184210525762,0.0,Charging,Serving CEV,0.0,10.894533058859762,3.091936889713172,Loading/Swinging,Charging (grid),-0.3666511516659998
29,15:00,0.0,11.261184210525762,3.0489857920151766,Loading/Swinging,Idle,0.0,10.894533058859762,0.0,Idle,Charging (grid),-0.3666511516659998
30,15:15,0.0,11.261184210525762,3.10878482887631,Loading/Swinging,Idle,0.0,10.894533058859762,3.178041707501309,Loading/Swinging,Charging (grid),-0.3666511516659998
31,15:30,0.0,11.261184210525762,3.091936889713172,Loading/Swinging,Idle,0.0,10.894533058859762,3.5703346457907466,Loading/Swinging,Charging (grid),-0.3666511516659998
32,15:45,0.0,11.261184210525762,3.178041707501309,Loading/Swinging,Idle,0.0,10.894533058859762,3.293469348992297,Loading/Swinging,Charging (grid),-0.3666511516659998
33,16:00,8.0,13.261184210525762,0.0,Charging,Serving CEV,0.0,10.894533058859762,4.763406214464165,Traveling,Traveling,-2.366651151666
34,16:15,0.0,13.261184210525762,4.763406214464165,Traveling,Idle,6.943761789390978,12.630473506207506,0.0,Charging,Serving CEV,-0.6307107043182558
35,16:30,0.0,13.261184210525762,3.5703346457907466,Loading/Swinging,Idle,0.0,12.630473506207506,4.872525412844321,Digging,Idle,-0.6307107043182558
36,16:45,0.0,13.261184210525762,3.293469348992297,Loading/Swinging,Idle,0.0,12.630473506207506,5.2254933443060985,Digging,Idle,-0.6307107043182558
37,17:00,8.0,15.261184210525762,0.0,Charging,Serving CEV,0.1745585975588127,12.67411315559721,0.0,Charging,Serving CEV,-2.5870710549285523
38,17:15,8.0,17.261184210525762,0.0,Charging,Serving CEV,7.990812705391644,14.67181633194512,0.0,Charging,Serving CEV,-2.589367878580642
39,17:30,8.0,19.261184210525762,0.0,Charging,Serving CEV,7.579430910242548,16.566674059505758,0.0,Charging,Serving CEV,-2.6945101510200047
40,17:45,0.0,19.261184210525762,0.0,Idle,Idle,7.601082583671443,18.466944705423618,0.0,Charging,Serving CEV,-0.7942395051021442
41,18:00,8.0,21.261184210525762,0.0,Charging,Serving CEV,7.59994302191203,20.366930460901624,0.0,Charging,Serving CEV,-0.8942537496241378
42,18:15,8.0,23.261184210525762,0.0,Charging,Serving CEV,8.0,22.366930460901624,0.0,Charging,Serving CEV,-0.8942537496241378
43,18:30,0.0,23.261184210525762,0.0,Idle,Idle,7.178950367267784,24.16166805271857,0.0,Charging,Serving CEV,0.9004838421928092
44,18:45,7.273157894739047,25.079473684210523,0.0,Charging,Serving CEV,0.0,24.16166805271857,0.0,Idle,Traveling,-0.9178056314919516
45,19:00,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.16166805271857,0.0,Idle,Idle,-0.9178056314919516
46,19:15,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.16166805271857,0.0,Idle,Idle,-0.9178056314919516
47,19:30,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.16166805271857,0.0,Idle,Idle,-0.9178056314919516
48,19:45,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.16166805271857,0.0,Idle,Idle,-0.9178056314919516
49,20:00,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.16166805271857,0.0,Idle,Idle,-0.9178056314919516
50,20:15,0.0,25.079473684210523,0.0,Idle,Traveling,0.0,24.16166805271857,0.0,Idle,Idle,-0.9178056314919516
51,20:30,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.16166805271857,0.0,Idle,Idle,-0.9178056314919516
52,20:45,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.16166805271857,0.0,Idle,Idle,-0.9178056314919516
53,21:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
54,21:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
55,21:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
56,21:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
57,22:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
58,22:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
59,22:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
60,22:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
61,23:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
62,23:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
63,23:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
64,23:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
65,00:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
66,00:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
67,00:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
68,00:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
69,01:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
70,01:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
71,01:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
72,01:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
73,02:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
74,02:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
75,02:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
76,02:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
77,03:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
78,03:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
79,03:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
80,03:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
81,04:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
82,04:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
83,04:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
84,04:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
85,05:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
86,05:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
87,05:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
88,05:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
89,06:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
90,06:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
91,06:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
92,06:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
93,07:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
94,07:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
95,07:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
96,07:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.16166805271857,0.0,Idle,Charging (grid),-0.9178056314919516
