Time_Period,Clock,A0_Charging_kW,A0_Discharging_kW,A1S_Charging_kW,A1S_Discharging_kW
1,08:00,0.0,0.0,0.0,0.0
2,08:15,0.0,0.0,0.0,5.175968300406273
3,08:30,0.0,7.999999999999999,0.0,0.0
4,08:45,-0.0,0.0,0.0,0.0
5,09:00,-0.0,0.0,0.0,0.0
6,09:15,-0.0,8.0,0.0,0.0
7,09:30,-0.0,4.178947368421149,0.0,8.0
8,09:45,-0.0,0.0,0.0,7.999999999999712
9,10:00,-0.0,0.0,0.0,0.0
10,10:15,-0.0,0.0,1.7122517794220513,0.0
11,10:30,-0.0,0.0,1.976088029039604,0.0
12,10:45,-0.0,8.0,1.976088029039604,0.0
13,11:00,-0.0,0.0,1.977977720064509,0.0
14,11:15,-0.0,0.0,1.9754271891361463,0.0
15,11:30,-0.0,0.0,1.9461452558187982,0.0
16,11:45,-0.0,0.0,1.987595167274376,0.0
17,12:00,-0.0,8.0,1.987595167274376,0.0
18,12:15,-0.0,8.0,1.961722948260719,0.0
19,12:30,-0.0,0.0,1.9875951672743177,0.0
20,12:45,1.9500975795663558,0.0,1.987595167274578,0.0
21,13:00,1.9500975795663558,0.0,1.9875951672744172,0.0
22,13:15,1.9500975795663558,0.0,0.0,0.0
23,13:30,1.9500975795663558,0.0,0.0,6.911905268424327
24,13:45,1.9500975795663558,0.0,0.0,7.636215512188195
25,14:00,1.9500975795663558,0.0,0.0,0.0
26,14:15,1.9500975795663558,0.0,0.0,0.0
27,14:30,1.9500975795663558,0.0,0.0,7.303240862320117
28,14:45,1.9500975795663558,0.0,0.0,0.0
29,15:00,1.9500975795663558,0.0,0.0,0.0
30,15:15,1.9500975795663558,0.0,0.0,0.0
31,15:30,1.9500975795663558,0.0,0.0,0.0
32,15:45,1.9500975795663558,0.0,0.0,7.888274503447379
33,16:00,-0.0,0.0,0.0,0.0
34,16:15,-0.0,7.999999999999972,0.0,0.0
35,16:30,-0.0,0.0,0.0,0.0
36,16:45,-0.0,0.0,0.0,0.0
37,17:00,-0.0,0.0,0.0,8.000000000000023
38,17:15,-0.0,0.0,0.0,6.959817587033385
39,17:30,-0.0,0.0,0.0,8.0
40,17:45,-0.0,0.0,0.0,8.0
41,18:00,-0.0,0.0,0.0,8.0
42,18:15,-0.0,0.0,0.0,6.370535916471925
43,18:30,-0.0,0.0,0.0,0.0
44,18:45,-0.0,8.0,0.0,0.0
45,19:00,-0.0,8.0,0.0,0.0
46,19:15,-0.0,0.0,0.0,0.0
47,19:30,-0.0,8.0,0.0,0.0
48,19:45,-0.0,8.0,0.0,0.0
49,20:00,-0.0,0.13894736842113645,-0.0,0.0
50,20:15,-0.0,8.0,-0.0,0.0
51,20:30,-0.0,7.999999999999958,-0.0,0.0
52,20:45,-0.0,0.0,0.0,0.0
53,21:00,1.9500975795663558,0.0,1.987595167274578,0.0
54,21:15,1.9500975795663558,0.0,1.987595167274578,0.0
55,21:30,1.9500975795663558,0.0,1.987595167274578,0.0
56,21:45,1.9500975795663558,0.0,1.987595167274578,0.0
57,22:00,1.9500975795663558,0.0,1.987595167274578,0.0
58,22:15,1.9500975795663558,0.0,1.987595167274578,0.0
59,22:30,1.9500975795663558,0.0,1.987595167274578,0.0
60,22:45,1.9500975795663558,0.0,1.987595167274578,0.0
61,23:00,1.9500975795663558,0.0,0.0,0.0
62,23:15,1.9500975795663558,0.0,1.987595167274578,0.0
63,23:30,1.9500975795663558,0.0,1.6886420751337807,0.0
64,23:45,1.9500975795663558,0.0,0.0,0.0
65,00:00,1.9500975795663558,0.0,1.987595167274578,0.0
66,00:15,1.9500975795663558,0.0,1.987595167274578,0.0
67,00:30,1.9500975795663558,0.0,1.987595167274578,0.0
68,00:45,1.9500975795663558,0.0,1.987595167274578,0.0
69,01:00,1.9500975795663558,0.0,1.987595167274578,0.0
70,01:15,1.9500975795663558,0.0,1.987595167274578,0.0
71,01:30,1.9500975795663558,0.0,1.987595167274578,0.0
72,01:45,1.9500975795663558,0.0,1.987595167274578,0.0
73,02:00,1.9500975795663558,0.0,1.987595167274578,0.0
74,02:15,1.9500975795663558,0.0,1.987595167274578,0.0
75,02:30,1.9500975795663558,0.0,1.987595167274578,0.0
76,02:45,1.9500975795663558,0.0,1.987595167274578,0.0
77,03:00,1.9500975795663558,0.0,1.987595167274578,0.0
78,03:15,1.9500975795663558,0.0,1.987595167274578,0.0
79,03:30,1.9500975795663558,0.0,1.987595167274578,0.0
80,03:45,1.9500975795663558,0.0,1.987595167274578,0.0
81,04:00,1.9500975795663558,0.0,1.987595167274578,0.0
82,04:15,1.9500975795663558,0.0,1.987595167274578,0.0
83,04:30,1.9500975795663558,0.0,1.987595167274578,0.0
84,04:45,1.9500975795663558,0.0,1.987595167274578,0.0
85,05:00,1.9500975795663558,0.0,1.987595167274578,0.0
86,05:15,1.9500975795663558,0.0,1.987595167274578,0.0
87,05:30,1.9500975795663558,0.0,1.987595167274578,0.0
88,05:45,1.9500975795663558,0.0,1.987595167274578,0.0
89,06:00,1.9500975795663558,0.0,1.9875951672755652,0.0
90,06:15,1.9500975795663558,0.0,1.9875951672686056,0.0
91,06:30,1.9500975795663558,0.0,1.9875951672756176,0.0
92,06:45,1.9500975795663558,0.0,1.9875951672753596,0.0
93,07:00,1.9500975795663558,0.0,1.9875951672756027,0.0
94,07:15,1.9500975795663558,0.0,1.9875951672756058,0.0
95,07:30,1.9500975795663558,0.0,1.98759516727561,0.0
96,07:45,1.950097579566366,0.0,1.9875951672756138,0.0
97,08:00,0.0,0.0,0.0,0.0
98,08:15,0.0,0.0,0.0,0.0
99,08:30,0.0,8.000000000000002,0.0,4.062511991816728
100,08:45,-0.0,0.0,0.0,0.0
101,09:00,-0.0,0.0,0.0,7.957065976247403
102,09:15,-0.0,0.0,0.0,0.0
103,09:30,-0.0,8.0,0.0,0.0
104,09:45,-0.0,8.0,0.0,8.0
105,10:00,-0.0,0.0,0.0,0.0
106,10:15,1.9849207506300302,0.0,0.0,0.0
107,10:30,1.9849207506300302,0.0,1.9959795107866671,0.0
108,10:45,1.9849207506300302,0.0,1.9973417085594878,0.0
109,11:00,1.9849207506300302,0.0,1.9973417085594878,0.0
110,11:15,1.9849207506300302,0.0,1.9973417085594878,0.0
111,11:30,1.9849207506300302,0.0,1.9973417085594878,0.0
112,11:45,1.9849207506300302,0.0,1.9973417085594878,0.0
113,12:00,1.9849207506300302,0.0,1.9973417085594878,0.0
114,12:15,1.9849207506300302,0.0,1.9973417085594878,0.0
115,12:30,1.9849207506300302,0.0,1.9973417085594878,0.0
116,12:45,1.9849207506300302,0.0,1.9973417085594878,0.0
117,13:00,1.9849207506300302,0.0,1.9973417085594878,0.0
118,13:15,-0.0,0.0,0.0,0.0
119,13:30,-0.0,8.0,0.0,6.954585970954114
120,13:45,-0.0,8.0,0.0,8.000000000000002
121,14:00,-0.0,0.0,0.0,0.0
122,14:15,-0.0,0.0,0.0,0.0
123,14:30,-0.0,8.0,0.0,7.534766059777761
124,14:45,-0.0,0.0,0.0,0.0
125,15:00,-0.0,0.0,0.0,0.0
126,15:15,-0.0,0.0,0.0,0.0
127,15:30,-0.0,0.0,0.0,0.0
128,15:45,-0.0,8.0,0.0,8.0
129,16:00,-0.0,0.0,0.0,0.0
130,16:15,-0.0,0.0,0.0,0.0
131,16:30,-0.0,0.0,0.0,0.0
132,16:45,-0.0,0.0,0.0,0.0
133,17:00,-0.0,8.0,0.0,8.0
134,17:15,-0.0,8.0,0.0,8.0
135,17:30,-0.0,8.0,0.0,8.0
136,17:45,-0.0,8.0,0.0,6.392117271060806
137,18:00,-0.0,8.0,0.0,8.000000000000004
138,18:15,-0.0,4.317894736842091,0.0,7.242520143628371
139,18:30,-0.0,0.0,0.0,0.0
140,18:45,-0.0,0.0,0.0,0.0
141,19:00,-0.0,0.0,0.0,0.0
142,19:15,-0.0,0.0,0.0,0.0
143,19:30,-0.0,0.0,0.0,0.0
144,19:45,-0.0,0.0,0.0,0.0
145,20:00,-0.0,0.0,-0.0,0.0
146,20:15,-0.0,0.0,-0.0,0.0
147,20:30,-0.0,0.0,-0.0,0.0
148,20:45,-0.0,0.0,0.0,0.0
149,21:00,1.9849207506300302,0.0,1.9973417085594878,0.0
150,21:15,1.9849207506300302,0.0,1.9973417085594878,0.0
151,21:30,1.9849207506300302,0.0,1.9973417085594878,0.0
152,21:45,1.9849207506300302,0.0,1.9973417085594878,0.0
153,22:00,1.9849207506300302,0.0,1.9973417085594878,0.0
154,22:15,1.9849207506300302,0.0,1.9973417085594878,0.0
155,22:30,1.9849207506300302,0.0,1.9973417085594878,0.0
156,22:45,1.9849207506300302,0.0,1.9973417085594878,0.0
157,23:00,1.9849207506300302,0.0,0.6725202463192678,0.0
158,23:15,1.9849207506300302,0.0,1.9973417085594878,0.0
159,23:30,1.9849207506300302,0.0,1.9973417085595198,0.0
160,23:45,1.9849207506300302,0.0,0.0,0.0
161,00:00,1.9849207506300302,0.0,1.9973417085595198,0.0
162,00:15,1.9849207506300302,0.0,1.9973417085595198,0.0
163,00:30,1.9849207506300302,0.0,1.9973417085595198,0.0
164,00:45,1.9849207506300302,0.0,1.9973417085595198,0.0
165,01:00,1.9849207506300302,0.0,1.9973417085595198,0.0
166,01:15,1.9849207506300302,0.0,1.9973417085595198,0.0
167,01:30,1.9849207506300302,0.0,1.9973417085595198,0.0
168,01:45,1.9849207506300302,0.0,1.9973417085595198,0.0
169,02:00,1.9849207506300302,0.0,1.9973417085595198,0.0
170,02:15,1.9849207506300302,0.0,1.9973417085595198,0.0
171,02:30,1.9849207506300302,0.0,1.9973417085595198,0.0
172,02:45,1.9849207506300302,0.0,1.9973417085595198,0.0
173,03:00,1.9849207506300302,0.0,1.9973417085595198,0.0
174,03:15,1.9849207506300302,0.0,1.9973417085595198,0.0
175,03:30,1.9849207506300302,0.0,1.9973417085595198,0.0
176,03:45,1.9849207506300302,0.0,1.9973417085595198,0.0
177,04:00,1.9849207506300302,0.0,1.9973417085595198,0.0
178,04:15,1.9849207506300302,0.0,1.9973417085595198,0.0
179,04:30,1.9849207506300302,0.0,1.9973417085595198,0.0
180,04:45,1.9849207506300302,0.0,1.9973417085595198,0.0
181,05:00,1.9849207506300302,0.0,1.9973417085595198,0.0
182,05:15,1.9849207506300302,0.0,1.9973417085595198,0.0
183,05:30,1.9849207506300302,0.0,1.9973417085595198,0.0
184,05:45,1.9849207506300302,0.0,1.9973417085595198,0.0
185,06:00,1.9849207506300302,0.0,1.9973417085589213,0.0
186,06:15,1.9849207506300302,0.0,1.9973417085595346,0.0
187,06:30,1.9849207506300302,0.0,1.9973417085594747,0.0
188,06:45,1.9849207506300302,0.0,1.9973417085595047,0.0
189,07:00,1.9849207506300302,0.0,1.9973417085595346,0.0
190,07:15,1.9849207506300302,0.0,1.9973417085595637,0.0
191,07:30,1.9849207506300302,0.0,1.9973417085595653,0.0
192,07:45,1.9849207506300255,0.0,1.9973417085595047,0.0
193,08:00,0.0,0.0,0.0,0.0
194,08:15,0.0,0.0,0.0,3.489835462803448e-14
195,08:30,0.0,8.0,0.0,8.000000000000012
