Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A1R_minus_A0_cum_kWh,A2R_minus_A0_cum_kWh
11,10:30,0.0,5.261184210525761,4.878461091915892,Digging,Charging (grid),-7.116546962229477e-14,4.000000000000443,4.878461091915892,Digging,Idle,0.0,2.0,4.900287106182524,Digging,Traveling,-1.2611842105253182,-3.2611842105257614
12,10:45,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,4.000000000000443,4.601436748612714,Traveling,Idle,0.0,2.0,4.601436748612714,Traveling,Idle,-1.2611842105253182,-3.2611842105257614
13,11:00,0.0,5.261184210525761,4.785701284916126,Digging,Charging (grid),0.0,4.000000000000443,4.785701284916126,Digging,Idle,0.0,2.0,4.878461091915892,Digging,Idle,-1.2611842105253182,-3.2611842105257614
14,11:15,0.0,5.261184210525761,4.601436748612714,Traveling,Charging (grid),3.347730254072446,4.8369325635185545,0.0,Charging,Serving CEV,0.0,2.0,4.785701284916126,Digging,Idle,-0.42425164700720686,-3.2611842105257614
15,11:30,0.0,5.261184210525761,4.818886657641851,Digging,Charging (grid),8.0,6.8369325635185545,0.0,Charging,Serving CEV,5.5245185947794315,3.381129648694858,0.0,Charging,Serving CEV,1.5757483529927931,-1.8800545618309035
16,11:45,0.0,5.261184210525761,4.7273636158226084,Digging,Charging (grid),0.0,6.8369325635185545,4.818886657641851,Digging,Idle,0.0,3.381129648694858,3.125268444856586,Loading/Swinging,Idle,1.5757483529927931,-1.8800545618309035
17,12:00,0.0,5.261184210525761,0.0,Idle,Charging (grid),7.430526468356056,8.694564180607568,0.0,Charging,Serving CEV,0.0,3.381129648694858,0.0,Idle,Idle,3.4333799700818064,-1.8800545618309035
18,12:15,0.0,5.261184210525761,0.0,Idle,Charging (grid),7.608919659560163,10.596794095497609,0.0,Charging,Serving CEV,8.0,5.381129648694857,0.0,Charging,Serving CEV,5.335609884971848,0.11994543816909609
19,12:30,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,10.596794095497609,0.0,Idle,Traveling,8.0,7.381129648694857,0.0,Charging,Serving CEV,5.335609884971848,2.119945438169096
20,12:45,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,10.596794095497609,0.0,Idle,Charging (grid),8.0,9.381129648694857,0.0,Charging,Serving CEV,5.335609884971848,4.119945438169096
21,13:00,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,10.596794095497609,0.0,Idle,Charging (grid),8.0,11.381129648694857,0.0,Charging,Serving CEV,5.335609884971848,6.119945438169096
22,13:15,0.0,5.261184210525761,0.0,Idle,Traveling,0.0,10.596794095497609,0.0,Idle,Charging (grid),0.0,11.381129648694857,0.0,Idle,Idle,5.335609884971848,6.119945438169096
23,13:30,8.0,7.261184210525761,0.0,Charging,Serving CEV,0.0,10.596794095497609,0.0,Idle,Charging (grid),0.0,11.381129648694857,0.0,Idle,Idle,3.3356098849718476,4.119945438169096
24,13:45,8.0,9.261184210525762,0.0,Charging,Serving CEV,0.0,10.596794095497609,0.0,Idle,Charging (grid),0.0,11.381129648694857,0.0,Idle,Idle,1.3356098849718467,2.119945438169095
25,14:00,0.0,9.261184210525762,4.832512706422161,Digging,Idle,0.0,10.596794095497609,3.133692414438155,Loading/Swinging,Charging (grid),0.0,11.381129648694857,4.818886657641851,Digging,Idle,1.3356098849718467,2.119945438169095
26,14:15,0.0,9.261184210525762,5.0089966721530494,Digging,Idle,0.0,10.596794095497609,3.125268444856586,Loading/Swinging,Charging (grid),0.0,11.381129648694857,4.730044858902048,Traveling,Idle,1.3356098849718467,2.119945438169095
27,14:30,0.0,9.261184210525762,4.730044858902048,Traveling,Idle,0.0,10.596794095497609,4.730044858902048,Traveling,Charging (grid),0.0,11.381129648694857,4.7273636158226084,Digging,Idle,1.3356098849718467,2.119945438169095
28,14:45,8.0,11.261184210525762,0.0,Charging,Serving CEV,0.0,10.596794095497609,3.1683208537506546,Loading/Swinging,Charging (grid),0.0,11.381129648694857,4.832512706422161,Digging,Idle,-0.6643901150281533,0.1199454381690952
29,15:00,0.0,11.261184210525762,3.103792896007588,Loading/Swinging,Idle,0.0,10.596794095497609,0.0,Idle,Charging (grid),8.0,13.381129648694857,0.0,Charging,Serving CEV,-0.6643901150281533,2.119945438169095
30,15:15,0.0,11.261184210525762,3.133692414438155,Loading/Swinging,Idle,0.0,10.596794095497609,3.3644673228953734,Loading/Swinging,Charging (grid),0.0,13.381129648694857,3.1683208537506546,Loading/Swinging,Idle,-0.6643901150281533,2.119945438169095
31,15:30,0.0,11.261184210525762,3.125268444856586,Loading/Swinging,Idle,0.0,10.596794095497609,3.2260346744961486,Loading/Swinging,Charging (grid),0.0,13.381129648694857,3.3644673228953734,Loading/Swinging,Idle,-0.6643901150281533,2.119945438169095
32,15:45,0.0,11.261184210525762,3.1683208537506546,Loading/Swinging,Idle,0.0,10.596794095497609,4.7273636158226084,Digging,Charging (grid),0.0,13.381129648694857,4.736753107232083,Traveling,Idle,-0.6643901150281533,2.119945438169095
33,16:00,8.0,13.261184210525762,0.0,Charging,Serving CEV,0.0,10.596794095497609,4.736753107232083,Traveling,Traveling,0.0,13.381129648694857,0.0,Idle,Idle,-2.6643901150281533,0.1199454381690952
34,16:15,0.0,13.261184210525762,4.736753107232083,Traveling,Idle,7.816630852016532,12.550951808501742,0.0,Charging,Serving CEV,0.0,13.381129648694857,5.0089966721530494,Digging,Idle,-0.7102324020240207,0.1199454381690952
35,16:30,0.0,13.261184210525762,3.3644673228953734,Loading/Swinging,Idle,0.0,12.550951808501742,4.832512706422161,Digging,Idle,8.0,15.381129648694857,0.0,Charging,Serving CEV,-0.7102324020240207,2.119945438169095
36,16:45,0.0,13.261184210525762,3.2260346744961486,Loading/Swinging,Idle,0.0,12.550951808501742,5.0089966721530494,Digging,Idle,0.0,15.381129648694857,3.2260346744961486,Loading/Swinging,Idle,-0.7102324020240207,2.119945438169095
37,17:00,8.0,15.261184210525762,0.0,Charging,Serving CEV,7.858608248394087,14.515603870600263,0.0,Charging,Serving CEV,8.0,17.38112964869486,0.0,Charging,Serving CEV,-0.7455803399254997,2.119945438169097
38,17:15,8.0,17.261184210525762,0.0,Charging,Serving CEV,7.5863890395582105,16.412201130489816,0.0,Charging,Serving CEV,8.0,19.38112964869486,0.0,Charging,Serving CEV,-0.8489830800359464,2.119945438169097
39,17:30,8.0,19.261184210525762,0.0,Charging,Serving CEV,7.6007163663390385,18.312380222074577,0.0,Charging,Serving CEV,8.0,21.38112964869486,0.0,Charging,Serving CEV,-0.9488039884511856,2.119945438169097
40,17:45,0.0,19.261184210525762,0.0,Idle,Idle,7.599962296508474,20.212370796201697,0.0,Charging,Serving CEV,8.0,23.38112964869486,0.0,Charging,Serving CEV,0.9511865856759343,4.119945438169097
41,18:00,8.0,21.261184210525762,0.0,Charging,Serving CEV,8.0,22.212370796201697,0.0,Charging,Serving CEV,2.2578594475809597,23.945594510590098,0.0,Charging,Serving CEV,0.9511865856759343,2.684410300064336
42,18:15,8.0,23.261184210525762,0.0,Charging,Serving CEV,7.178949352815344,24.007108134405534,0.0,Charging,Serving CEV,0.0,23.945594510590098,0.0,Idle,Traveling,0.7459239238797721,0.6844103000643358
43,18:30,0.0,23.261184210525762,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Traveling,0.0,23.945594510590098,0.0,Idle,Idle,0.7459239238797721,0.6844103000643358
44,18:45,7.273157894739047,25.079473684210523,0.0,Charging,Serving CEV,0.0,24.007108134405534,0.0,Idle,Idle,0.0,23.945594510590098,0.0,Idle,Idle,-1.0723655498049887,-1.133879173620425
45,19:00,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Idle,0.0,23.945594510590098,0.0,Idle,Idle,-1.0723655498049887,-1.133879173620425
46,19:15,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Idle,0.0,23.945594510590098,0.0,Idle,Idle,-1.0723655498049887,-1.133879173620425
47,19:30,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Idle,0.0,23.945594510590098,0.0,Idle,Idle,-1.0723655498049887,-1.133879173620425
48,19:45,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Idle,0.0,23.945594510590098,0.0,Idle,Idle,-1.0723655498049887,-1.133879173620425
49,20:00,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Idle,0.0,23.945594510590098,0.0,Idle,Idle,-1.0723655498049887,-1.133879173620425
50,20:15,0.0,25.079473684210523,0.0,Idle,Traveling,0.0,24.007108134405534,0.0,Idle,Idle,0.0,23.945594510590098,0.0,Idle,Idle,-1.0723655498049887,-1.133879173620425
51,20:30,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Idle,0.0,23.945594510590098,0.0,Idle,Idle,-1.0723655498049887,-1.133879173620425
52,20:45,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Idle,0.0,23.945594510590098,0.0,Idle,Idle,-1.0723655498049887,-1.133879173620425
53,21:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
54,21:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
55,21:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
56,21:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
57,22:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
58,22:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
59,22:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
60,22:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
61,23:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
62,23:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
63,23:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
64,23:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Idle,0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
65,00:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
66,00:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
67,00:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
68,00:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
69,01:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
70,01:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
71,01:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
72,01:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
73,02:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
74,02:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
75,02:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
76,02:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
77,03:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
78,03:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
79,03:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
80,03:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
81,04:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
82,04:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
83,04:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
84,04:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
85,05:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
86,05:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
87,05:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
88,05:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
89,06:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
90,06:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
91,06:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
92,06:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
93,07:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
94,07:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
95,07:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
96,07:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),0.0,23.945594510590098,0.0,Idle,Charging (grid),-1.0723655498049887,-1.133879173620425
