mode,approach,total_energy_kWh,total_cost_USD,total_co2_kg,nc_peak_kW,op_peak_kW,missed_h,shortfall_kWh
high,A0,27.788890508820597,8.972886487979695,6.639648274932646,1.950097579566366,-0.0,0.22383645492290927,0.0
high,A1S,28.448251452986558,9.144656677508904,6.791357231159035,2.1211183268757745,0.0,0.25,0.0
high,A2S,29.88429471506677,9.472642311605993,7.551304739765874,2.356507552281925,0.0,0.0,0.0
