Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,5.257171176668226,Digging,Traveling,0.0,0.0,5.257171176668226,Digging,Idle,0.0
2,08:15,0.0,0.0,5.262850991206029,Digging,Idle,0.0,0.0,5.262850991206029,Digging,Traveling,0.0
3,08:30,7.999999999999999,1.9999999999999998,0.0,Charging,Serving CEV,-8.952838470577262e-13,-2.2382096176443156e-13,5.271603006483285,Digging,Idle,-2.000000000000224
4,08:45,0.0,1.9999999999999998,5.271603006483285,Digging,Idle,8.0,1.9999999999997762,0.0,Charging,Serving CEV,-2.2359891715950653e-13
5,09:00,0.0,1.9999999999999998,5.243515152625685,Digging,Idle,0.0,1.9999999999997762,5.243515152625685,Digging,Idle,-2.2359891715950653e-13
6,09:15,8.0,4.0,0.0,Charging,Serving CEV,8.0,3.999999999999776,0.0,Charging,Serving CEV,-2.2382096176443156e-13
7,09:30,4.178947368421149,5.044736842105287,0.0,Charging,Serving CEV,0.0,3.999999999999776,5.49978473139018,Traveling,Idle,-1.044736842105511
8,09:45,0.0,5.044736842105287,5.49978473139018,Traveling,Idle,8.0,5.999999999999776,0.0,Charging,Serving CEV,0.955263157894489
9,10:00,0.0,5.044736842105287,3.5344967171927126,Loading/Swinging,Idle,0.0,5.999999999999776,5.2255121995057054,Digging,Idle,0.955263157894489
10,10:15,0.0,5.044736842105287,5.2255121995057054,Digging,Idle,0.0,5.999999999999776,5.383467569679832,Digging,Idle,0.955263157894489
11,10:30,0.0,5.044736842105287,5.383467569679832,Digging,Idle,0.0,5.999999999999776,5.303736440506365,Digging,Idle,0.955263157894489
12,10:45,8.0,7.044736842105287,0.0,Charging,Serving CEV,1.7562740777145588e-13,5.99999999999982,5.363790768841857,Digging,Idle,-1.0447368421054675
13,11:00,0.0,7.044736842105287,5.303736440506365,Digging,Idle,8.000000000000012,7.999999999999822,0.0,Charging,Serving CEV,0.9552631578945352
14,11:15,0.0,7.044736842105287,5.55402949032208,Traveling,Idle,0.0,7.999999999999822,5.55402949032208,Traveling,Idle,0.9552631578945352
15,11:30,0.0,7.044736842105287,5.363790768841857,Digging,Idle,0.0,7.999999999999822,5.352952653995257,Digging,Idle,0.9552631578945352
16,11:45,0.0,7.044736842105287,5.352952653995257,Digging,Idle,0.0,7.999999999999822,5.318711569052477,Digging,Idle,0.9552631578945352
17,12:00,8.0,9.044736842105287,0.0,Charging,Serving CEV,8.0,9.999999999999822,0.0,Charging,Serving CEV,0.9552631578945352
18,12:15,8.0,11.044736842105287,0.0,Charging,Serving CEV,8.0,11.999999999999822,0.0,Charging,Serving CEV,0.9552631578945352
19,12:30,0.0,11.044736842105287,0.0,,Traveling,0.0,11.999999999999822,0.0,,Traveling,0.9552631578945352
20,12:45,0.0,11.044736842105287,0.0,,Charging (grid),0.0,11.999999999999822,0.0,,Charging (grid),0.9552631578945352
21,13:00,0.0,11.044736842105287,0.0,,Charging (grid),0.0,11.999999999999822,0.0,,Charging (grid),0.9552631578945352
22,13:15,0.0,11.044736842105287,0.0,,Charging (grid),0.0,11.999999999999822,0.0,,Charging (grid),0.9552631578945352
23,13:30,0.0,11.044736842105287,0.0,,Charging (grid),0.0,11.999999999999822,0.0,,Charging (grid),0.9552631578945352
24,13:45,0.0,11.044736842105287,0.0,,Charging (grid),0.0,11.999999999999822,0.0,,Charging (grid),0.9552631578945352
25,14:00,0.0,11.044736842105287,5.318711569052477,Digging,Charging (grid),0.0,11.999999999999822,5.244077326987146,Digging,Charging (grid),0.9552631578945352
26,14:15,0.0,11.044736842105287,5.244077326987146,Digging,Charging (grid),0.0,11.999999999999822,3.5344967171927126,Loading/Swinging,Charging (grid),0.9552631578945352
27,14:30,0.0,11.044736842105287,5.521032700551708,Traveling,Charging (grid),0.0,11.999999999999822,5.521032700551708,Traveling,Charging (grid),0.9552631578945352
