Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A2R_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.764336498431121,Digging,Traveling,0.0,0.0,4.764336498431121,Digging,Idle,0.0
2,08:15,5.04473684210517,1.2611842105262925,0.0,Charging,Serving CEV,0.0,0.0,3.0489857920151766,Loading/Swinging,Idle,-1.2611842105262925
3,08:30,-2.1227464230832993e-12,1.2611842105257618,4.989984663182659,Digging,Idle,0.0,0.0,4.989984663182659,Digging,Traveling,-1.2611842105257618
4,08:45,0.0,1.2611842105257618,4.6363591868503535,Digging,Idle,0.0,0.0,4.6363591868503535,Digging,Idle,-1.2611842105257618
5,09:00,7.999999999999997,3.2611842105257614,0.0,Charging,Serving CEV,0.0,0.0,0.0,Idle,Traveling,-3.2611842105257614
6,09:15,0.0,3.2611842105257614,4.517112418656664,Digging,Idle,0.0,0.0,5.137897960482434,Traveling,Idle,-3.2611842105257614
7,09:30,0.0,3.2611842105257614,5.137897960482434,Traveling,Idle,0.0,0.0,4.517112418656664,Digging,Traveling,-3.2611842105257614
8,09:45,8.0,5.261184210525761,0.0,Charging,Serving CEV,8.0,2.0,0.0,Charging,Serving CEV,-3.2611842105257614
9,10:00,0.0,5.261184210525761,4.336638499868317,Digging,Traveling,0.0,2.0,4.336638499868317,Digging,Idle,-3.2611842105257614
10,10:15,0.0,5.261184210525761,5.008074212365046,Digging,Charging (grid),0.0,2.0,5.008074212365046,Digging,Idle,-3.2611842105257614
11,10:30,0.0,5.261184210525761,4.9644221838317835,Digging,Charging (grid),0.0,2.0,4.9644221838317835,Digging,Idle,-3.2611842105257614
12,10:45,0.0,5.261184210525761,0.0,Idle,Charging (grid),7.999999999999999,4.0,0.0,Charging,Serving CEV,-1.2611842105257614
13,11:00,0.0,5.261184210525761,4.778902569832251,Digging,Charging (grid),0.0,4.0,4.4927734972254285,Traveling,Idle,-1.2611842105257614
14,11:15,0.0,5.261184210525761,4.4927734972254285,Traveling,Charging (grid),0.0,4.0,3.10878482887631,Loading/Swinging,Idle,-1.2611842105257614
15,11:30,0.0,5.261184210525761,4.845273315283702,Digging,Charging (grid),0.0,4.0,4.778902569832251,Digging,Idle,-1.2611842105257614
16,11:45,0.0,5.261184210525761,4.6622272316452165,Digging,Charging (grid),8.0,6.0,0.0,Charging,Serving CEV,0.7388157894742386
17,12:00,0.0,5.261184210525761,0.0,Idle,Charging (grid),8.0,8.0,0.0,Charging,Serving CEV,2.7388157894742386
18,12:15,0.0,5.261184210525761,0.0,Idle,Charging (grid),7.079574206295471,9.769893551573867,0.0,Charging,Serving CEV,4.508709341048106
19,12:30,0.0,5.261184210525761,0.0,Idle,Charging (grid),6.280178492262426,11.339938174639475,0.0,Charging,Serving CEV,6.078753964113713
20,12:45,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,11.339938174639475,0.0,Idle,Traveling,6.078753964113713
21,13:00,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,11.339938174639475,0.0,Idle,Charging (grid),6.078753964113713
22,13:15,0.0,5.261184210525761,0.0,Idle,Traveling,0.0,11.339938174639475,0.0,Idle,Charging (grid),6.078753964113713
23,13:30,8.0,7.261184210525761,0.0,Charging,Serving CEV,0.0,11.339938174639475,0.0,Idle,Charging (grid),4.078753964113713
24,13:45,8.0,9.261184210525762,0.0,Charging,Serving CEV,0.0,11.339938174639475,0.0,Idle,Charging (grid),2.0787539641137123
25,14:00,0.0,9.261184210525762,4.872525412844321,Digging,Idle,0.0,11.339938174639475,4.845273315283702,Digging,Charging (grid),2.0787539641137123
26,14:15,0.0,9.261184210525762,5.2254933443060985,Digging,Idle,0.0,11.339938174639475,4.6622272316452165,Digging,Charging (grid),2.0787539641137123
27,14:30,0.0,9.261184210525762,4.749989717804096,Traveling,Idle,0.0,11.339938174639475,4.749989717804096,Traveling,Charging (grid),2.0787539641137123
28,14:45,8.0,11.261184210525762,0.0,Charging,Serving CEV,0.0,11.339938174639475,3.091936889713172,Loading/Swinging,Charging (grid),0.07875396411371227
29,15:00,0.0,11.261184210525762,3.0489857920151766,Loading/Swinging,Idle,0.0,11.339938174639475,0.0,Idle,Charging (grid),0.07875396411371227
30,15:15,0.0,11.261184210525762,3.10878482887631,Loading/Swinging,Idle,0.0,11.339938174639475,3.178041707501309,Loading/Swinging,Charging (grid),0.07875396411371227
31,15:30,0.0,11.261184210525762,3.091936889713172,Loading/Swinging,Idle,0.0,11.339938174639475,4.872525412844321,Digging,Charging (grid),0.07875396411371227
