mode,approach,total_energy_kWh,total_cost_USD,total_co2_kg,nc_peak_kW,op_peak_kW,missed_h,shortfall_kWh
high,A0,27.788890508820597,8.972886487979695,6.639648274932646,1.950097579566366,-0.0,0.19719616602074597,0.0
high,A1S,28.76488166763301,9.267782434808753,6.975845380498655,2.1204371134197393,0.0,0.25,0.0
high,A2S,29.6918233539138,9.41125009441378,7.489772499212007,2.3331861676148886,0.0,0.0,0.0
