name,phase,desc,protocol,n_folds,val_acc_mean,val_acc_std,n_seeds,minutes,recall_digging,recall_idling,recall_loading,recall_swinging,recall_travelling,params
baseline_d3p6,P0,"Trial-5 best single knobs locked in: dedup3 + ce loss + patience=6 (re-anchor point for Trial 6, comparable to Trial-5 baseline=63.14%)",fixed,1,65.92804708983887,0.0,1,152.4,57.06,76.54,15.42,64.38,73.11,"{""backbone"": ""r2plus1d_18"", ""stride"": 1, ""clip_length"": 16, ""dropout"": 0.5, ""unfreeze_mode"": ""full"", ""lr_mode"": ""flat"", ""label_smoothing"": 0.15, ""loss"": ""ce"", ""focal_gamma"": 2.0, ""sampler"": ""weighted"", ""dedup_factor"": 3, ""aug_flip"": true, ""aug_colorshift"": true, ""aug_shear"": true, ""aug_random_erase"": false, ""aug_temporal_jitter"": false, ""mixup_alpha"": 0.0, ""cutmix_alpha"": 0.0, ""stream"": ""rgb"", ""tta"": false, ""epochs"": 24, ""patience"": 6, ""seeds"": [42]}"
p6_flow_dedup3,P6,"Optical-flow-only, NOW with dedup3+patience6 (Trial-5 p3_flow_only never had dedup applied)",fixed,1,69.55751005658962,0.0,1,183.4,70.71,78.5,27.84,60.64,73.35,"{""backbone"": ""r2plus1d_18"", ""stride"": 1, ""clip_length"": 16, ""dropout"": 0.5, ""unfreeze_mode"": ""full"", ""lr_mode"": ""flat"", ""label_smoothing"": 0.15, ""loss"": ""ce"", ""focal_gamma"": 2.0, ""sampler"": ""weighted"", ""dedup_factor"": 3, ""aug_flip"": true, ""aug_colorshift"": true, ""aug_shear"": true, ""aug_random_erase"": false, ""aug_temporal_jitter"": false, ""mixup_alpha"": 0.0, ""cutmix_alpha"": 0.0, ""stream"": ""flow"", ""tta"": false, ""epochs"": 24, ""patience"": 6, ""seeds"": [42]}"
p6_two_stream_dedup3,P6,"RGB+flow two-stream, NOW with dedup3+patience6 (Trial-5 p3_two_stream never had dedup applied)",fixed,1,68.60298629576602,0.0,1,511.3,48.79,75.65,28.02,83.83,73.81,"{""backbone"": ""r2plus1d_18"", ""stride"": 1, ""clip_length"": 16, ""dropout"": 0.5, ""unfreeze_mode"": ""full"", ""lr_mode"": ""flat"", ""label_smoothing"": 0.15, ""loss"": ""ce"", ""focal_gamma"": 2.0, ""sampler"": ""weighted"", ""dedup_factor"": 3, ""aug_flip"": true, ""aug_colorshift"": true, ""aug_shear"": true, ""aug_random_erase"": false, ""aug_temporal_jitter"": false, ""mixup_alpha"": 0.0, ""cutmix_alpha"": 0.0, ""stream"": ""two"", ""tta"": false, ""epochs"": 24, ""patience"": 6, ""seeds"": [42]}"
p6_final_combined,P6,"Trial-5's best recipe (dedup3+erase+mixup+ce+two-stream+tta, 3-seed ensemble), patience=6 so no seed gets cut off mid-climb",fixed,1,70.6597577327788,0.0,3,1245.0,39.01,84.62,30.99,85.52,78.19,"{""backbone"": ""r2plus1d_18"", ""stride"": 1, ""clip_length"": 16, ""dropout"": 0.5, ""unfreeze_mode"": ""full"", ""lr_mode"": ""flat"", ""label_smoothing"": 0.15, ""loss"": ""ce"", ""focal_gamma"": 2.0, ""sampler"": ""weighted"", ""dedup_factor"": 3, ""aug_flip"": true, ""aug_colorshift"": true, ""aug_shear"": true, ""aug_random_erase"": true, ""aug_temporal_jitter"": false, ""mixup_alpha"": 0.2, ""cutmix_alpha"": 0.0, ""stream"": ""two"", ""tta"": true, ""epochs"": 24, ""patience"": 6, ""seeds"": [42, 43, 44]}"
p6_final_ensemble5,FINAL,Same as p6_final_combined but 5-seed ensemble instead of 3 (most expensive run in the study - only justified if p6_final_combined confirms the recipe is still improving with patience=6),fixed,1,70.68021181336788,0.0,5,2453.0,41.68,84.01,31.22,84.01,77.74,"{""backbone"": ""r2plus1d_18"", ""stride"": 1, ""clip_length"": 16, ""dropout"": 0.5, ""unfreeze_mode"": ""full"", ""lr_mode"": ""flat"", ""label_smoothing"": 0.15, ""loss"": ""ce"", ""focal_gamma"": 2.0, ""sampler"": ""weighted"", ""dedup_factor"": 3, ""aug_flip"": true, ""aug_colorshift"": true, ""aug_shear"": true, ""aug_random_erase"": true, ""aug_temporal_jitter"": false, ""mixup_alpha"": 0.2, ""cutmix_alpha"": 0.0, ""stream"": ""two"", ""tta"": true, ""epochs"": 24, ""patience"": 6, ""seeds"": [42, 43, 44, 45, 46]}"
