Time_Period,Clock,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A2S_minus_A1S_cum_kWh
1,08:00,0.0,0.0,4.764336498431121,Digging,Traveling,0.0,0.0,4.764336498431121,Digging,Idle,0.0
2,08:15,5.015091050980127,1.2537727627450317,0.0,Charging,Serving CEV,0.0,0.0,4.989984663182659,Digging,Idle,-1.2537727627450317
3,08:30,0.0,1.2537727627450317,4.989984663182659,Digging,Idle,0.0,0.0,4.6363591868503535,Digging,Traveling,-1.2537727627450317
4,08:45,-1.3491430195244902e-12,1.2537727627446944,4.6363591868503535,Digging,Idle,0.0,0.0,2.921367853046169,Loading/Swinging,Idle,-1.2537727627446944
5,09:00,8.000000000000375,3.253772762744788,0.0,Charging,Serving CEV,8.0,2.0,0.0,Charging,Serving CEV,-1.2537727627447879
6,09:15,0.0,3.253772762744788,4.517112418656664,Digging,Idle,0.0,2.0,4.9943834316994495,Traveling,Traveling,-1.2537727627447879
7,09:30,0.0,3.253772762744788,4.9943834316994495,Traveling,Idle,0.0,2.0,4.517112418656664,Digging,Traveling,-1.2537727627447879
8,09:45,7.99999999999356,5.253772762743178,0.0,Charging,Serving CEV,0.0,2.0,4.336638499868317,Digging,Idle,-3.2537727627431776
9,10:00,0.0,5.253772762743178,4.336638499868317,Digging,Idle,8.0,4.0,0.0,Charging,Serving CEV,-1.2537727627431776
10,10:15,-9.450218385609332e-13,5.253772762742941,5.008074212365046,Digging,Idle,0.0,4.0,5.008074212365046,Digging,Idle,-1.2537727627429414
11,10:30,0.0,5.253772762742941,4.9644221838317835,Digging,Idle,8.0,6.0,0.0,Charging,Serving CEV,0.7462272372570586
12,10:45,8.000000000002016,7.253772762743445,0.0,Charging,Serving CEV,8.0,8.0,0.0,Charging,Serving CEV,0.746227237256555
13,11:00,0.0,7.253772762743445,4.778902569832251,Digging,Idle,0.0,8.0,4.9644221838317835,Digging,Traveling,0.746227237256555
14,11:15,0.0,7.253772762743445,4.327584989045563,Traveling,Idle,0.0,8.0,4.327584989045563,Traveling,Charging (grid),0.746227237256555
15,11:30,0.0,7.253772762743445,4.845273315283702,Digging,Idle,0.0,8.0,4.778902569832251,Digging,Charging (grid),0.746227237256555
16,11:45,0.0,7.253772762743445,4.6622272316452165,Digging,Idle,0.0,8.0,4.845273315283702,Digging,Charging (grid),0.746227237256555
17,12:00,5.492381791860362,8.626868210708535,0.0,Charging,Serving CEV,0.0,8.0,0.0,Idle,Charging (grid),-0.626868210708535
18,12:15,7.71092727411244,10.554600029236646,0.0,Charging,Serving CEV,0.0,8.0,0.0,Idle,Charging (grid),-2.5546000292366458
19,12:30,0.0,10.554600029236646,0.0,Idle,Traveling,0.0,8.0,0.0,Idle,Charging (grid),-2.5546000292366458
20,12:45,0.0,10.554600029236646,0.0,Idle,Charging (grid),0.0,8.0,0.0,Idle,Charging (grid),-2.5546000292366458
21,13:00,0.0,10.554600029236646,0.0,Idle,Charging (grid),0.0,8.0,0.0,Idle,Charging (grid),-2.5546000292366458
22,13:15,0.0,10.554600029236646,0.0,Idle,Charging (grid),0.0,8.0,0.0,Idle,Charging (grid),-2.5546000292366458
23,13:30,0.0,10.554600029236646,0.0,Idle,Charging (grid),0.0,8.0,0.0,Idle,Traveling,-2.5546000292366458
24,13:45,0.0,10.554600029236646,0.0,Idle,Charging (grid),8.0,10.0,0.0,Charging,Serving CEV,-0.5546000292366458
25,14:00,0.0,10.554600029236646,2.921367853046169,Loading/Swinging,Charging (grid),0.0,10.0,4.6622272316452165,Digging,Idle,-0.5546000292366458
26,14:15,0.0,10.554600029236646,3.2437673762908994,Loading/Swinging,Charging (grid),0.0,10.0,4.872525412844321,Digging,Idle,-0.5546000292366458
27,14:30,0.0,10.554600029236646,4.432418460672224,Traveling,Charging (grid),-5.048593122505975e-14,9.999999999999988,4.432418460672224,Traveling,Idle,-0.5546000292366582
28,14:45,0.0,10.554600029236646,3.187943375556529,Loading/Swinging,Charging (grid),8.0,11.999999999999988,0.0,Charging,Serving CEV,1.4453999707633418
