Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A1S_minus_A0_cum_kWh
1,08:00,0.0,0.0,5.3389,Digging,Traveling,0.0,0.0,5.4411,Digging,Traveling,0.0
2,08:15,0.0,0.0,5.4411,Digging,Idle,0.0,0.0,5.4411,Digging,Idle,0.0
3,08:30,8.0,2.0,0.0,Charging,Serving CEV,8.0,2.0,0.0,Charging,Serving CEV,0.0
4,08:45,0.0,2.0,4.7809,Digging,Idle,0.0,2.0,4.7653,Digging,Idle,0.0
5,09:00,0.0,2.0,4.2582,Digging,Idle,5.233684210522346,3.308421052630586,0.0262,Charging,Serving CEV,1.3084210526305862
6,09:15,0.0,2.0,4.7093,Traveling,Idle,0.0,3.308421052630586,4.2026,Digging,Idle,1.3084210526305862
7,09:30,8.0,4.0,0.061,Charging,Serving CEV,0.0,3.308421052630586,6.1076,Traveling,Idle,-0.6915789473694138
8,09:45,7.999999999999972,5.999999999999993,0.0,Charging,Serving CEV,7.999999999999679,5.308421052630506,0.2481,Charging,Serving CEV,-0.6915789473694867
9,10:00,0.0,5.999999999999993,4.2026,Digging,Idle,0.0,5.308421052630506,4.2582,Digging,Idle,-0.6915789473694867
10,10:15,0.0,5.999999999999993,5.1226,Digging,Idle,0.0,5.308421052630506,4.2582,Digging,Idle,-0.6915789473694867
11,10:30,0.0,5.999999999999993,5.3659,Digging,Idle,0.0,5.308421052630506,5.3389,Digging,Idle,-0.6915789473694867
12,10:45,8.0,7.999999999999993,0.0,Charging,Serving CEV,8.0,7.308421052630506,0.7188,Charging,Serving CEV,-0.6915789473694867
13,11:00,0.0,7.999999999999993,4.78,Digging,Idle,0.0,7.308421052630506,4.9351,Digging,Idle,-0.6915789473694867
14,11:15,0.0,7.999999999999993,4.617,Traveling,Idle,0.0,7.308421052630506,4.7175,Traveling,Idle,-0.6915789473694867
15,11:30,0.0,7.999999999999993,4.6773,Digging,Idle,0.0,7.308421052630506,4.8905,Digging,Idle,-0.6915789473694867
16,11:45,0.0,7.999999999999993,4.8905,Digging,Idle,0.0,7.308421052630506,4.6773,Digging,Idle,-0.6915789473694867
17,12:00,8.0,9.999999999999993,0.0,Charging,Serving CEV,7.8657008310294545,9.27484626038787,0.0,Charging,Serving CEV,-0.7251537396121233
18,12:15,8.0,11.999999999999993,0.0,Charging,Serving CEV,7.586015745735115,11.171350196821649,0.0,Charging,Serving CEV,-0.8286498031783438
19,12:30,0.0,11.999999999999993,0.0,,Traveling,0.0,11.171350196821649,0.0,,Traveling,-0.8286498031783438
20,12:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,11.171350196821649,0.0,,Charging (grid),-0.8286498031783438
21,13:00,0.0,11.999999999999993,0.0,,Charging (grid),0.0,11.171350196821649,0.0,,Charging (grid),-0.8286498031783438
22,13:15,0.0,11.999999999999993,0.0,,Charging (grid),0.0,11.171350196821649,0.0,,Charging (grid),-0.8286498031783438
23,13:30,0.0,11.999999999999993,0.0,,Charging (grid),0.0,11.171350196821649,0.0,,Charging (grid),-0.8286498031783438
24,13:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,11.171350196821649,0.0,,Charging (grid),-0.8286498031783438
25,14:00,0.0,11.999999999999993,5.2098,Digging,Charging (grid),0.0,11.171350196821649,3.0004,Loading/Swinging,Charging (grid),-0.8286498031783438
26,14:15,0.0,11.999999999999993,4.7425,Digging,Charging (grid),0.0,11.171350196821649,4.7653,Digging,Charging (grid),-0.8286498031783438
27,14:30,0.0,11.999999999999993,4.5726,Traveling,Charging (grid),0.0,11.171350196821649,4.5117,Traveling,Charging (grid),-0.8286498031783438
28,14:45,0.0,11.999999999999993,2.4016,Loading/Swinging,Charging (grid),0.0,11.171350196821649,4.7653,Digging,Charging (grid),-0.8286498031783438
29,15:00,0.0,11.999999999999993,0.0,Idle,Charging (grid),0.0,11.171350196821649,0.0,Idle,Charging (grid),-0.8286498031783438
30,15:15,0.0,11.999999999999993,3.4361,Loading/Swinging,Charging (grid),0.0,11.171350196821649,3.4361,Loading/Swinging,Charging (grid),-0.8286498031783438
31,15:30,0.0,11.999999999999993,2.4555,Loading/Swinging,Charging (grid),0.0,11.171350196821649,3.8487,Loading/Swinging,Charging (grid),-0.8286498031783438
32,15:45,0.0,11.999999999999993,3.4361,Loading/Swinging,Charging (grid),0.0,11.171350196821649,2.2701,Loading/Swinging,Traveling,-0.8286498031783438
33,16:00,0.0,11.999999999999993,4.5726,Traveling,Traveling,7.753683381803577,13.109771042272543,0.1325,Charging,Serving CEV,1.1097710422725502
34,16:15,8.0,13.999999999999993,0.4879,Charging,Serving CEV,0.0,13.109771042272543,3.7534,Traveling,Idle,-0.8902289577274498
35,16:30,0.0,13.999999999999993,2.6102,Loading/Swinging,Idle,0.0,13.109771042272543,3.0868,Loading/Swinging,Idle,-0.8902289577274498
36,16:45,0.0,13.999999999999993,2.9366,Loading/Swinging,Idle,0.0,13.109771042272543,4.3319,Loading/Swinging,Idle,-0.8902289577274498
37,17:00,5.799411961722543,15.449852990430628,0.0,Charging,Serving CEV,8.0,15.109771042272543,0.0,Charging,Serving CEV,-0.340081948158085
38,17:15,0.0,15.449852990430628,0.0,,Idle,7.4627535062208725,16.97545941882776,0.0,Charging,Serving CEV,1.5256064283971327
39,17:30,0.0,15.449852990430628,0.0,,Idle,8.0,18.97545941882776,0.0,Charging,Serving CEV,3.5256064283971327
40,17:45,8.0,17.449852990430628,0.0,Charging,Serving CEV,8.0,20.97545941882776,0.0,Charging,Serving CEV,3.5256064283971327
41,18:00,8.0,19.449852990430628,0.0,Charging,Serving CEV,8.0,22.97545941882776,0.0,Charging,Serving CEV,3.5256064283971327
42,18:15,8.0,21.449852990430628,0.0,Charging,Serving CEV,6.344065604935736,24.561475820061695,0.0,Charging,Serving CEV,3.1116228296310666
43,18:30,8.0,23.449852990430628,0.0,Charging,Serving CEV,0.0,24.561475820061695,0.0,,Idle,1.1116228296310666
44,18:45,8.0,25.449852990430628,0.0,Charging,Serving CEV,0.0,24.561475820061695,0.0,,Traveling,-0.8883771703689334
45,19:00,0.0,25.449852990430628,0.0,,Idle,0.0,24.561475820061695,0.0,,Idle,-0.8883771703689334
46,19:15,0.0,25.449852990430628,0.0,,Traveling,0.0,24.561475820061695,0.0,,Idle,-0.8883771703689334
47,19:30,0.0,25.449852990430628,0.0,,Idle,0.0,24.561475820061695,0.0,,Idle,-0.8883771703689334
48,19:45,0.0,25.449852990430628,0.0,,Idle,0.0,24.561475820061695,0.0,,Idle,-0.8883771703689334
49,20:00,0.0,25.449852990430628,0.0,,Idle,0.0,24.561475820061695,0.0,,Idle,-0.8883771703689334
50,20:15,0.0,25.449852990430628,0.0,,Idle,0.0,24.561475820061695,0.0,,Idle,-0.8883771703689334
