replan_at,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45
11:15,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.033,8.027,8.021,8.015,8.009,9.12,9.114,9.108,9.102,11.096,10.32,9.12,7.916,7.14,7.134,6.358,5.582,5.576,4.8,6.794,8.745,10.736,12.727,14.718,14.712,14.706
11:30,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.835,4.829,4.823,4.817,4.811,5.874,7.868,9.862,11.856,11.08,9.876,9.1,9.094,9.088,9.082,8.306,7.53,9.524,8.748,10.742,10.736,12.727,14.718,14.712,14.706
11:45,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.832,4.826,4.82,4.814,4.808,4.802,6.792,6.786,6.01,4.806,4.8,5.87,7.864,7.088,9.082,8.306,7.53,6.754,8.748,10.742,12.736,14.718,14.712,14.706
12:00,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.831,4.826,6.818,8.814,10.809,12.805,14.8,14.028,12.818,14.8,14.028,14.023,13.251,12.479,14.475,13.703,14.8,14.795,14.791,14.786,14.782,14.777,14.773
12:15,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.831,4.826,5.916,7.912,9.907,11.903,11.13,9.92,9.148,8.376,10.371,9.599,8.827,10.823,10.818,12.814,12.809,12.805,14.8,14.8,14.795,14.791
12:30,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,8.814,10.809,12.805,14.8,14.028,12.818,12.045,11.273,13.269,12.497,11.725,13.72,14.736,14.732,14.727,14.723,14.718,14.714,14.709,14.705
12:45,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,8.814,10.809,12.805,14.8,14.028,12.818,12.045,11.273,13.269,12.497,11.725,13.72,14.736,14.732,14.727,14.723,14.718,14.714,14.709,14.705
13:00,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.814,6.809,8.327,7.555,6.344,5.572,4.8,6.344,5.572,4.8,6.795,5.585,6.741,8.736,10.732,12.727,14.714,14.709,14.705
13:15,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,6.814,7.875,7.103,5.893,5.121,7.116,6.344,5.572,4.8,6.795,8.791,10.786,12.782,14.723,14.718,14.714,14.709,14.705
13:30,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,10.814,10.042,8.831,8.059,7.287,7.282,7.278,6.506,6.501,5.729,7.725,9.72,11.716,13.711,14.714,14.709,14.705
13:45,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.108,7.897,7.125,6.353,6.349,5.577,4.805,4.8,6.736,8.732,10.727,12.723,14.718,14.714,14.709,14.705
14:00,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,7.9,7.126,9.121,8.347,7.574,6.801,8.795,10.79,12.784,14.733,14.727,14.722,14.716,14.711,14.705
14:15,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,11.089,9.878,9.104,8.331,7.557,9.552,11.546,10.773,12.768,14.762,14.757,14.751,14.746,14.74,14.735
14:30,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,11.089,9.883,9.11,8.336,7.563,7.557,6.784,6.779,6.773,8.741,10.733,12.725,14.716,14.711,14.705
14:45,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,11.089,9.883,9.143,9.138,8.365,7.591,6.818,6.812,6.807,8.741,10.733,12.725,14.716,14.711,14.705
15:00,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,11.089,9.883,9.143,11.121,10.348,9.575,8.801,10.744,12.738,14.733,14.727,14.722,14.716,14.711,14.705
15:15,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,11.089,9.883,9.143,11.121,10.353,9.58,8.807,7.595,8.744,10.738,10.733,12.725,14.716,14.711,14.705
15:30,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,11.089,9.883,9.143,11.121,10.353,12.331,11.558,10.785,12.779,14.774,14.768,14.763,14.757,14.752,14.746
15:45,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,11.089,9.883,9.143,11.121,10.353,12.331,11.563,10.79,9.579,11.573,12.73,12.725,14.716,14.711,14.705
16:00,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,11.089,9.883,9.143,11.121,10.353,12.331,11.563,10.769,12.765,14.729,14.724,14.719,14.714,14.71,14.705
16:15,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,11.089,9.883,9.143,11.121,10.353,12.331,11.563,10.769,10.752,10.747,12.724,14.719,14.714,14.71,14.705
16:30,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,11.089,9.883,9.143,11.121,10.353,12.331,11.563,10.769,10.752,10.752,10.747,12.721,14.714,14.71,14.705
16:45,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,11.089,9.883,9.143,11.121,10.353,12.331,11.563,10.769,10.752,10.752,12.752,14.719,14.714,14.71,14.705
17:00,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,11.089,9.883,9.143,11.121,10.353,12.331,11.563,10.769,10.752,10.752,12.752,12.752,14.714,14.71,14.705
17:15,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,11.089,9.883,9.143,11.121,10.353,12.331,11.563,10.769,10.752,10.752,12.752,12.752,14.714,14.71,14.705
17:30,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,11.089,9.883,9.143,11.121,10.353,12.331,11.563,10.769,10.752,10.752,12.752,12.752,14.714,14.714,14.71
17:45,13.598,12.4,11.203,10.005,12.0,10.821,10.063,8.84,7.641,9.638,8.444,9.604,8.406,7.233,6.035,4.838,4.835,4.835,4.835,6.818,6.818,6.818,8.818,9.88,9.111,11.089,9.883,9.143,11.121,10.353,12.331,11.563,10.769,10.752,10.752,12.752,12.752,14.714,14.714,14.714
