Time_Period,MCS_1_A0_kWh,MCS_1_A1R_kWh
1,250.0,250.0
2,247.5,247.5
3,247.50000000000014,247.5
4,247.50000000000014,245.39473684210526
5,247.50000000000014,245.39473684210526
6,245.3947368421054,245.39473684210526
7,245.3947368421054,245.39473684210526
8,243.2894736842107,243.28947368421052
9,243.28947368421066,243.28947368421055
10,241.18421052631592,241.1842105263158
11,241.18421052631595,241.1842105263158
12,241.18421052631595,241.1842105263158
13,241.18421052631595,241.1842105263158
14,241.18421052631595,241.1842105263158
15,239.07894736842127,241.1842105263158
16,239.07894736842127,241.1842105263158
17,239.07894736842127,241.1842105263158
18,236.9736842105266,239.07894736842107
19,234.86842105263187,239.07894736842107
20,232.94684210526327,239.07894736842107
21,232.94684210526327,236.97368421052633
22,232.94684210526327,236.97368421052633
23,232.94684210526327,235.10768362166976
24,232.94684210526327,235.10768362166976
25,232.94684210526327,233.00242046377502
26,232.94684210526327,233.00242046377505
27,232.94684210526327,233.00242046377505
28,230.84157894736853,232.86741552768282
29,230.84157894736853,232.86741552768282
30,230.84157894736853,232.86741552768282
31,230.84157894736853,232.86741552768282
32,230.84157894736853,232.86741552768282
33,228.7363157894738,230.8111530991542
34,228.73631578947382,230.8111530991542
35,228.7363157894738,230.8111530991542
36,228.73631578947382,230.8111530991542
37,228.73631578947382,230.8111530991542
38,226.63105263157905,230.64816575264143
39,224.5257894736843,228.5429025947467
40,222.42052631578957,226.43763943685195
41,222.42052631578957,224.3323762789572
42,222.42052631578957,222.22711312106247
43,222.42052631578957,219.72711312106247
44,222.42052631578957,219.72711312106247
45,222.42052631578957,219.72711312106247
46,222.42052631578957,219.72711312106247
47,219.92052631578957,219.72711312106247
48,219.92052631578957,219.72711312106247
49,219.92052631578957,219.72711312106247
50,219.92052631578957,219.72711312106247
51,219.92052631578957,219.72711312106247
52,219.92052631578957,219.72711312106247
53,219.92052631578957,219.72711312106247
54,220.60415071770342,220.41513327740196
55,221.2877751196173,221.10315343374145
56,221.97139952153114,221.79117359008094
57,222.65502392344501,222.47919374642044
58,223.33864832535886,223.16721390275993
59,224.02227272727274,223.85523405909942
60,224.70589712918658,224.5432542154389
61,225.38952153110046,225.2312743717784
62,226.0731459330143,225.9192945281179
63,226.75677033492818,226.60731468445738
64,227.44039473684205,227.29533484079687
65,228.12401913875593,227.9833549971363
66,228.8076435406698,228.67137515347576
67,229.49126794258368,229.35939530981526
68,230.17489234449755,230.04741546615475
69,230.8585167464114,230.73543562249424
70,231.54214114832527,231.42345577883373
71,232.22576555023912,232.11147593517322
72,232.909389952153,232.7994960915127
73,233.59301435406687,233.4875162478522
74,234.27663875598074,234.1755364041917
75,234.96026315789462,234.86355656053118
76,235.6438875598085,235.55157671687067
77,236.32751196172237,236.23959687321016
78,237.0111363636362,236.92761702954965
79,237.6947607655501,237.61563718588914
80,238.37838516746393,238.30365734222863
81,239.0620095693778,238.99167749856812
82,239.74563397129168,239.6796976549076
83,240.42925837320556,240.3677178112471
84,241.11288277511943,241.0557379675866
85,241.7965071770333,241.74375812392609
86,242.48013157894718,242.43177828026558
87,243.16375598086103,243.11979843660507
88,243.8473803827749,243.80781859294459
89,244.53100478468875,244.49583874928408
90,245.21462918660262,245.18385890562357
91,245.8982535885165,245.87187906196306
92,246.58187799043037,246.55989921830255
93,247.26550239234425,247.24791937464204
94,247.94912679425838,247.93593953098153
95,248.63275119617225,248.62395968732102
96,249.31637559808613,249.3119798436605
97,250.0,250.0
