Time_Period,Clock,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A2R_minus_A1R_cum_kWh
48,19:45,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,0.8414683443060831
49,20:00,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,0.8414683443060831
50,20:15,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,0.8414683443060831
51,20:30,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,0.8414683443060831
52,20:45,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,0.8414683443060831
53,21:00,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
54,21:15,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
55,21:30,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
56,21:45,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
57,22:00,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
58,22:15,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
59,22:30,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
60,22:45,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
61,23:00,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
62,23:15,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
63,23:30,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
64,23:45,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
65,00:00,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
66,00:15,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
67,00:30,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
68,00:45,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
69,01:00,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
70,01:15,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
71,01:30,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
72,01:45,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
73,02:00,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
74,02:15,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
75,02:30,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
76,02:45,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
77,03:00,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
78,03:15,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
79,03:30,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
80,03:45,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
81,04:00,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
82,04:15,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
83,04:30,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
84,04:45,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
85,05:00,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
86,05:15,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
87,05:30,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
88,05:45,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
89,06:00,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
90,06:15,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
91,06:30,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
92,06:45,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
93,07:00,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
94,07:15,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
95,07:30,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
96,07:45,0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),0.8414683443060831
