Time_Period,Clock,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A2R_minus_A1R_cum_kWh
1,08:00,0.0,0.0,4.679845993724483,Digging,Traveling,0.0,0.0,4.679845993724483,Digging,Traveling,0.0
2,08:15,0.0,0.0,5.5824386527306356,Digging,Idle,0.0,0.0,5.5824386527306356,Digging,Idle,0.0
3,08:30,0.0,0.0,4.167936747401412,Digging,Idle,0.0,0.0,4.167936747401412,Digging,Idle,0.0
4,08:45,0.0,0.0,3.6909496746266566,Digging,Idle,6.525769077627772,1.631442269406943,0.0,Charging,Serving CEV,1.631442269406943
5,09:00,3.5334710684831947,0.8833677671207987,0.0,Charging,Serving CEV,0.0,1.631442269406943,3.6909496746266566,Digging,Idle,0.7480745022861444
6,09:15,0.0,0.8833677671207987,6.421291841929734,Traveling,Idle,0.0,1.631442269406943,6.421291841929734,Traveling,Idle,0.7480745022861444
7,09:30,0.0,0.8833677671207987,2.9690539994732656,Digging,Idle,8.0,3.631442269406943,0.0,Charging,Serving CEV,2.748074502286144
8,09:45,6.231745841403001,2.441304227471549,0.0,Charging,Serving CEV,0.0,3.631442269406943,2.9690539994732656,Digging,Idle,1.190138041935394
9,10:00,0.0,2.441304227471549,2.720143168060706,Loading/Swinging,Idle,0.0,3.631442269406943,2.720143168060706,Loading/Swinging,Idle,1.190138041935394
10,10:15,7.561543168060706,4.331690019486725,0.0,Charging,Serving CEV,0.0,3.631442269406943,2.9593393155052388,Loading/Swinging,Idle,-0.7002477500797823
11,10:30,0.0,4.331690019486725,5.654796849460183,Digging,Idle,6.996939079078871,5.3806770391766605,0.0,Charging,Serving CEV,1.0489870196899354
12,10:45,0.0,4.331690019486725,2.9593393155052388,Loading/Swinging,Idle,7.991477115329381,7.378546318009006,0.0,Charging,Serving CEV,3.0468562985222807
13,11:00,0.0,4.331690019486725,3.840793988901714,Traveling,Idle,0.0,7.378546318009006,5.654796849460183,Digging,Idle,3.0468562985222807
14,11:15,7.744830153867145,6.2678975579535114,0.0,Charging,Serving CEV,0.0,7.378546318009006,3.840793988901714,Traveling,Idle,1.1106487600554944
15,11:30,0.0,6.2678975579535114,5.4801887353271335,Digging,Idle,0.0,7.378546318009006,5.4801887353271335,Digging,Idle,1.1106487600554944
16,11:45,0.0,6.2678975579535114,2.8919475588526895,Loading/Swinging,Idle,0.0,7.378546318009006,4.738110279329003,Digging,Idle,1.1106487600554944
17,12:00,0.0,6.2678975579535114,0.0,Idle,Idle,0.0,7.378546318009006,0.0,Idle,Idle,1.1106487600554944
18,12:15,0.0,6.2678975579535114,0.0,Idle,Idle,8.0,9.378546318009006,0.0,Charging,Serving CEV,3.1106487600554944
19,12:30,0.0,6.2678975579535114,0.0,Idle,Idle,0.0,9.378546318009006,0.0,Idle,Idle,3.1106487600554944
20,12:45,0.0,6.2678975579535114,0.0,Idle,Idle,8.0,11.378546318009006,0.0,Charging,Serving CEV,5.110648760055494
21,13:00,1.9871362941798338,6.76468163149847,0.0,Charging,Serving CEV,0.0,11.378546318009006,0.0,Idle,Idle,4.613864686510536
22,13:15,8.0,8.764681631498469,0.0,Charging,Serving CEV,0.0,11.378546318009006,0.0,Idle,Idle,2.613864686510537
23,13:30,8.0,10.764681631498469,0.0,Charging,Serving CEV,7.39070397443416,13.226222311617546,0.0,Charging,Serving CEV,2.461540680119077
24,13:45,7.999999999999986,12.764681631498465,0.0,Charging,Serving CEV,0.0,13.226222311617546,0.0,Idle,Idle,0.46154068011908045
25,14:00,0.0,12.764681631498465,4.738110279329003,Digging,Idle,0.0,13.226222311617546,5.003593261134805,Digging,Idle,0.46154068011908045
26,14:15,0.0,12.764681631498465,5.003593261134805,Digging,Idle,0.0,13.226222311617546,4.271408926580865,Digging,Idle,0.46154068011908045
27,14:30,0.0,12.764681631498465,4.8696588712163855,Traveling,Idle,8.0,15.226222311617546,0.0,Charging,Serving CEV,2.4615406801190804
28,14:45,0.0,12.764681631498465,4.271408926580865,Digging,Idle,0.0,15.226222311617546,4.8696588712163855,Traveling,Idle,2.4615406801190804
29,15:00,8.0,14.764681631498465,0.0,Charging,Serving CEV,0.0,15.226222311617546,2.8919475588526895,Loading/Swinging,Idle,0.46154068011908045
30,15:15,0.0,14.764681631498465,5.112601651377284,Digging,Idle,0.0,15.226222311617546,5.112601651377284,Digging,Idle,0.46154068011908045
31,15:30,0.0,14.764681631498465,3.2363668300052373,Loading/Swinging,Idle,0.0,15.226222311617546,6.524473377224391,Digging,Idle,0.46154068011908045
32,15:45,0.0,14.764681631498465,4.8055385831629875,Loading/Swinging,Idle,8.0,17.226222311617548,0.0,Charging,Serving CEV,2.4615406801190822
33,16:00,4.705978402806568,15.941176232200107,0.0,Charging,Serving CEV,0.0,17.226222311617548,3.2363668300052373,Loading/Swinging,Idle,1.285046079417441
34,16:15,0.0,15.941176232200107,4.923324857856662,Traveling,Idle,0.0,17.226222311617548,4.923324857856662,Traveling,Idle,1.285046079417441
35,16:30,0.213224857856666,15.994482446664273,0.0,Charging,Serving CEV,0.0,17.226222311617548,4.8055385831629875,Loading/Swinging,Idle,1.2317398649532745
36,16:45,0.0,15.994482446664273,3.6980773959691877,Loading/Swinging,Idle,8.0,19.226222311617548,0.0,Charging,Serving CEV,3.2317398649532745
37,17:00,0.0,15.994482446664273,0.0,Idle,Idle,8.0,21.226222311617548,0.0,Charging,Serving CEV,5.2317398649532745
38,17:15,3.2000000000000552,16.794482446664286,0.0,Charging,Serving CEV,8.0,23.226222311617548,0.0,Charging,Serving CEV,6.431739864953261
39,17:30,8.0,18.794482446664286,0.0,Charging,Serving CEV,1.63891391741124,23.63595079097036,0.0,Charging,Serving CEV,4.841468344306072
40,17:45,0.0,18.794482446664286,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,4.841468344306072
41,18:00,8.0,20.794482446664286,0.0,Charging,Serving CEV,0.0,23.63595079097036,0.0,Idle,Traveling,2.8414683443060724
42,18:15,0.0,20.794482446664286,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,2.8414683443060724
43,18:30,7.99999999999995,22.794482446664276,0.0,Charging,Serving CEV,0.0,23.63595079097036,0.0,Idle,Idle,0.8414683443060831
44,18:45,0.0,22.794482446664276,0.0,Idle,Traveling,0.0,23.63595079097036,0.0,Idle,Idle,0.8414683443060831
45,19:00,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,0.8414683443060831
46,19:15,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,0.8414683443060831
47,19:30,0.0,22.794482446664276,0.0,Idle,Idle,0.0,23.63595079097036,0.0,Idle,Idle,0.8414683443060831
