Time_Period,Time_Label,MCS_1_SOE_kWh,MCS_1_Max_SOE_kWh,MCS_1_Min_SOE_kWh
1,D1 08:00,250.0,250.0,50.0
2,D1 08:15,247.5,250.0,50.0
3,D1 08:30,247.5,250.0,50.0
4,D1 08:45,247.5,250.0,50.0
5,D1 09:00,247.5,250.0,50.0
6,D1 09:15,246.393999957246,250.0,50.0
7,D1 09:30,246.39399995724602,250.0,50.0
8,D1 09:45,246.39399995724602,250.0,50.0
9,D1 10:00,244.28873679935128,250.0,50.0
10,D1 10:15,244.28873679935128,250.0,50.0
11,D1 10:30,244.28873679935128,250.0,50.0
12,D1 10:45,244.28873679935128,250.0,50.0
13,D1 11:00,244.28873679935128,250.0,50.0
14,D1 11:15,243.90945370226427,250.0,50.0
15,D1 11:30,243.90945370226427,250.0,50.0
16,D1 11:45,243.90945370226427,250.0,50.0
17,D1 12:00,243.90945370226427,250.0,50.0
18,D1 12:15,243.90945370226427,250.0,50.0
19,D1 12:30,243.90945370226427,250.0,50.0
20,D1 12:45,241.80419054436953,250.0,50.0
21,D1 13:00,239.6989273864748,250.0,50.0
22,D1 13:15,239.6989273864748,250.0,50.0
23,D1 13:30,239.6989273864748,250.0,50.0
24,D1 13:45,239.26837099329722,250.0,50.0
25,D1 14:00,237.16310783540249,250.0,50.0
26,D1 14:15,237.1631078354025,250.0,50.0
27,D1 14:30,237.1631078354025,250.0,50.0
28,D1 14:45,237.1631078354025,250.0,50.0
29,D1 15:00,237.1631078354025,250.0,50.0
30,D1 15:15,235.07123061178632,250.0,50.0
31,D1 15:30,235.07123061178632,250.0,50.0
32,D1 15:45,235.07123061178632,250.0,50.0
33,D1 16:00,235.07123061178632,250.0,50.0
34,D1 16:15,235.07123061178632,250.0,50.0
35,D1 16:30,232.96596745389158,250.0,50.0
36,D1 16:45,230.86070429599684,250.0,50.0
37,D1 17:00,230.86070429599687,250.0,50.0
38,D1 17:15,228.75544113810213,250.0,50.0
39,D1 17:30,226.6501779802074,250.0,50.0
40,D1 17:45,226.38693330842085,250.0,50.0
41,D1 18:00,224.2816701505261,250.0,50.0
42,D1 18:15,222.17640699263137,250.0,50.0
43,D1 18:30,222.17640699263134,250.0,50.0
44,D1 18:45,222.1764069926313,250.0,50.0
45,D1 19:00,222.1764069926313,250.0,50.0
46,D1 19:15,219.6764069926313,250.0,50.0
47,D1 19:30,219.6764069926313,250.0,50.0
48,D1 19:45,219.6764069926313,250.0,50.0
49,D1 20:00,219.6764069926313,250.0,50.0
50,D1 20:15,219.6764069926313,250.0,50.0
51,D1 20:30,219.6764069926313,250.0,50.0
52,D1 20:45,219.6764069926313,250.0,50.0
53,D1 21:00,219.6764069926313,250.0,50.0
54,D1 21:15,220.3655795609806,250.0,50.0
55,D1 21:30,221.0547521293299,250.0,50.0
56,D1 21:45,221.74392469767918,250.0,50.0
57,D1 22:00,222.43309726602848,250.0,50.0
58,D1 22:15,223.12226983437776,250.0,50.0
59,D1 22:30,223.81144240272707,250.0,50.0
60,D1 22:45,224.50061497107635,250.0,50.0
61,D1 23:00,225.18978753942565,250.0,50.0
62,D1 23:15,225.87896010777493,250.0,50.0
63,D1 23:30,226.56813267612424,250.0,50.0
64,D1 23:45,227.2573052444735,250.0,50.0
65,D1 00:00,227.9464778128228,250.0,50.0
66,D1 00:15,228.63565038117207,250.0,50.0
67,D1 00:30,229.32482294952135,250.0,50.0
68,D1 00:45,230.01399551787065,250.0,50.0
69,D1 01:00,230.70316808621993,250.0,50.0
70,D1 01:15,231.39234065456924,250.0,50.0
71,D1 01:30,232.08151322291852,250.0,50.0
72,D1 01:45,232.77068579126782,250.0,50.0
73,D1 02:00,233.4598583596171,250.0,50.0
74,D1 02:15,234.1490309279664,250.0,50.0
75,D1 02:30,234.83820349631569,250.0,50.0
76,D1 02:45,235.527376064665,250.0,50.0
77,D1 03:00,236.21654863301427,250.0,50.0
78,D1 03:15,236.90572120136358,250.0,50.0
79,D1 03:30,237.59489376971285,250.0,50.0
80,D1 03:45,238.28406633806216,250.0,50.0
81,D1 04:00,238.97323890641144,250.0,50.0
82,D1 04:15,239.66241147476075,250.0,50.0
83,D1 04:30,240.35158404311002,250.0,50.0
84,D1 04:45,241.04075661145933,250.0,50.0
85,D1 05:00,241.7299291798086,250.0,50.0
86,D1 05:15,242.4191017481579,250.0,50.0
87,D1 05:30,243.1082743165072,250.0,50.0
88,D1 05:45,243.7974468848565,250.0,50.0
89,D1 06:00,244.48661945320578,250.0,50.0
90,D1 06:15,245.17579202155497,250.0,50.0
91,D1 06:30,245.86496458990425,250.0,50.0
92,D1 06:45,246.55413715825355,250.0,50.0
93,D1 07:00,247.24330972660272,250.0,50.0
94,D1 07:15,247.93248229495205,250.0,50.0
95,D1 07:30,248.62165486330133,250.0,50.0
96,D1 07:45,249.31082743165067,250.0,50.0
97,D1 08:00,250.0,250.0,50.0
