Time_Period,Clock,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A2S_minus_A1S_cum_kWh
1,08:00,0.0,0.0,4.367018249215561,Digging,Traveling,0.0,0.0,4.367018249215561,Digging,Idle,0.0
2,08:15,0.0,0.0,4.282357668408671,Digging,Idle,0.0,0.0,4.282357668408671,Digging,Traveling,0.0
3,08:30,0.0,0.0,4.303029593425177,Digging,Idle,0.0,0.0,4.303029593425177,Digging,Idle,0.0
4,08:45,8.000000000000135,2.0000000000000338,0.0,Charging,Serving CEV,0.0,0.0,2.6727839265230844,Loading/Swinging,Idle,-2.0000000000000338
5,09:00,5.213058432683464,3.3032646081709,0.0,Charging,Serving CEV,7.66850218353151,1.9171255458828775,0.0,Charging,Serving CEV,-1.3861390622880223
6,09:15,0.0,3.3032646081709,4.243406209328333,Digging,Idle,0.0,1.9171255458828775,3.793958284150275,Traveling,Traveling,-1.3861390622880223
7,09:30,0.0,3.3032646081709,3.793958284150275,Traveling,Idle,0.0,1.9171255458828775,4.243406209328333,Digging,Traveling,-1.3861390622880223
8,09:45,7.999999999999985,5.303264608170896,0.0,Charging,Serving CEV,2.4556563007709897,2.531039621075625,0.0,Charging,Serving CEV,-2.7722249870952713
9,10:00,0.0,5.303264608170896,4.153169249934159,Digging,Traveling,0.0,2.531039621075625,4.153169249934159,Digging,Idle,-2.7722249870952713
10,10:15,0.0,5.303264608170896,4.273312893817478,Digging,Charging (grid),7.512515215210363,4.4091684248782155,0.0,Charging,Serving CEV,-0.8940961832926808
11,10:30,0.0,5.303264608170896,4.295138908084109,Digging,Charging (grid),0.0,4.4091684248782155,4.273312893817478,Digging,Idle,-0.8940961832926808
12,10:45,0.0,5.303264608170896,0.0,Idle,Charging (grid),6.516394011204438,6.0382669276793255,0.0,Charging,Serving CEV,0.7350023195084292
13,11:00,0.0,5.303264608170896,4.374301284916125,Digging,Charging (grid),0.0,6.0382669276793255,4.295138908084109,Digging,Traveling,0.7350023195084292
14,11:15,0.0,5.303264608170896,3.744842494522781,Traveling,Charging (grid),0.0,6.0382669276793255,3.744842494522781,Traveling,Charging (grid),0.7350023195084292
15,11:30,0.0,5.303264608170896,2.6727839265230844,Loading/Swinging,Charging (grid),0.0,6.0382669276793255,4.374301284916125,Digging,Charging (grid),0.7350023195084292
16,11:45,0.0,5.303264608170896,4.35471334235815,Digging,Charging (grid),0.0,6.0382669276793255,4.35471334235815,Digging,Charging (grid),0.7350023195084292
17,12:00,0.0,5.303264608170896,0.0,Idle,Charging (grid),0.0,6.0382669276793255,0.0,Idle,Charging (grid),0.7350023195084292
18,12:15,0.0,5.303264608170896,0.0,Idle,Charging (grid),0.0,6.0382669276793255,0.0,Idle,Charging (grid),0.7350023195084292
19,12:30,0.0,5.303264608170896,0.0,Idle,Charging (grid),0.0,6.0382669276793255,0.0,Idle,Charging (grid),0.7350023195084292
20,12:45,0.0,5.303264608170896,0.0,Idle,Charging (grid),0.0,6.0382669276793255,0.0,Idle,Charging (grid),0.7350023195084292
21,13:00,0.0,5.303264608170896,0.0,Idle,Charging (grid),0.0,6.0382669276793255,0.0,Idle,Charging (grid),0.7350023195084292
22,13:15,0.0,5.303264608170896,0.0,Idle,Charging (grid),0.0,6.0382669276793255,0.0,Idle,Charging (grid),0.7350023195084292
23,13:30,0.0,5.303264608170896,0.0,Idle,Traveling,0.0,6.0382669276793255,0.0,Idle,Traveling,0.7350023195084292
24,13:45,7.048764835404739,7.065455817022081,0.0,Charging,Serving CEV,6.382687733805661,7.633938861130741,0.0,Charging,Serving CEV,0.5684830441086595
25,14:00,0.0,7.065455817022081,4.315963615822609,Digging,Idle,0.0,7.633938861130741,4.315963615822609,Digging,Idle,0.5684830441086595
26,14:15,0.0,7.065455817022081,4.34108729357784,Digging,Idle,0.0,7.633938861130741,4.34108729357784,Digging,Idle,0.5684830441086595
27,14:30,6.6522238606633755,8.728511782187924,0.0,Charging,Serving CEV,0.0,7.633938861130741,3.797259230336112,Traveling,Idle,-1.0945729210571837
28,14:45,0.0,8.728511782187924,3.797259230336112,Traveling,Idle,0.0,7.633938861130741,2.74881631185455,Loading/Swinging,Idle,-1.0945729210571837
29,15:00,0.0,8.728511782187924,2.74881631185455,Loading/Swinging,Idle,8.0,9.63393886113074,0.0,Charging,Serving CEV,0.9054270789428163
30,15:15,0.0,8.728511782187924,2.776728312221735,Loading/Swinging,Idle,0.0,9.63393886113074,2.776728312221735,Loading/Swinging,Idle,0.9054270789428163
31,15:30,0.0,8.728511782187924,4.164603327846952,Digging,Idle,0.0,9.63393886113074,2.6293312982721675,Loading/Swinging,Idle,0.9054270789428163
32,15:45,5.194732620238078,10.027194937247444,0.0,Charging,Serving CEV,0.0,9.63393886113074,4.164603327846952,Digging,Idle,-0.3932560761167032
33,16:00,0.0,10.027194937247444,2.6293312982721675,Loading/Swinging,Idle,8.0,11.63393886113074,0.0,Charging,Serving CEV,1.6067439238832968
34,16:15,0.0,10.027194937247444,3.8756632250343857,Traveling,Idle,0.0,11.63393886113074,3.8756632250343857,Traveling,Idle,1.6067439238832968
35,16:30,0.0,10.027194937247444,2.7494849847154335,Loading/Swinging,Idle,0.0,11.63393886113074,2.7494849847154335,Loading/Swinging,Idle,1.6067439238832968
36,16:45,0.0,10.027194937247444,2.687791207199425,Loading/Swinging,Idle,0.0,11.63393886113074,2.687791207199425,Loading/Swinging,Idle,1.6067439238832968
