mode,approach,total_energy_kWh,total_cost_USD,total_co2_kg,nc_peak_kW,op_peak_kW,missed_h,shortfall_kWh
live_data,A0,28.19928309188994,9.10540009309182,6.737704093510812,1.9788970590800665,-0.0,0.0,0.0
live_data,A1S,27.63367513982935,8.878662686584084,6.654656417149296,1.992953472855442,0.0,0.0,0.0
live_data,A2S,27.112505262016438,8.276657896131145,6.6311697796788165,1.9052286075324714,0.0,0.25,0.0
