Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.256430114614043,Digging,Traveling,0.0,0.0,4.256430114614043,Digging,Traveling,0.0,0.0,4.256430114614043,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,4.206509881093977,Digging,Idle,4.480452752225307,1.1201131880563266,0.0,Charging,Serving CEV,0.0,0.0,4.206509881093977,Digging,Traveling,1.1201131880563266,0.0
3,08:30,7.999999999999999,1.9999999999999998,0.0,Charging,Serving CEV,0.0,1.1201131880563266,4.206509881093977,Digging,Idle,0.0,0.0,4.306450157338489,Digging,Idle,-0.8798868119436731,-1.9999999999999998
4,08:45,0.0,1.9999999999999998,4.306450157338489,Digging,Idle,-3.262296953954317e-13,1.1201131880562452,4.306450157338489,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,-0.8798868119437546,2.220446049250313e-16
5,09:00,0.0,1.9999999999999998,4.326852377450038,Digging,Idle,3.400536717242328e-13,1.1201131880563302,4.326852377450038,Digging,Idle,0.0,2.0,4.326852377450038,Digging,Idle,-0.8798868119436696,2.220446049250313e-16
6,09:15,8.0,4.0,0.0,Charging,Serving CEV,0.0,1.1201131880563302,3.9136394459863433,Traveling,Idle,0.0,2.0,3.9136394459863433,Traveling,Idle,-2.8798868119436696,-2.0
7,09:30,4.178947368421149,5.044736842105287,0.0,Charging,Serving CEV,4.816159854598763,2.324153151706021,0.0,Charging,Serving CEV,8.0,4.0,0.0,Charging,Serving CEV,-2.720583690399266,-1.0447368421052872
8,09:45,0.0,5.044736842105287,3.9136394459863433,Traveling,Idle,0.0,2.324153151706021,4.306290298720717,Digging,Idle,0.0,4.0,4.306290298720717,Digging,Idle,-2.720583690399266,-1.0447368421052872
9,10:00,0.0,5.044736842105287,2.744213452885372,Loading/Swinging,Idle,8.00000000000074,4.324153151706206,0.0,Charging,Serving CEV,7.875840224711933,5.968960056177983,0.0,Charging,Serving CEV,-0.7205836903990814,0.924223214072696
10,10:15,0.0,5.044736842105287,4.306290298720717,Digging,Idle,-0.0,4.324153151706206,4.31912598436105,Digging,Idle,0.0,5.968960056177983,2.744213452885372,Loading/Swinging,Idle,-0.7205836903990814,0.924223214072696
11,10:30,0.0,5.044736842105287,4.31912598436105,Digging,Idle,0.0,4.324153151706206,4.376623817481726,Digging,Idle,0.0,5.968960056177983,4.31912598436105,Digging,Idle,-0.7205836903990814,0.924223214072696
