Time_Period,MCS_1_A0_kWh,MCS_1_A1R_kWh,MCS_1_A2R_kWh
1,250.0,250.0,250.0
2,250.0,250.0,250.0
3,248.67243767313022,250.0,250.0
4,248.6724376731308,250.0,247.89473684210526
5,248.6724376731308,247.9903031825348,247.89473684210526
6,246.56717451523605,247.9903031825348,247.89473684210526
7,246.56717451523605,247.99030318253486,247.89473684210526
8,246.56717451523605,245.88504002464012,245.78947368421052
9,244.4619113573413,245.88504002464012,245.78947368421052
10,244.4619113573413,243.77977686674538,246.2254012146204
11,244.78466066481974,243.77977686674538,246.66771011003885
12,245.2587824225634,243.77977686674538,247.01380290270714
13,245.73290418030706,241.67451370885064,247.4561117981256
14,246.20702593805072,241.67451370885064,247.89842069354404
15,246.68114769579438,242.0980689322642,247.89842069354404
16,247.15526945353804,242.52162415567776,248.23076441832612
17,247.6293912112817,242.94630939170466,248.67307331374457
18,248.10351296902536,243.37099462773156,249.09077574357502
19,248.57763472676902,243.79567986375847,249.53749792517002
20,249.05175648451268,244.22036509978537,249.53749792517002
21,249.52587824225634,244.64505033581227,247.72091991564605
22,250.0,245.06973557183917,247.2074976920378
23,250.0,245.49442080786608,245.10223453414307
24,247.89473684210526,245.91910604389298,245.10223453414307
25,245.78947368421052,246.34379127991988,242.99697137624833
26,245.78947368421052,246.7684765159468,242.99697137624833
27,245.78947368421052,247.1931617519737,242.99697137624833
28,245.78947368421052,247.6178469880006,242.99697137624833
29,243.68421052631578,247.6178469880006,242.99697137624833
30,243.68421052631578,245.51258383010585,240.89170821835359
31,243.68421052631578,245.51258383010585,240.89170821835359
32,243.68421052631578,245.51258383010585,240.89170821835359
33,243.68421052631578,245.40314443577296,240.89170821835359
34,241.57894736842104,245.40314443577296,240.89170821835359
35,241.57894736842104,245.40314443577296,238.78644506045885
36,241.57894736842104,245.40314443577296,236.6811819025641
37,241.57894736842104,245.40314443577296,236.6811819025641
38,239.4736842105263,243.97850323402778,234.57591874466937
39,237.36842105263156,241.9482211920144,233.81645296704326
40,235.26315789473682,239.9498149836993,231.75116169218148
41,235.26315789473682,237.9497310999264,231.75116169218148
42,233.15789473684208,235.84446794203166,231.75116169218148
43,231.05263157894734,233.95527568106678,231.75116169218148
44,231.05263157894734,233.95527568106678,231.75116169218148
45,229.13864265927918,233.95527568106678,231.75116169218148
46,229.13864265927918,233.95527568106678,231.75116169218148
47,229.13864265927918,233.95527568106678,231.75116169218148
48,229.13864265927918,233.95527568106678,231.75116169218148
49,229.13864265927918,233.95527568106678,231.75116169218148
50,229.13864265927918,233.95527568106678,231.75116169218148
51,229.13864265927918,233.95527568106678,231.75116169218148
52,229.13864265927918,233.95527568106678,231.75116169218148
53,229.13864265927918,233.95527568106678,231.75116169218148
54,229.61276441702285,234.37996091709368,232.19788387377648
55,230.0868861747665,234.8046461531206,232.64460605537147
56,230.56100793251017,235.2293313891475,233.09132823696646
57,231.03512969025383,235.6540166251744,233.53805041856145
58,231.50925144799749,236.0787018612013,233.98477260015645
59,231.98337320574115,236.5033870972282,234.43149478175144
60,232.4574949634848,236.83475768316558,234.87821696334643
61,232.93161672122847,236.83475768316558,235.25816800736538
62,233.40573847897213,236.83475768316558,235.25816800736538
63,233.87986023671579,236.83475768316558,235.70489018896038
64,234.35398199445945,236.83475768316558,235.70489018896038
65,234.8281037522031,236.83475768316558,235.70489018896038
66,235.30222550994677,237.25944291919248,236.15161237055537
67,235.77634726769043,237.68412815521938,236.59833455215036
68,236.25046902543409,238.1088133912463,237.04505673374535
69,236.72459078317775,238.5334986272732,237.49177891534035
70,237.1987125409214,238.9581838633001,237.93850109693534
71,237.67283429866507,239.382869099327,238.38522327853033
72,238.14695605640873,239.8075543353539,238.83194546012533
73,238.6210778141524,240.2322395713808,239.27866764172032
74,239.09519957189605,240.6569248074077,239.7253898233153
75,239.5693213296397,241.0816100434346,240.1721120049103
76,240.04344308738337,241.5062952794615,240.6188341865053
77,240.51756484512703,241.93098051548841,241.0655563681003
78,240.9916866028707,242.35566575151532,241.51227854969528
79,241.46580836061435,242.78035098754222,241.95900073129027
80,241.939930118358,243.20503622356912,242.40572291288527
81,242.41405187610167,243.62972145959603,242.85244509448026
82,242.88817363384533,244.05440669562293,243.29916727607525
83,243.362295391589,244.47909193164983,243.74588945767024
84,243.83641714933265,244.90377716767674,244.19261163926524
85,244.3105389070763,245.32846240370364,244.63933382086023
86,244.78466066481997,245.75314763973054,245.08605600245522
87,245.25878242256363,246.17783287575745,245.53277818405022
88,245.7329041803073,246.60251811178435,245.9795003656452
89,246.20702593805095,247.02720334781125,246.4262225472402
90,246.6811476957946,247.02720334781125,246.87294472883508
91,247.15526945353827,247.4518885838385,247.31966691043007
92,247.62939121128193,247.87657381986375,247.76638909202504
93,248.1035129690256,248.30125905589102,248.21311127362003
94,248.57763472676925,248.7259442919182,248.659833455215
95,249.0517564845129,249.15062952794548,249.10655563681
96,249.52587824225634,249.57531476397273,249.553277818405
97,250.0,250.0,250.0
