Time_Period,CEV_1_A0_kWh,CEV_1_A1R_kWh
1,14.8,14.8
2,13.60891587539222,13.60891587539222
3,12.361419709596555,12.361419709596555
4,11.202329912883966,14.361419709596555
5,10.0730518082198,13.202329912883966
6,12.0730518082198,12.0730518082198
7,10.922536110531766,10.922536110531766
8,12.922536110531766,9.838376485564687
9,11.838376485564687,11.838376485564687
10,13.838376485564687,10.586357932473426
11,12.586357932473426,12.586357932473426
12,11.34525238651548,11.911475382278105
13,10.150526744057416,13.469575000000003
14,8.888316766480095,12.228469454042056
15,10.888316766480095,10.966259476464735
16,9.676998437659169,9.771533834006672
17,8.511441629747864,8.560215505185745
18,10.511441629747864,8.697675
19,12.511441629747864,10.697675
20,14.336941629748068,12.697675
21,14.336941629748068,14.697675
22,14.336941629748068,14.697675
23,14.336941629748068,14.697675
24,14.336941629748068,14.697675
25,14.336941629748068,14.697675
26,13.118810276536989,13.532118192088696
27,12.443927726341668,12.313986838877616
28,14.443927726341668,14.301425
29,13.05609602768119,12.913593301339523
30,11.749722691604667,11.607219965262999
31,11.037364788381224,10.894862062039556
32,10.265445096462333,10.122942370120665
33,12.265445096462333,12.122942370120665
34,11.503920829467774,11.361418103126105
35,10.054136669131026,9.911633942789358
36,9.271657492813135,9.129154766471467
37,8.468186621169485,8.325683894827817
38,10.468186621169485,8.325683894827817
39,12.468186621169485,8.8
40,14.468186621169485,10.8
41,14.468186621169485,12.8
42,14.468186621169485,14.8
43,14.468186621169485,14.8
44,14.468186621169485,14.8
45,14.468186621169485,14.8
46,14.468186621169485,14.8
47,14.468186621169485,14.8
48,14.468186621169485,14.8
49,14.468186621169485,14.8
50,14.468186621169485,14.8
51,14.468186621169485,14.8
52,14.468186621169485,14.8
53,14.468186621169485,14.8
54,14.468186621169485,14.8
55,14.468186621169485,14.8
56,14.468186621169485,14.8
57,14.468186621169485,14.8
58,14.468186621169485,14.8
59,14.468186621169485,14.8
60,14.468186621169485,14.8
61,14.468186621169485,14.8
62,14.468186621169485,14.8
63,14.468186621169485,14.8
64,14.468186621169485,14.8
65,14.468186621169485,14.8
66,14.468186621169485,14.8
67,14.468186621169485,14.8
68,14.468186621169485,14.8
69,14.468186621169485,14.8
70,14.468186621169485,14.8
71,14.468186621169485,14.8
72,14.468186621169485,14.8
73,14.468186621169485,14.8
74,14.468186621169485,14.8
75,14.468186621169485,14.8
76,14.468186621169485,14.8
77,14.468186621169485,14.8
78,14.468186621169485,14.8
79,14.468186621169485,14.8
80,14.468186621169485,14.8
81,14.468186621169485,14.8
82,14.468186621169485,14.8
83,14.468186621169485,14.8
84,14.468186621169485,14.8
85,14.468186621169485,14.8
