Time_Period,MCS_1_A0_kWh,MCS_1_A1R_kWh
1,250.0,250.0
2,247.5,247.5
3,247.50000000000014,247.5
4,247.50000000000014,245.39473684210526
5,247.50000000000014,245.39473684210526
6,245.3947368421054,245.39473684210526
7,245.3947368421054,245.39473684210526
8,243.2894736842107,245.39473684210526
9,243.28947368421066,243.28947368421052
10,241.18421052631592,243.28947368421055
11,241.18421052631595,241.1842105263158
12,241.18421052631595,241.1842105263158
13,241.18421052631595,239.54410566555592
14,241.18421052631595,239.54410566555595
15,239.07894736842127,239.54410566555595
16,239.07894736842127,239.54410566555595
17,239.07894736842127,239.54410566555595
18,236.9736842105266,239.3994114604883
19,234.86842105263187,237.29414830259356
20,232.94684210526327,235.18888514469882
21,232.94684210526327,233.08362198680408
22,232.94684210526327,233.08362198680408
23,232.94684210526327,233.08362198680408
24,232.94684210526327,233.08362198680408
25,232.94684210526327,233.08362198680408
26,232.94684210526327,233.08362198680408
27,232.94684210526327,233.08362198680408
28,230.84157894736853,230.99158181720156
29,230.84157894736853,230.99158181720156
30,230.84157894736853,230.99158181720156
31,230.84157894736853,230.99158181720156
32,230.84157894736853,230.99158181720156
33,228.7363157894738,228.88631865930682
34,228.73631578947382,228.88631865930682
35,228.7363157894738,228.88631865930682
36,228.73631578947382,228.88631865930682
37,228.73631578947382,228.88631865930682
38,226.63105263157905,228.88631865930682
39,224.5257894736843,228.38703854859926
40,222.42052631578957,226.28177539070452
41,222.42052631578957,224.17651223280978
42,222.42052631578957,222.07124907491504
43,222.42052631578957,219.57124907491504
44,222.42052631578957,219.57124907491504
45,222.42052631578957,219.57124907491504
46,222.42052631578957,219.57124907491504
47,219.92052631578957,219.57124907491504
48,219.92052631578957,219.57124907491504
49,219.92052631578957,219.57124907491504
50,219.92052631578957,219.57124907491504
51,219.92052631578957,219.57124907491504
52,219.92052631578957,219.57124907491504
53,219.92052631578957,219.57124907491504
54,220.60415071770342,220.2628115959397
55,221.2877751196173,220.95437411696435
56,221.97139952153114,221.64593663798902
57,222.65502392344501,222.33749915901367
58,223.33864832535886,223.02906168003835
59,224.02227272727274,223.720624201063
60,224.70589712918658,224.41218672208768
61,225.38952153110046,225.10374924311233
62,226.0731459330143,225.795311764137
63,226.75677033492818,226.48687428516166
64,227.44039473684205,227.17843680618634
65,228.12401913875593,227.86999932721073
66,228.8076435406698,228.56156184823539
67,229.49126794258368,229.25312436926004
68,230.17489234449755,229.94468689028471
69,230.8585167464114,230.63624941130936
70,231.54214114832527,231.32781193233404
71,232.22576555023912,232.0193744533587
72,232.909389952153,232.71093697438337
73,233.59301435406687,233.40249949540802
74,234.27663875598074,234.0940620164327
75,234.96026315789462,234.78562453745735
76,235.6438875598085,235.47718705848203
77,236.32751196172237,236.16874957950668
78,237.0111363636362,236.86031210053136
79,237.6947607655501,237.551874621556
80,238.37838516746393,238.2434371425807
81,239.0620095693778,238.93499966360534
82,239.74563397129168,239.62656218463002
83,240.42925837320556,240.31812470565467
84,241.11288277511943,241.00968722667935
85,241.7965071770333,241.701249747704
86,242.48013157894718,242.39281226872868
87,243.16375598086103,243.08437478975333
88,243.8473803827749,243.775937310778
89,244.53100478468875,244.46749983180268
90,245.21462918660262,245.15906235282733
91,245.8982535885165,245.850624873852
92,246.58187799043037,246.54218739487666
93,247.26550239234425,247.23374991590134
94,247.94912679425838,247.925312436926
95,248.63275119617225,248.61687495795067
96,249.31637559808613,249.30843747897532
97,250.0,250.0
98,247.5,247.5
99,247.49999999999997,247.5
100,247.33440696965206,245.39473684210526
101,245.22914381175733,245.39473684210526
102,245.22914381175733,245.39473684210526
103,245.22914381175733,245.39473684210526
104,243.12388065386259,243.28947368421052
105,243.12388065386259,243.28947368421055
106,243.12388065386259,243.28947368421274
107,243.12388065386259,241.184210526318
108,243.12388065386259,241.18421052631803
109,241.01861749596785,241.18421052631803
110,241.01861749596785,241.18421052631803
111,241.01861749596785,241.18421052631803
112,241.01861749596785,241.18421052631803
113,241.01861749596785,241.18421052631803
114,238.9133543380731,239.60004216071815
115,236.80809118017837,239.60004216071815
116,234.70282802228365,237.49477900282335
117,232.59756486438894,236.9570947922971
118,232.59756486438891,235.3895158449287
119,232.59756486438891,233.28425268703396
120,232.5975648643889,232.74656847650763
