Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A1R_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.764336498431121,Digging,Traveling,0.0,0.0,4.764336498431121,Digging,Traveling,0.0
2,08:15,0.0,0.0,4.989984663182659,Digging,Idle,0.0,0.0,4.989984663182659,Digging,Idle,0.0
3,08:30,0.0,0.0,4.6363591868503535,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,2.0
4,08:45,0.0,0.0,4.517112418656664,Digging,Idle,0.0,2.0,4.6363591868503535,Digging,Idle,2.0
5,09:00,8.0,2.0,0.0,Charging,Serving CEV,0.0,2.0,4.517112418656664,Digging,Idle,0.0
6,09:15,0.0,2.0,4.602062790752132,Traveling,Idle,0.0,2.0,4.602062790752132,Traveling,Idle,0.0
7,09:30,8.0,4.0,0.0,Charging,Serving CEV,0.0,2.0,4.336638499868317,Digging,Idle,-2.0
8,09:45,0.0,4.0,4.336638499868317,Digging,Idle,8.0,4.0,0.0,Charging,Serving CEV,0.0
9,10:00,8.0,6.0,0.0,Charging,Serving CEV,0.0,4.0,5.008074212365046,Digging,Idle,-2.0
10,10:15,0.0,6.0,5.008074212365046,Digging,Idle,8.0,6.0,0.0,Charging,Serving CEV,0.0
11,10:30,0.0,6.0,4.9644221838317835,Digging,Idle,0.0,6.0,2.699530200781285,Loading/Swinging,Idle,0.0
12,10:45,0.0,6.0,4.778902569832251,Digging,Idle,6.232398470887588,7.558099617721897,0.0,Charging,Serving CEV,1.558099617721897
13,11:00,0.0,6.0,5.048839910309281,Traveling,Idle,0.0,7.558099617721897,4.9644221838317835,Digging,Idle,1.558099617721897
14,11:15,8.0,8.0,0.0,Charging,Serving CEV,0.0,7.558099617721897,5.048839910309281,Traveling,Idle,-0.4419003822781029
15,11:30,0.0,8.0,4.845273315283702,Digging,Idle,0.0,7.558099617721897,4.778902569832251,Digging,Idle,-0.4419003822781029
16,11:45,0.0,8.0,4.6622272316452165,Digging,Idle,0.0,7.558099617721897,4.845273315283702,Digging,Idle,-0.4419003822781029
17,12:00,8.0,10.0,0.0,Charging,Serving CEV,0.5498379792570205,7.695559112536152,0.0,Charging,Serving CEV,-2.304440887463848
18,12:15,8.0,12.0,0.0,Charging,Serving CEV,8.0,9.695559112536152,0.0,Charging,Serving CEV,-2.304440887463848
19,12:30,7.302000000000817,13.825500000000204,0.0,Charging,Serving CEV,8.0,11.695559112536152,0.0,Charging,Serving CEV,-2.129940887464052
20,12:45,0.0,13.825500000000204,0.0,Idle,Idle,8.0,13.695559112536152,0.0,Charging,Serving CEV,-0.12994088746405197
21,13:00,0.0,13.825500000000204,0.0,Idle,Idle,0.0,13.695559112536152,0.0,Idle,Idle,-0.12994088746405197
22,13:15,0.0,13.825500000000204,0.0,Idle,Idle,0.0,13.695559112536152,0.0,Idle,Idle,-0.12994088746405197
23,13:30,0.0,13.825500000000204,0.0,Idle,Idle,0.0,13.695559112536152,0.0,Idle,Idle,-0.12994088746405197
24,13:45,0.0,13.825500000000204,0.0,Idle,Idle,0.0,13.695559112536152,0.0,Idle,Idle,-0.12994088746405197
25,14:00,0.0,13.825500000000204,4.872525412844321,Digging,Idle,0.0,13.695559112536152,4.6622272316452165,Digging,Idle,-0.12994088746405197
26,14:15,0.0,13.825500000000204,2.699530200781285,Loading/Swinging,Idle,0.0,13.695559112536152,4.872525412844321,Digging,Idle,-0.12994088746405197
27,14:30,7.999999999999999,15.825500000000204,0.0,Charging,Serving CEV,7.949752644489536,15.682997273658536,0.0,Charging,Serving CEV,-0.14250272634166805
28,14:45,0.0,15.825500000000204,5.5513267946419065,Traveling,Idle,0.0,15.682997273658536,5.5513267946419065,Traveling,Idle,-0.14250272634166805
29,15:00,0.0,15.825500000000204,5.2254933443060985,Digging,Idle,0.0,15.682997273658536,5.2254933443060985,Digging,Idle,-0.14250272634166805
30,15:15,0.0,15.825500000000204,2.8494316128937736,Loading/Swinging,Idle,0.0,15.682997273658536,2.8494316128937736,Loading/Swinging,Idle,-0.14250272634166805
31,15:30,0.0,15.825500000000204,3.0876787676755635,Loading/Swinging,Idle,0.0,15.682997273658536,3.0876787676755635,Loading/Swinging,Idle,-0.14250272634166805
32,15:45,7.999999999999999,17.825500000000204,0.0,Charging,Serving CEV,8.0,17.682997273658536,0.0,Charging,Serving CEV,-0.14250272634166805
33,16:00,0.0,17.825500000000204,3.0460970679782364,Loading/Swinging,Idle,0.0,17.682997273658536,3.0460970679782364,Loading/Swinging,Idle,-0.14250272634166805
34,16:15,0.0,17.825500000000204,5.799136641346988,Traveling,Idle,0.0,17.682997273658536,5.799136641346988,Traveling,Idle,-0.14250272634166805
35,16:30,0.0,17.825500000000204,3.1299167052715626,Loading/Swinging,Idle,0.0,17.682997273658536,3.1299167052715626,Loading/Swinging,Idle,-0.14250272634166805
36,16:45,0.0,17.825500000000204,3.2138834865746007,Loading/Swinging,Idle,0.0,17.682997273658536,3.2138834865746007,Loading/Swinging,Idle,-0.14250272634166805
37,17:00,8.0,19.825500000000204,0.0,Charging,Serving CEV,0.0,17.682997273658536,0.0,Idle,Idle,-2.142502726341668
38,17:15,8.0,21.825500000000204,0.0,Charging,Serving CEV,1.8972644206887352,18.15731337883072,0.0,Charging,Serving CEV,-3.6681866211694825
39,17:30,8.0,23.825500000000204,0.0,Charging,Serving CEV,8.0,20.15731337883072,0.0,Charging,Serving CEV,-3.6681866211694825
40,17:45,0.0,23.825500000000204,0.0,Idle,Idle,8.0,22.15731337883072,0.0,Charging,Serving CEV,-1.6681866211694825
41,18:00,0.0,23.825500000000204,0.0,Idle,Idle,8.0,24.15731337883072,0.0,Charging,Serving CEV,0.33181337883051754
