Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A1R_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.7784182492155605,Digging,Traveling,0.0,0.0,4.7784182492155605,Digging,Traveling,0.0
2,08:15,5.04473684210517,1.2611842105262925,0.0,Charging,Serving CEV,0.0,0.0,3.103792896007588,Loading/Swinging,Idle,-1.2611842105262925
3,08:30,-2.1227464230832993e-12,1.2611842105257618,4.89124233159133,Digging,Idle,0.0,0.0,4.89124233159133,Digging,Idle,-1.2611842105257618
4,08:45,0.0,1.2611842105257618,4.7144295934251765,Digging,Idle,0.0,0.0,4.7144295934251765,Digging,Idle,-1.2611842105257618
5,09:00,7.999999999999997,3.2611842105257614,0.0,Charging,Serving CEV,8.0,2.0,0.0,Charging,Serving CEV,-1.2611842105257614
6,09:15,0.0,3.2611842105257614,4.654806209328332,Digging,Idle,4.2421943983134123e-14,2.0000000000000107,4.923998980241216,Traveling,Idle,-1.2611842105257507
7,09:30,0.0,3.2611842105257614,4.923998980241216,Traveling,Idle,1.8136603330276557e-12,2.000000000000464,4.654806209328332,Digging,Idle,-1.2611842105252973
8,09:45,8.0,5.261184210525761,0.0,Charging,Serving CEV,0.0,2.000000000000464,4.564569249934158,Digging,Idle,-3.2611842105252973
9,10:00,0.0,5.261184210525761,4.564569249934158,Digging,Traveling,0.0,2.000000000000464,4.900287106182524,Digging,Idle,-3.2611842105252973
10,10:15,0.0,5.261184210525761,4.900287106182524,Digging,Charging (grid),7.999999999999987,4.000000000000461,0.0,Charging,Serving CEV,-1.2611842105253004
11,10:30,0.0,5.261184210525761,4.878461091915892,Digging,Charging (grid),-7.116546962229477e-14,4.000000000000443,4.878461091915892,Digging,Idle,-1.2611842105253182
12,10:45,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,4.000000000000443,4.601436748612714,Traveling,Idle,-1.2611842105253182
13,11:00,0.0,5.261184210525761,4.785701284916126,Digging,Charging (grid),0.0,4.000000000000443,4.785701284916126,Digging,Idle,-1.2611842105253182
14,11:15,0.0,5.261184210525761,4.601436748612714,Traveling,Charging (grid),3.347730254072446,4.8369325635185545,0.0,Charging,Serving CEV,-0.42425164700720686
15,11:30,0.0,5.261184210525761,4.818886657641851,Digging,Charging (grid),8.0,6.8369325635185545,0.0,Charging,Serving CEV,1.5757483529927931
16,11:45,0.0,5.261184210525761,4.7273636158226084,Digging,Charging (grid),0.0,6.8369325635185545,4.818886657641851,Digging,Idle,1.5757483529927931
17,12:00,0.0,5.261184210525761,0.0,Idle,Charging (grid),7.430526468356056,8.694564180607568,0.0,Charging,Serving CEV,3.4333799700818064
18,12:15,0.0,5.261184210525761,0.0,Idle,Charging (grid),7.608919659560163,10.596794095497609,0.0,Charging,Serving CEV,5.335609884971848
19,12:30,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,10.596794095497609,0.0,Idle,Traveling,5.335609884971848
20,12:45,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,10.596794095497609,0.0,Idle,Charging (grid),5.335609884971848
21,13:00,0.0,5.261184210525761,0.0,Idle,Charging (grid),0.0,10.596794095497609,0.0,Idle,Charging (grid),5.335609884971848
22,13:15,0.0,5.261184210525761,0.0,Idle,Traveling,0.0,10.596794095497609,0.0,Idle,Charging (grid),5.335609884971848
23,13:30,8.0,7.261184210525761,0.0,Charging,Serving CEV,0.0,10.596794095497609,0.0,Idle,Charging (grid),3.3356098849718476
24,13:45,8.0,9.261184210525762,0.0,Charging,Serving CEV,0.0,10.596794095497609,0.0,Idle,Charging (grid),1.3356098849718467
25,14:00,0.0,9.261184210525762,4.832512706422161,Digging,Idle,0.0,10.596794095497609,3.133692414438155,Loading/Swinging,Charging (grid),1.3356098849718467
26,14:15,0.0,9.261184210525762,5.0089966721530494,Digging,Idle,0.0,10.596794095497609,3.125268444856586,Loading/Swinging,Charging (grid),1.3356098849718467
27,14:30,0.0,9.261184210525762,4.730044858902048,Traveling,Idle,0.0,10.596794095497609,4.730044858902048,Traveling,Charging (grid),1.3356098849718467
28,14:45,8.0,11.261184210525762,0.0,Charging,Serving CEV,0.0,10.596794095497609,3.1683208537506546,Loading/Swinging,Charging (grid),-0.6643901150281533
29,15:00,0.0,11.261184210525762,3.103792896007588,Loading/Swinging,Idle,0.0,10.596794095497609,0.0,Idle,Charging (grid),-0.6643901150281533
30,15:15,0.0,11.261184210525762,3.133692414438155,Loading/Swinging,Idle,0.0,10.596794095497609,3.3644673228953734,Loading/Swinging,Charging (grid),-0.6643901150281533
31,15:30,0.0,11.261184210525762,3.125268444856586,Loading/Swinging,Idle,0.0,10.596794095497609,3.2260346744961486,Loading/Swinging,Charging (grid),-0.6643901150281533
32,15:45,0.0,11.261184210525762,3.1683208537506546,Loading/Swinging,Idle,0.0,10.596794095497609,4.7273636158226084,Digging,Charging (grid),-0.6643901150281533
33,16:00,8.0,13.261184210525762,0.0,Charging,Serving CEV,0.0,10.596794095497609,4.736753107232083,Traveling,Traveling,-2.6643901150281533
34,16:15,0.0,13.261184210525762,4.736753107232083,Traveling,Idle,7.816630852016532,12.550951808501742,0.0,Charging,Serving CEV,-0.7102324020240207
35,16:30,0.0,13.261184210525762,3.3644673228953734,Loading/Swinging,Idle,0.0,12.550951808501742,4.832512706422161,Digging,Idle,-0.7102324020240207
36,16:45,0.0,13.261184210525762,3.2260346744961486,Loading/Swinging,Idle,0.0,12.550951808501742,5.0089966721530494,Digging,Idle,-0.7102324020240207
37,17:00,8.0,15.261184210525762,0.0,Charging,Serving CEV,7.858608248394087,14.515603870600263,0.0,Charging,Serving CEV,-0.7455803399254997
38,17:15,8.0,17.261184210525762,0.0,Charging,Serving CEV,7.5863890395582105,16.412201130489816,0.0,Charging,Serving CEV,-0.8489830800359464
39,17:30,8.0,19.261184210525762,0.0,Charging,Serving CEV,7.6007163663390385,18.312380222074577,0.0,Charging,Serving CEV,-0.9488039884511856
40,17:45,0.0,19.261184210525762,0.0,Idle,Idle,7.599962296508474,20.212370796201697,0.0,Charging,Serving CEV,0.9511865856759343
41,18:00,8.0,21.261184210525762,0.0,Charging,Serving CEV,8.0,22.212370796201697,0.0,Charging,Serving CEV,0.9511865856759343
42,18:15,8.0,23.261184210525762,0.0,Charging,Serving CEV,7.178949352815344,24.007108134405534,0.0,Charging,Serving CEV,0.7459239238797721
43,18:30,0.0,23.261184210525762,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Traveling,0.7459239238797721
44,18:45,7.273157894739047,25.079473684210523,0.0,Charging,Serving CEV,0.0,24.007108134405534,0.0,Idle,Idle,-1.0723655498049887
45,19:00,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Idle,-1.0723655498049887
46,19:15,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Idle,-1.0723655498049887
47,19:30,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Idle,-1.0723655498049887
48,19:45,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Idle,-1.0723655498049887
49,20:00,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Idle,-1.0723655498049887
50,20:15,0.0,25.079473684210523,0.0,Idle,Traveling,0.0,24.007108134405534,0.0,Idle,Idle,-1.0723655498049887
51,20:30,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Idle,-1.0723655498049887
52,20:45,0.0,25.079473684210523,0.0,Idle,Idle,0.0,24.007108134405534,0.0,Idle,Idle,-1.0723655498049887
53,21:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
54,21:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
55,21:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
56,21:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
57,22:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
58,22:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
59,22:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
60,22:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
61,23:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
62,23:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
63,23:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
64,23:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Idle,-1.0723655498049887
65,00:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
66,00:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
67,00:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
68,00:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
69,01:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
