Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A1R_minus_A0_cum_kWh
70,01:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
71,01:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
72,01:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
73,02:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
74,02:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
75,02:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
76,02:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
77,03:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
78,03:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
79,03:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
80,03:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
81,04:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
82,04:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
83,04:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
84,04:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
85,05:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
86,05:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
87,05:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
88,05:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
89,06:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
90,06:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
91,06:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
92,06:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
93,07:00,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
94,07:15,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
95,07:30,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
96,07:45,0.0,25.079473684210523,0.0,Idle,Charging (grid),0.0,24.007108134405534,0.0,Idle,Charging (grid),-1.0723655498049887
