Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A2R_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.764336498431121,Digging,Traveling,0.0,0.0,4.764336498431121,Digging,Traveling,0.0
2,08:15,0.0,0.0,4.989984663182659,Digging,Idle,0.0,0.0,4.989984663182659,Digging,Idle,0.0
3,08:30,0.0,0.0,4.6363591868503535,Digging,Idle,0.0,0.0,4.6363591868503535,Digging,Idle,0.0
4,08:45,0.0,0.0,4.517112418656664,Digging,Idle,0.0,0.0,4.517112418656664,Digging,Idle,0.0
5,09:00,8.0,2.0,0.0,Charging,Serving CEV,8.0,2.0,0.0,Charging,Serving CEV,0.0
6,09:15,0.0,2.0,4.602062790752132,Traveling,Idle,0.0,2.0,4.602062790752132,Traveling,Idle,0.0
7,09:30,8.0,4.0,0.0,Charging,Serving CEV,0.0,2.0,4.336638499868317,Digging,Idle,-2.0
8,09:45,0.0,4.0,4.336638499868317,Digging,Idle,0.0,2.0,5.008074212365046,Digging,Idle,-2.0
9,10:00,8.0,6.0,0.0,Charging,Serving CEV,0.0,2.0,4.9644221838317835,Digging,Idle,-4.0
10,10:15,0.0,6.0,5.008074212365046,Digging,Idle,8.0,4.0,0.0,Charging,Serving CEV,-2.0
11,10:30,0.0,6.0,4.9644221838317835,Digging,Idle,0.0,4.0,4.778902569832251,Digging,Idle,-2.0
12,10:45,0.0,6.0,4.778902569832251,Digging,Idle,0.0,4.0,5.048839910309281,Traveling,Idle,-2.0
13,11:00,0.0,6.0,5.048839910309281,Traveling,Idle,0.0,4.0,4.845273315283702,Digging,Idle,-2.0
14,11:15,8.0,8.0,0.0,Charging,Serving CEV,8.0,6.0,0.0,Charging,Serving CEV,-2.0
15,11:30,0.0,8.0,4.845273315283702,Digging,Idle,0.0,6.0,4.6622272316452165,Digging,Idle,-2.0
16,11:45,0.0,8.0,4.6622272316452165,Digging,Idle,0.0,6.0,4.872525412844321,Digging,Idle,-2.0
17,12:00,8.0,10.0,0.0,Charging,Serving CEV,0.0,6.0,0.0,Idle,Idle,-4.0
18,12:15,8.0,12.0,0.0,Charging,Serving CEV,8.0,8.0,0.0,Charging,Serving CEV,-4.0
19,12:30,7.302000000000817,13.825500000000204,0.0,Charging,Serving CEV,8.0,10.0,0.0,Charging,Serving CEV,-3.825500000000204
20,12:45,0.0,13.825500000000204,0.0,Idle,Idle,0.8707778787442392,10.21769446968606,0.0,Charging,Serving CEV,-3.6078055303141436
21,13:00,0.0,13.825500000000204,0.0,Idle,Idle,0.0,10.21769446968606,0.0,Idle,Idle,-3.6078055303141436
22,13:15,0.0,13.825500000000204,0.0,Idle,Idle,8.0,12.21769446968606,0.0,Charging,Serving CEV,-1.6078055303141436
23,13:30,0.0,13.825500000000204,0.0,Idle,Idle,5.155981015108615,13.506689723463214,0.0,Charging,Serving CEV,-0.3188102765369898
24,13:45,0.0,13.825500000000204,0.0,Idle,Idle,8.0,15.506689723463214,0.0,Charging,Serving CEV,1.6811897234630102
25,14:00,0.0,13.825500000000204,4.872525412844321,Digging,Idle,0.0,15.506689723463214,5.2254933443060985,Digging,Idle,1.6811897234630102
26,14:15,0.0,13.825500000000204,2.699530200781285,Loading/Swinging,Idle,0.0,15.506689723463214,5.5513267946419065,Traveling,Idle,1.6811897234630102
27,14:30,7.999999999999999,15.825500000000204,0.0,Charging,Serving CEV,0.0,15.506689723463214,2.699530200781285,Loading/Swinging,Idle,-0.3188102765369898
28,14:45,0.0,15.825500000000204,5.5513267946419065,Traveling,Idle,0.0,15.506689723463214,2.8494316128937736,Loading/Swinging,Idle,-0.3188102765369898
29,15:00,0.0,15.825500000000204,5.2254933443060985,Digging,Idle,8.0,17.506689723463214,0.0,Charging,Serving CEV,1.6811897234630102
30,15:15,0.0,15.825500000000204,2.8494316128937736,Loading/Swinging,Idle,0.0,17.506689723463214,3.0876787676755635,Loading/Swinging,Idle,1.6811897234630102
31,15:30,0.0,15.825500000000204,3.0876787676755635,Loading/Swinging,Idle,0.0,17.506689723463214,3.0460970679782364,Loading/Swinging,Idle,1.6811897234630102
32,15:45,7.999999999999999,17.825500000000204,0.0,Charging,Serving CEV,0.0,17.506689723463214,5.799136641346988,Traveling,Idle,-0.3188102765369898
33,16:00,0.0,17.825500000000204,3.0460970679782364,Loading/Swinging,Idle,0.0,17.506689723463214,3.1299167052715626,Loading/Swinging,Idle,-0.3188102765369898
34,16:15,0.0,17.825500000000204,5.799136641346988,Traveling,Idle,2.662699879227624,18.17236469327012,0.0,Charging,Serving CEV,0.3468646932699144
35,16:30,0.0,17.825500000000204,3.1299167052715626,Loading/Swinging,Idle,8.0,20.17236469327012,0.0,Charging,Serving CEV,2.3468646932699144
36,16:45,0.0,17.825500000000204,3.2138834865746007,Loading/Swinging,Idle,0.0,20.17236469327012,3.2138834865746007,Loading/Swinging,Idle,2.3468646932699144
37,17:00,8.0,19.825500000000204,0.0,Charging,Serving CEV,8.0,22.17236469327012,0.0,Charging,Serving CEV,2.3468646932699144
38,17:15,8.0,21.825500000000204,0.0,Charging,Serving CEV,7.939794742242398,24.157313378830718,0.0,Charging,Serving CEV,2.331813378830514
39,17:30,8.0,23.825500000000204,0.0,Charging,Serving CEV,0.0,24.157313378830718,0.0,Idle,Traveling,0.331813378830514
40,17:45,0.0,23.825500000000204,0.0,Idle,Idle,0.0,24.157313378830718,0.0,Idle,Idle,0.331813378830514
41,18:00,0.0,23.825500000000204,0.0,Idle,Idle,0.0,24.157313378830718,0.0,Idle,Idle,0.331813378830514
42,18:15,0.0,23.825500000000204,0.0,Idle,Idle,0.0,24.157313378830718,0.0,Idle,Idle,0.331813378830514
